page,eng,twi
114,person found guilty is allowed to go home with his surety,obi de no kɔ fie
114,oath fine,bena
115,Odikro's Tribunal,Odikro
115,Ohene's Tribunal,Ohene
115,Omanhene's Tribunal,Omanhene
115,State Tribunal,
115,Ohene's Mankrado,Mankrado
115,Osomanyawa,Osomanyawa
116,Omanhene's Tribunal,Omanhene
116,Native Jurisdiction Ordinance,
116,Stool,Akonnwa
116,Brepo oath,Brepo
117,enstoolment,ahennwa
117,destoolment,ahennwa
117,Chief of a town,Odikro
117,Chief of a sub-divisional state,Ohene
117,Paramount Chief of an independent state,Omanhene
118,Enstoolment,
118,Stool,Ahennwa
118,Goes to his village,Kɔ ne kuro mu
118,Mater-familias,Ɔbaa panyin
118,Destooled,Ahennwa so a wotuu no
119,Enstoolment,
119,Destoolment,
119,Stool,
119,Royal Family,
119,Heir-presumptive,
119,Heir-apparent,
119,Akim Abuakwa,
119,Cottage stool,
119,Town stool,
119,Akan,
119,Election,
119,Chief,
119,Regent,
119,Sub-Chiefs,
119,Elders,
119,Councillors,
119,Captains,
119,Asafo companies,Asafo
119,Werempi Company,Werempi
120,Asafo or Werempi Company,Asafo
120,Aseda money,Aseda
120,Oath of Allegiance,
120,Stool,
120,Queen-mother,
120,materfamilias,
121,Enstoolment,
121,Destoolment,
121,Oath of Allegiance,
121,Paramount Stool,
121,Odwiratuo,Odwira
121,Installation,
121,Stool-house,
121,Stool Worship,
122,black consecrated stool,
122,town-stool,
122,tribal-stool,
122,family-stool,
122,provincial stool,
122,Paramount or National Stool,
123,Enstoolment,
123,Destoolment,
123,Stool,Akonnwa
123,Chief,Ohene
123,Stool Family,Akonnwa Abusua
123,Chief's Councillors,Mpanyimfoɔ
124,Chief,
124,Stool,
124,Destoolment,
124,Akan,
124,Asona,Asona
124,Oyoko,Oyoko
124,Asafo-mma,Asafo-mma
124,Asafo Company,Asafo
124,Tribunal,
125,Enstoolment,Ahennwa
125,Destoolment,Ahennwa-twa
125,Chief,Ohene
125,Council,Ahenfo Nhyiamu
126,Councillors,
126,Chief,
126,Destoolment,
126,Enstoolment,
126,Osomanyawa,Osomanyawa
126,Adontenhene,Adontenhene
126,Omanhene,Omanhene
126,Ahenfo,Ahenfo
126,Sub-Chiefs,
126,Queen-Mother,
126,Stool,
127,Enstoolment,
127,Destoolment,
127,Asafo Companies,Asafo
127,National Institutes of young men,
127,Head Chiefs,Mpakanfo
127,Amantoo-miensa Council,Amantuo-mmiensa
127,Paramount Queen,
128,Amantoo-mmiensa,Amantuo-mmiensa
128,Nifahene,Nifahene
128,Adontenhene,Adontenhene
128,Okyeman Council,Okyeman
128,Head Chiefs,Mpakanfo
128,Asafo Company,Asafo
128,Destoolment,
129,Asafo Companies,
129,destoolment,
129,Chief,
129,lieutenant,sripi
129,captain-on-stool,
129,Chief's Council,
129,sub-Chief,
129,Elders,
129,Councillors,
129,Stool Family,
129,Adontenhene,
130,destooled,
130,enstoolment,
130,Stool,
130,Stoolocracy,
131,Enstoolment,
131,Destoolment,
131,Stool,Akonnwa
131,Queen-Mother,Ohemaa
131,Chief,Nana
132,Paramount Chief,Omanhene
132,Head Chief,Mpakanfo
132,Chief,Mpakanfo
132,Sub-Chief,
132,Destooled,
132,Stool Family,
132,Stool-house,
133,Festivals,Afahye
133,Harvest festival,Ahuba
133,Harvest festival,Ohum
133,Harvest festival,Odwira
133,First Ohum,Ohum-Kan
133,Second Ohum,Ohum-Kyirie
133,Festival held on every fortieth day Wednesday,Wukudae
133,Festival held on every fortieth day Sunday,Kwasidae
133,Festival held on the fortieth day Monday,Fodjuor
133,Festival held on the fortieth day Tuesday,Kwabena
133,Festival held on the fortieth day Friday,Fofie
134,Ohum-Kan,Ohum-Kan
134,first Ohum,Ohum-Kan
134,fortieth day Sunday,Kwasidae
134,deep pool,Bun
134,favourable sign,
134,sheathing leaf,mmrekesono
135,The paramount chief,Omanhene
135,"A meal of pounded coco-yam, plantain or yams",Fufuo
135,"A symbol of authority or office, often used to refer to the throne or the ancestral spirit associated with it",Stool
135,A type of talking drum,Atumpan
136,The sovereign or paramount chief,Omanhene
136,A section of the palace where firewood is kept,Jase
136,The annual dance of boys between the ages of 8 and 12,Ohum-tufo
136,Full initiation ceremonies,Ohum
136,Chief of Stool Carriers,Ahennua
136,A festival of the harvest and worship of ancestral Stools,Ohum
136,The first Ohum festival,Ohum-Kan
136,The second Ohum festival,Ohum-Kyire
136,Board of flamens,Jasefo
136,Chief of the place of fire,Jasehene
137,Purification,Odwira
137,"to cleanse from guilt or moral and religious uncleanness; to sanctify, to consecrate",dwira
137,to wash oneself or to bathe,guare
137,to wash oneself or to bathe,dware
137,to cause to wash,dwira
138,Odwira festival,Odwira
138,Ohum festival,Ohum
138,King,Ohene
138,Sacred Stool,
139,Ohum,Ohum
139,Odwira,Odwira
139,Odwira-tuo,Odwira-tuo
139,Yam,Ode
139,Famous or illustrious,Ode-hye
139,Consecrated leaf,somme
139,Ohumkyire,Ohumkyire
139,Dapada,Dapada
139,Omanhene,Omanhene
139,State Treasurer,Sanahene
140,Odwira,Odwira
140,Queen-Mother,Ohemmaa
140,Adewa,Adewa
140,Omanhene,Omanhene
140,Totusie,Totusie
140,Abofosie,Abofosie
140,Amantoo-mmiensa Asafo,Amantuo-mmiensa Asafo
140,Asafo-pranpran,Asafo-pranpran
140,Ohum gun,Ohum
140,Bosomtwe sceptre,Bosomtwe
140,Stool-House,Akonnwa-dan
141,sanctify and consecrate,bo asuo
141,"a plant, an emblem of purification and peace",Asommɛ
141,to purify with water = to baptize,Bo asu
142,Ofori's soldiers,Ofori nsrafo
142,Stool Remembrancers,werempefo
142,Drink Durbar,Sa-gua
142,Akan deity of the twin-born,Abam
142,Principal dance,Adewa
143,Sanctification,Odwira
143,Grand Odwira,Odwira-Tuo
143,First manifestation or debut,ahoyie
144,Great Oath of Allegiance and Fealty,
144,Paramountcy,
144,Paramount Stool,
144,Sub-Chiefs,Adikrofo
144,Omanhene of Akyem Abuakwa,Okyenhene
145,Chiefs,
145,Queen-Mother,
145,oath of Allegiance and Fealty,
145,Ahenfo,Ahenfo
145,Omanhene,Omanhene
145,oath of office,
145,Royal Stools,
145,Nsa (Antique) cloths,Nsa
145,Odwira,Odwira
145,Awoso,Awoso
145,Fodoo,Fodoo
145,Awoso Bearer,
145,Sacred River Birrim,
145,apakan,apakan
146,Paramount Chief,Omanhene
146,Queen-Mother,
146,Stool-House,
146,Odwiratuo,Odwiratuo
146,Odwira,Odwira
146,Drink or Dress Durbar,
146,golden stool,
146,sub-Chiefs,Adikrofo
146,Asaman (Hades),Asaman
146,Abam celebration,Abam
147,Odwira,Odwira
147,Kwasidae,Kwasidae
147,Odwiratuo,Odwiratuo
147,Bosomtwe,Bosomtwe
147,Bosomtwe Nkrafo,Bosomtwe Nkrafo
147,Sannahene,Sannahene
147,Odikro,Odikro
147,Nkrafo,Nkrafo
147,Omanhene,Omanhene
147,Gold breast plates,Ekyere
147,Bosompra Celebration,Bosompra
147,Banmukoro (Celebration in the Mausoleum),Banmukoro
147,Awakudae,Awakudae
148,Goddess Earth,Asase Ya
148,Keeper of the Royal Mausoleum,Odikro
148,Mausoleum,Nkronso
148,Ntumpan Drummer,Ntumpan
148,Paramount Chief,Omanhene
148,Overseer of the royal sepulchres,Adadentam
148,Banmu custom,Banmu
148,Odwira Festival,Odwira
148,Wednesday Celebration,Wukudae
148,Wednesday celebration,Awukudae
148,Sunday celebration,Kwasidae
148,Dwoada Fodjuor,Dwoada Fodjuor
149,Announcing the day's celebration,Wo tu adae
149,"A general term applicable to all the Akan tribes, and it is just probable that it was the original name borne by the Akan-Fanti-tribes before the disintegration. Asante is unto this day called Asantii Kotoko.",Kotoko
149,"Originally meant 'great man': Banin ('man'), pon ('great'), hence prince, duke, king. In these days an 'Obrempon' is a foppish sort of self-made Chief, holding no position in our constitution, but respected for his wealth and influence.",Brempon
150,Wednesday,Wukuda
150,Wednesday celebration,Awukudae
150,A town name,Kwanyako
150,A day kept sacred with no regular occupation,Fofie
150,The Tuesday following Fofie,Kwabena
150,Sunday celebration,Kwasidae
150,The Saturday before Kwasidae,Dapaa
150,Drumming on Sunday morning,Tu adae
150,The Palace,Ofori Panin Fie
150,The ninth Kwasidae,Odwira
152,Chief,Ohene
152,Queen,Ohemma
152,Asiwa,Asiwa
152,Ceremony of Divorce,Hiregno
153,Truth,Nokware
153,Goodness,Yieye
153,Beauty,Ahɔfɛ
153,Love is death,Ɔdɔ yɛ owu
154,Infant betrothal,Asiwa
154,Thanks-money,Aseda
154,Adultery fine,Ayefare
154,Extra half amount of the lawful Ayefare,Twebɔn
154,A form of Asiwa followed by a Chief or a rich man by laying hand on an infant girl as his future wife,Abaso Kyekyere
155,marriage-messengers,aware gyefo
155,sanction-money,aseda
155,witnesses,bagua
155,witnesses,baguafo
156,Thanks Money,
156,satisfaction money for adultery,ayefare
156,payment of Aseda,aseda
156,head-money,
156,Doma,doma
156,Predwan,pɛdwan
157,head-money,
157,thanks-offering,Aseda
158,head-money,
158,Betrothal,
158,Courtship,
158,Marriage,
158,Wedding,
158,introduction,
158,begging,
158,thanking,
159,"The principal meal of the Akans, made of yam, coco-yam or plantain boiled and pounded in wooden mortars.",Fufu
159,Wife-brawls actuated by jealousy.,Koratwe
160,Aseda,Aseda
160,Akan marriage,Akan
161,Akan Laws and Customs,
161,husband,kun
161,wife,ɔyere
161,cocoa,kokoɔ
161,kola,bese
161,green-crops,
161,pepper plants,mako
161,garden eggs,gbe
161,treasure trove,
161,State,ɔman
161,divorce,awaregyae
161,domestic slavery,
162,fetish,obosom
162,take fetish,nom abosom
163,palaver,
163,every divorce is preceded by palaver,Awaree gu nkuro
164,He who is lying by the fire knows how much (or how little) the heat torments him.,Nea oda ne gya no onim senea ehyehye no
164,Bill of Expenses,
164,Aseda,Aseda
164,head-money,
164,white clay,
165,Ceremony of Divorce,Hireguo
165,"exposing to the sun, i.e., bringing hidden facts to light",Wiakyere
165,Adultery fine,Ayefare
166,head-money,
166,Aseda,Aseda
166,One does not go into another's family to accumulate wealth,Obi nnko obi abusua mu nnkobo dwetiri
166,condolence-money,Nsewabodee
167,funeral expenses,Ayiaseka
167,head-money,
167,Okyeman Council,
168,money to the value of Ntakuo-mmiensa (1s. 6d.),Ntakuo-mmiensa
168,customary relics of her late husband,Kunadoso
169,notables,Abrempon
170,Satisfaction for adultery,Ayefare
170,Custom of satisfaction for adultery (as called by the Fantis),Brabbu
171,adultery,ayefare
171,fine or penalty for the pacification of the injured husband,brabbu
171,dowry,consawment
171,head-money,tira-sika
171,sanction fee,nteho
171,sanction fee,nterakyire
172,pacification fine,
172,satisfaction money,
172,Court Officer,Ahenkwa
172,Ayefare,Ayefare
173,An amount of money fixed by law and payable by a person taking another's wife to the husband so wronged.,Ayefare
173,Confession of Adultery,Wiakyere
173,Actual connexion with penetration,Obarima no pɛ ɔbea no pɛ pa
173,Sleeping on the same bed with intentional contact of their respective persons,One no da kɛtɛ koro so de ne barima si nano so
173,Exuding semen on any part of her body,Ne hɔ ba gu no so
173,Undue handling of her waist-beads,Ososɔ nasenem-deɛ mu basabasa
173,Unfastening her shame-cloth from the waist-beads,Otu nano so
173,A fee paid forthwith if the son admits adultery,Nteho
173,A fee paid forthwith if the son admits adultery,Ntarekyire
174,rigid denial,Nsankyee
174,testimony fee,Nteho
174,Woman speaks the truth,Oba na ɔka nokware
174,Man speaks the truth,Obarima na ɔka nokware
175,evidence,Kwadubo
175,false accusation,wiakyere
175,adultery fine,ayefare
175,a person (placeholder name),Asiamasi
175,a person (placeholder name),Obenten
176,customary satisfaction money for adultery,ayefare
176,sheep money,adwantwadee
177,Akan Maam,Maam
177,Seduction,Asommo
177,Satisfaction for simple adultery,ayefare
178,Adultery or compensation for adultery,ayefare
178,A custom related to marriage and divorce claims,Asommo
178,Arbitrators,Baguafo
178,A dispute or legal case,palaver
179,National fetish,
179,National Oath,
179,Fetish priest,
180,Ayefare,Ayefare
180,Head-money,
180,Asommo fees,Asommo
181,Adultery fee,ayefare
181,A fixed penalty for the breach of an oath,Tasuanu
181,A ceremony to revert the curse of a fetish,Asɔmmɔ
181,A customary payment made to the family of a bride,Aseda
181,Head-money,
182,Adultery,
182,Ayefare,Ayefare
182,Customary law,
182,Equity,
182,Venereal disease,
183,adultery damages,ayefare
183,marriage validation fee,aseda
183,divorce,white clay
183,head-money,tirisika
183,satisfaction money,
183,pacification,
184,ayefare,ayefare
184,actual amount of money payable,oyere-fa-de
184,Any native of Akim Abuakwa,osua ne suru ne nsano
184,Ohenenana (Omanhene's grandson),asuanu ne dwoa suru
184,Ohenaba (Omanhene's son),predwan asia
184,Okyenhene Kyeame (Omanhene's linguist),predwan asia
184,Okyenhene Akyeame-hene (Chief of the Omanhene's linguists),tasuanu
184,Okyenhene Ahenkwa (Omanhene's state servant),asuanu-ne-dwoa suru
184,Gold Breast Plate Bearer,akrafo
184,Okyenhene Twerefoo Panyin (Omanhene's Chief Clerk),predwan asia
184,Okyenhene Atwerefo a aka (other clerks in the Omanhene's office),bena
184,Okyenhene Atrafo a yente nkonwaso (Omanhene's non-stool holding councillors),bena
184,inter-state ayefare,osua-ne-doma
185,Chief Keeper of the mausoleum,Banmuhene
185,Chief of the stool carrier,Nkonwasoafohene
185,Chief of the Gold Breast Plate-bearers,Nkrafohene
185,Chiefs of the Council of three counties,Amantoo-miensa-Adikrofo
185,Principal Chief's son,Opakani ba
185,Linguist of a Head Chief,Opakani Kese Kyeame
185,Linguist of one of the other principal Chiefs,Opakani kuma Kyeame
185,Stool Heir of one of the five Head Chiefs,Opakani Kese Dehyee
185,Councillor on Stool of one of the five Head Chiefs,Opakani Kese Panin
185,Stool Heir of one of the seven principal Chiefs,Opakani kuma Dehyee
185,Councillor on Stool of one of the eight Principal chiefs,Opakani kuma Panin
185,Principal Chief's Councillor not holding Stool,Opakani biara Hotrafo aonte Akonwuaso
185,An Odikro Chief of a town,Odikro biara
185,An Adikro's Chief Councillor,Odikro biara Panin a oye Osomanyawa
185,Odikro's Councillor not holding a Stool,Odikro biara Hotrafo a onte akonwaso
185,The principal Fetish Priests,Akomfo Akese
186,Adultery fine or compensation,Ayefare
186,Ordinary Fetish Priests,Akomfo nkuma
186,Son of an odikro,Odikro bi ba
186,Captain,Osafohene
186,The other volunteers,Osafo a aka no
186,Stool Heir,Odehye
186,Chief,Opakani
186,Nobody makes law for a prince,Obi nnfwe Opanin nntwa mmra
187,pacification,
187,Chief,
187,Arbitrative Council,
187,commoner,
188,Succession,
188,Akan people,
188,Matrilineal descent,
188,Clan mother,materfamilias
188,Succession to Stool,
188,Ordinary inheritance,
188,Paternity and Custody of Children,
188,Disinherison,Kahire (Ekal)
188,Stool,
189,a dead man does not or cannot look after his mundane affairs,Nea wawuo mmpra ne hɔ
189,"Except there are no mother's sons (i.e. brothers), no nephew inherits",Nniwa mma nsaea wofase nni adee
190,nephew succession,
190,de jure,
190,de facto,
190,Fanti Customary Laws,
191,thanks money,Aseda
191,a family or town Stool,
191,salic law,
192,Aseda,Aseda
193,a child of harlotry,Aguaman-ba
193,legitimation by subsequent marriage,legitimatio per subsequens matrimonium
194,a thief has no child,Okromfo nni ba
194,adultery case,Ayefare
194,a father loses complete control over his child,Tamboba
195,Tamboba,Tamboba
195,Akan,Akan
195,Tshi speaking tribes,Twi
195,Maternal succession,mutterecht
196,money payable for taking another's wife,Ayefare
196,a sum of money fixed by law to be paid to a father when he parts with his life interest in his children in favour of their maternal relations,Tamboba
196,uterus,Tam
196,small stone,bo-ba
196,a small weight of money payable when emancipating an offspring of marriage,Tam-boba
196,formerly £2 payable for a boy,Osua
196,formerly 30s. payable for a girl,Asia
196,"modern figure for a son, equal to £24 or 25£",Mpredwan mmiensa
196,"modern figure for a daughter, equal to £16",Ntanu
197,Head-money,Tiri-sika
197,A customary payment made in respect to a girl's marriage,Tiri-sika
197,A payment or institution related to the control of a child's individuality and freedom between the father and the maternal uncle,Tamboba
197,A slave wife or bought-wife,tò-yere
198,Tamboba,
198,Head-money,tiri-sika
198,Freeborn,dehye
198,Freeborn,dihi-Fanti
199,maternal succession,
199,Stool families,Ahennwa
200,Paternal Responsibility,
200,Family Tie,Kahire
200,Family Tie,Ekal
201,great family,Abusuapɔn
201,cutting off a member from the tie connecting him to the family,Kahire
201,disinheriting a member of his family,Kahire
201,family relation,obusuani
201,disinheriting,Kahire
201,disinheriting,ekal
201,soft substance used when carrying articles on the skull of the head,Kahire
202,the tie which binds or connects the members of a family to bear each other's sorrows and share their burdens,Kahire
202,the tie which binds or connects the members of a family to bear each other's sorrows and share their burdens,ekal
202,"a system which, when solemnly adopted, places a ban or a 'bar-sinister' on the right of a particular member of a family, and his or her issue, ascending the Stool",Wiem-Tuo
202,In the air,Wiem
202,gun or gun-shot,Tuo
203,firing a gun into the air,Wiem-tuo
203,Blood Royal,Odehye
203,ancestral Stool,
203,Paramount Chief,
203,royal funeral custom,
203,Odwira festival,Odwira
204,head of a family,abusua
204,great family,abusuapon
205,mutual assistance in cultivation,Nnoboadi
205,Stool or tribal property,
205,Family or patriarchal property,
205,Private or individual property,
206,Stool property,Akonnwa agyapadeɛ
206,Stool,Akonnwa
206,Akan,Akan
206,Chiefs,Ahenfo
206,Captains,Safohenfo
207,Stool,Akongua
207,Asamanfo,Asamanfo
208,Stool,Akonnwa
208,Omanhene,Omanhene
208,Etoo,Etoo
209,Stool,Akonnwa
209,Destoolment,Akonnwa-gyae
209,Chief,Ohene
209,Sub-Chiefs,Ahenemma
209,Elders,Mpanyimfoɔ
210,The people of Osiem,Oman
210,The stool,Stool
210,Hades,Asaman
211,queen-mother,Ohemma
211,patriarch,
211,mater or matriarch,
211,pater,
211,materfamilias,
211,stool,
211,Stoolocracy,
212,elder of the family,Abusuapanin
212,uncle,Wofa
212,grand-uncle,Nana
212,great family,Abusuapon
213,farmstead,mfuwa
213,farmlet,mfuwa
214,private property,
214,family property,
214,stool property,akonnwa
214,tribal property,
214,mutterecht,
215,farmsteads,afuo
215,farmlets,afuo
216,Private Property of Wife,
216,Property in agriculture acquired by the wife during her married life,
216,Income obtained by the wife in any trade or profession,
216,Income realized in selling foodstuffs of a farm made in conjunction with the husband or made by her alone,
216,Treasure-troves,
216,Gold nugget,
216,Sudden fortune,
216,Private Property of Children,
217,Head of Family,
217,family property,
217,private property,
217,stool occupant,
217,slave,Nnonkofo
217,domestic,
217,dependent,
217,freed-slave,
217,clan,Akan
217,pawn-slave,
218,pawn-slave,
218,freeborn,Odehye
218,freeborn,ingenuus
218,squatter,
218,peregrine,
219,Alienation of Property,
219,Purchase,
219,Gift,
219,Mortgage,
219,Abusa System,Abusa
219,Rent,
219,Tax,
219,Toll,
219,Loan of Property,
219,Suretyship,
219,Ancestral spirits,Asamanfo
219,Predwan,predwan
220,Fanti Customary Laws,Fante
220,Akans,Akan
220,stool land,ahennwa
221,Stool,Akonnwa
221,Stool lands,Akonnwa asase
221,Paramount Stool,Omanhene akonnwa
221,Paramount Chief,Omanhene
221,Sub-stool,Odekro akonnwa
222,Paramount Stool,
222,fee-simple,
222,tenant in fee-simple,
222,Egua,agua
222,stool,agua
223,paramount Chief,
223,abusa,abusa
223,stool,egua
223,Ntome trees,ntome
224,The cutting and measuring of the land,guaha
224,earnest-money,trama
224,a small amount of money paid to witnesses,doma-fa
225,The stool (as a symbol of authority or office),stɔɔ
225,Pacification money,
225,Paramount Stool,
225,Sub-stool,
225,Subject-stool,
225,Cutting fees,
225,Guaha,guaha
226,Gift,
226,Mortgage,
226,Pledge,
227,A system by which an owner of land arranges with a tenant for payment to him of one-third share of the proceeds of crops realizable from the tenanted property.,Abusa
227,"Property belonging to a family, requiring verification of debt or assent before mortgaging.",
227,"Property belonging to the Stool, which cannot be claimed as absolute ownership by a non-native stranger through long and undisturbed possession.",
228,Abusa system,Abusa
228,head-load of snails,nwakyem
229,portion of snails,Kyem
229,Paramount Stool,
229,stool land,
229,treasure-trove,
229,gold nugget,
229,sub-stool,
229,Loan of Property and Suretyship,
230,Suretyship,
230,Surety,
230,Principal debtor,
230,Money-lender,
231,Paramount chief,Omanhene
231,Chief,Odikro
231,Captains,Asafohene
231,Captains,Asafoatse
231,Lieutenants,Sripi
231,Asafo companies,Asafo
232,Asafo Companies,Asafo
232,Captain-on-Stool,Okonnuasoni
232,enstoolment,
232,destoolment,
233,Asafo Companies,Asafo
233,Ankobea,Ankobea
233,Apesemaka,Apesemaka
233,Amantoo-mmiensa,Amantuo-mmiɛnsa
234,Amantoo-mmiensa,Amantuo-mmiɛnsa
234,Omanhene,Omanhene
234,Enstoolment,
234,Destoolment,
234,Akan,Akan
235,Asafo company,Asafo
235,Chief,Ɔhene
235,Chieftaincy,Ahenni
236,"A form of wrestling involving arm-to-arm and leg-to-leg combat, similar to Japanese Ju-jitsu",Avensin
236,"A form of wrestling involving arm-to-arm and leg-to-leg combat, similar to Japanese Ju-jitsu",Aguma
236,A dance established and managed by elderly men or appointed young people,Adowa
236,A dance established and managed by elderly men or appointed young people,Densem
237,The spiritual or ghostly world,Asaman
237,The inhabitants of Hades,Asamanfo
237,The living,Ateasefo
238,an inhabitant of Hades,Osaman
238,perpetual inferiæ to the manes of the dead,
238,a fetish as punishment for sin,
238,reincarnation,Asaman
238,a supreme Being,Nyankopɔn
239,God,Nyankopon
239,God does not like bad things,Nyame mpe bone
239,Member of a great family,obusuaponi
239,The person who supervises the funeral rites,Nea ote ayi pa so
239,"Money, cloth, or liquor donations",Nsewabode
239,Widow,Kunafo
240,a traditional dance,akrodo
240,give drink to the young dancers,Moma gofomma no nsa
241,customary rites,Bredwane
241,customary rites,Asimeremen
241,the spirit or ghost of the dead person,
241,the land of the dead,Asaman
241,Grove of the Dead,Nsamam-pom
242,"Drink, drink, bring more drink","nsa, nsa, womfa nsa mera"
242,The family have done well,Abusuafɔɔ no ayɛ adeɛ
242,Funeral,Yida
243,inferiæ,
243,feu-de-joie,
243,Odwira festival,Odwira
243,sensam,sensam
243,musu,musu
244,Asaman,Asaman
244,family cup,Abusua kuruwa
245,The land of the living,Ateasefo
245,The land of the Dead,Asamanfo
245,The custom of carrying the coffin through the streets with a view of its striking down the person who had caused the deceased's death,Afunsoa
245,Hades,Asaman
246,Paramount Chief,Omanhene
246,Regent,Jasehene
246,First Councillor,Abontendomhene
246,Chief of the Home or House Guard,Ankobeahene
246,Chief of the Personal Body Guard,Jasehene
246,Chiefs of the Rear Guard,Kyidom
246,Queen-Mother,
246,Council of Three Counties,Amantoo-mmiensa
246,State Council,Okyeman
246,Chairman of Committes and General Chief of the Advance Guard,Adontenhene
246,Chief of the Right Wing,Nifahene
247,Paramount Chief,Omanhene
247,Rear Guard,Kyidom
247,Body-Guard,Ankobea
247,Body-Guard,Jaseman
247,Stool-Guard,Oseawuman
247,Chief of Advance Guard,Adontenhene
247,Advance Guard,Adonten-man
247,Right Wing,Nifa-man
247,Left Wing,Benkumman
247,The Council of Three Counties,Amantoo-mmiensa Council
248,Natal name,Krada-din
248,Sunday,Kwasida
248,Monday,Dwowda
248,Tuesday,Benada
248,Wednesday,Wukuda
248,Thursday,Yaoda
248,Friday,Fida
248,Saturday,Memenda
248,Strong name,menane
248,Patronymic,Ntoro
249,a masculine God,Ntoro
249,Lake Bosomtwe in Ashanti,Bosomtwe
249,God,bosom
249,Antelope,twe
249,"River Pra, River God Pra",Bosompra
249,"Obo-stone, rock plural mmo, the God stone",Bosom-muru
249,"Epo-The Sea, God of the Sea",Poakwa
249,to lean upon as a support,twere
249,a tenacious and strong-willed Ntoro,Konsi
250,Akan,Akan
250,"The pure, or first Race",
250,Ekoana (Buffalo),Ekoɔna
250,Asona (Red Serpent),Asona
250,Ntwa (Dog),Ntwa
250,Twidam (Panther or Leopard),Twidan
250,Aduana (Fish),Aduana
250,Oyoko (Red Plastic Clay),Oyoko
250,Nana (literally descendants),Nana
250,Goat or perhaps the Chimpanzee,Adu-ana
251,five great families who are children of one mother,Mmusuaban anum a woye ɛna mma biako
251,Ekoana,Ekoana
251,Asona,Asona
251,Ntwa,Ntwa
251,Twidam,Twidam
251,Aduana,Aduana
252,appendage,Nterakyire
252,grace or sanction money,nteho
252,pesewa,pesewa
252,taku,taku
252,domafa,domafa
252,doma,doma
252,suru,suru
252,osua,osua
252,predwan,predwan
253,January,Openima
253,February,Opepon
253,March,Ogyefuo
253,God's own sun,Onyamewia
253,April,Obenem
253,April,Ogyenko
253,May,Oforisuo-gyenɔ
253,May,Otwanyokon
253,May,Opraworam
253,June,Kitawonsa
253,June,Ayewoho mumo
253,June,Huhuhuhu
253,July,Kotonnima
253,July,Nyanya
253,August,Osanna
253,August,Osiapansam
253,September,Odwenwane
253,September,Kokosukwakwawia
253,October,Ebo
253,October,Ahinime
253,November,Opese
253,December,Obubuo
254,Odum branch,Odum
254,Odan branch,Odan
254,Kankanfre,Kankanfre
254,Fetefre tree,Fetefre
254,Nyankoma tree,Nyankoma
255,Taboos,kyiri
255,Fetish,suman
255,Murderer,awufo
255,Doa fibre,doa
255,Inquisitive,fɛkyere
255,Dissimulating,brabrafo
255,Power,tumi
256,sound of the gonggong,"Tin koko, tin koko"
256,music of the drum,"Frikyi, frikyi"
256,Words of the drum-Atta's strong names,Akuti Mireku Amoa Duodu
256,Atta's Nobility,Atta's Nobility
256,Atta is Interfering,Atta is Interfering
256,Fetish Bosomtwe whose day is Sunday,Suman Kwasi Bosomtwe
257,Fetish,
257,Priest,okomfoɔ
257,Gonggongs,
257,Creator,Odomankoma
257,Hearing,Te
257,King,Brempon
257,Grandfathers,Nananomse
258,"If a little boy (the small river) attempts to jump over an elderly man (the sea), he gets entangled between the elder's horns.",Abofra huru tra opanin a osa ne men mu
258,Atta the Indomitable,Atta
258,Atta is Intermeddling,Atta
258,The fetish Bosomtwe of a Sunday,Suman Kwasi Bosomtwe
259,adultery fee,
260,the white mark of judgment,Abene
260,judgment fee,Abene
260,the ceremony,Adae
260,dance,Adewa
261,"Akan, customs and institutions of the people",Akan
261,Akan fighting qualities of the,Akan
261,Akan language,Akan
261,Akan monarch,Akan
261,Akan religion,Akan
261,Akan state system,Akan
261,Akan married life,Akan
261,Akan tribes,Akan
261,Akim Abuakwa,Akyem Abuakwa
261,Akrafo,Akrafo
261,"Akuapem, the Omanhene of","Akuapem, Omanhene"
261,Akwamus,Akwamu
261,Akyem,Akyem
261,Akyeremadefo,Akyeremadefo
261,"Allegiance, the oath of",
261,Amamprobi,Amamprobi
261,Amanenya (crime),Amanenya
261,"Amantoo-miensa, the council of",Amantuo-miensa
261,"Amemafo, song of the",Amemafo
261,"Amoako Atta I, II, III, Kings of Akim Abuakwa","Amoako Atta, Akyem Abuakwa"
261,"Amoakade, the Clan",Amoakade
261,"Amomam, Stool, the","Amomam, Akonnwa"
261,"Ampebane Stool, the","Ampebane, Akonnwa"
261,"Ananse, the Akan hero of folklore","Ananse, Akan"
261,"Ancestors, the worship of",
261,"Ancestral lands, husband's cultivation of",
261,"Animkwatia, King of Akim Abuakwa","Animkwatia, Akyem Abuakwa"
261,"Ankobea, as an Asafo","Ankobea, Asafo"
261,"Anona, the Clan",Anona
261,Ankobeahene of Kibbi,"Ankobeahene, Kibi"
261,Ankobeahene of Kwabeng,"Ankobeahene, Kwabeng"
261,Ankobea-ne-Apesemaka-ne-Kyidom,Ankobea-ne-Apesemaka-ne-Kyidom
261,"Anokye, as a God",Anokye
261,"Anokye, fetish",Anokye
261,Apadja-Ofori of Akantamansu,"Apadja-Ofori, Akantamansu"
261,Apakan (palanquin),Apakan
261,"Apapam, Odikro of","Apapam, Odikro"
261,Apasobode,Apasobode
261,Apeanin Kwaframoa Woyiawonyi,Apeanin Kwaframoa Woyiawonyi
261,"Apedwa, Odikro of","Apedwa, Odikro"
