eng,twi,count,source_files
"When an elder a parent is strict with his children, then his children fear him.","Opanyiṅ fere ne mma a, na ne mma suro no.",0,10_ashantiproverbst00rattuoft_parallel
"When an elder portions out the dish, it becomes cool. A wise (old man knows how to settle disputes).","Opanyiṅ kyɛ a, edw̃o.",0,10_ashantiproverbst00rattuoft_parallel
"When an elephant is thin, that is not to say its meat will not fill a hundred baskets.","Esóno afɔṅ a, woṅné mpakam-mã ọha.",0,10_ashantiproverbst00rattuoft_parallel
"When an odum tree stands there, it declares it is Tanno, but when a devil comes and perches on it....!","Sɛ odum osi hɔ a, ose oyɛ Otanno, na obonsam abesi so....!",0,10_ashantiproverbst00rattuoft_parallel
"When an old thing belonging to one person gets into the hands of another, it becomes a new thing for him.","Obi ade-dedaw ko obi nsam' a, eye no foforo.",0,10_ashantiproverbst00rattuoft_parallel
When an old woman goes to fetch water we know she will come,"Aberewa ko asu a, obeba, na ne ntem na yerepe.",0,10_ashantiproverbst00rattuoft_parallel
"When an old woman is hungry, then she says, ‘Roast something for the children that they may eat’.","Ọkọm de aberewa a, na ose, ‘Tọt õ biribi mã mmofra na wonni’.",0,10_ashantiproverbst00rattuoft_parallel
"When any bird dies in the sky, whatever happens lit. whatever it does, its feathers come falling to the earth.","Anõma biara wu wọ soro a, eye deṅ ara a, ne ntakara ba gu fam'.",0,10_ashantiproverbst00rattuoft_parallel
"When children go to pluck them the mpempema mushroom, they do not do so skilfully; when grown-ups go to do so, they trample on them.","Mmofra ŋ'kotu a, woaŋhũ tu; mpanyin ŋ'kotu a, wotiatia so.",0,10_ashantiproverbst00rattuoft_parallel
"When children see an eagle draggled by the rain, they say it is a vulture.","Mmofra hũ kore a osu ato aboro no a, wose oye opete.",0,10_ashantiproverbst00rattuoft_parallel
"When death encamps over against a household, the medicine of the fetish priest turns to water.","Owu de ne pasũa fa ofi mu a, obosomfo aduru dan nsu.",0,10_ashantiproverbst00rattuoft_parallel
When did it start?,Ɛhyɛɛ aseɛ dabɛn?,0,01_medical_glossary
"When fire burns you, you do not find it sweet, but you keep licking the place nevertheless.","Ogya hye wo a, ɛnyɛ wo de, na woretafo.",0,10_ashantiproverbst00rattuoft_parallel
"When gold is close to you, it is pale no longer glitters.","Sika beŋ wo a, ehoa.",0,10_ashantiproverbst00rattuoft_parallel
"When in want, then you eat the palm nuts off the refuse heap.","Ehĩa wo a, na worewe sumãnã-dwé.",0,10_ashantiproverbst00rattuoft_parallel
"When it is the unanimous wish of a people that you dress your hair in a certain way, you are compelled to do so lit. you do not rub it out.","Omaṅ tẅa wo sãmã a, wompopa.",0,10_ashantiproverbst00rattuoft_parallel
"When my father's children get anything, I like that; when my mother's children get anything, I like that even better.","Agya mma nyã a, mepe; eŋã mma nyã a, mepe papāpa.",0,10_ashantiproverbst00rattuoft_parallel
"When one bird alone eats the grain, it treads it under foot there being more than it can eat.","Anõma koro di awi a, otiatia so.",0,10_ashantiproverbst00rattuoft_parallel
"When one goes to war, it is against one's father's children i. e. brothers by one father but by different mothers.","Osa, woko no woŋ agya mma.",0,10_ashantiproverbst00rattuoft_parallel
"When one has just sufficient money for one's own needs, one does not let it out at interest.","Sika nni adagyew a, womfa mpe bosea.",0,10_ashantiproverbst00rattuoft_parallel
"When one stands on another's shoulders, then he sees over the market.","Obi gyina obi'mati, na ohũ-guam'.",0,10_ashantiproverbst00rattuoft_parallel
"When one who dislikes you imitates you dancing, he bends his waist sideways.","Wo tamfo sũa wo asaw a, okyeakyea ne pã.",0,10_ashantiproverbst00rattuoft_parallel
"When one who hates you gets the first chance to state a case he has with you before the elders, when you talk salt it turns to pepper.","Wo tamfo di wo aṣem ase kaṅ a, wokã ṅkyene a, edaṅ mako.",0,10_ashantiproverbst00rattuoft_parallel
"When one would climb a tree, one begins from the bottom and not from the top.","Wobeforo dua a, wofi n'ase na womfi soro.",0,10_ashantiproverbst00rattuoft_parallel
"When one's mother's children are not finished, one's nephew does not inherit.","Nĩwamma nsae a, wofase uni ade",0,10_ashantiproverbst00rattuoft_parallel
"When rain beats on a leopard it wets him, but it does not wash out his spots.","Osu fĩwe sebɔ a, ne hɔ na eḟow, na ne ṅwǎrǎṅ-ṅwǎrǎṅ de, empopa.",0,10_ashantiproverbst00rattuoft_parallel
"When some one excels you, let him excel you; as for him, he again has some one who excels him.","Obi seŋ wo a, mã oŋseŋ wo; na oŋo nso wo obi a oseŋ no.",0,10_ashantiproverbst00rattuoft_parallel
"When some one gives you a present, then you thank him.","Obi kye wo ade a, na woda n'ase.",0,10_ashantiproverbst00rattuoft_parallel
"When some one has killed something by mistake, as for you, do not flay it by mistake!","Obi afom akum a, wo nso mfom ṅṅua!",0,10_ashantiproverbst00rattuoft_parallel
"When some one hates you, he makes malignant remarks about you.","Obi taṅ wo a, na oparuw wo mparuṅwoma.",0,10_ashantiproverbst00rattuoft_parallel
"When some one hates you, he reminds you of the promises you made and have not fulfilled.","Obi taṅ wo a, na obọ wo aboa ade.",0,10_ashantiproverbst00rattuoft_parallel
"When some one hates you, he scratches you.","Obi taṅ wo a, eṅworaṅwora wo.",0,10_ashantiproverbst00rattuoft_parallel
"When some one says he can run faster than you, jump and fall to","Obi se ɔkyeɛ wo amirika a, huruw fĩe kwaṅkyeɛ, na fa akyiri nè anim to no ho.",0,10_ashantiproverbst00rattuoft_parallel
"When some one says he will carry you, you do not say, ‘I shall walk’.","Obi se, obɛsoa wo a, wunse se, ‘Mɛnantew’.",0,10_ashantiproverbst00rattuoft_parallel
"When some one's slave who is worth a péreguaŋ of gold dust £8 is sold to you for an asũãsã's worth about £6, he is pretty sure to go and incur some debt for a sũã's worth about £2 that you will have to pay.","Obi akoa di péreguaŋ na womã asũãsã to no a, oyi kaw sũã mã wutua.",0,10_ashantiproverbst00rattuoft_parallel
"When some really big business is on hand, no flag is flown.","Asẹŋ-kese bẹba a, ofraŋkã nsi so.",0,10_ashantiproverbst00rattuoft_parallel
"When something gets in your eye, it is your friend who removes it for you.","Ade to wo ani so a, wo yoŋkõ na oyi mã wo.",0,10_ashantiproverbst00rattuoft_parallel
"When the Supreme Being fills your gourd cup full of wine and a human being comes and pours it away, He will fill it up again for you.","Onyankõpoṅ hye wo nsã kora mã na oteasefo kã gu a, ohyia wo so bio.",0,10_ashantiproverbst00rattuoft_parallel
"When the antelope is unhappy, it is the hunter who is the cause.","Otũẽ ani ansen a, na efi bommofo.",0,10_ashantiproverbst00rattuoft_parallel
"When the archer was born, he did not hold a bow.","Wowoo tafoni ba no, na onkura ta.",0,10_ashantiproverbst00rattuoft_parallel
"When the cat dies, the mice rejoice.","Agyinamoa wu a, ṅkura yam'.",0,10_ashantiproverbst00rattuoft_parallel
"When the cat walks about the house carrying his bag, the night animal the mouse does not put his hand inside.","Agyinamoa nam fie s̃e ne kotoku a, anad̃oboa mfa ne nsa ntom'.",0,10_ashantiproverbst00rattuoft_parallel
"When the chief who will kill you has not yet come on the stool, can you count how many chiefs you have served under?","Ohene a obekum wo mmae a, na wokaṅ ahene dodow a woasōm?",0,10_ashantiproverbst00rattuoft_parallel
When the cock is drunk he forgets about the hawk.,Akokonini bow nsã na ne wɛre afi akōrōmã.,0,10_ashantiproverbst00rattuoft_parallel
"When the elder and the children know how to adapt their steps to one another's, they the children carry his bag.","Opanyiŋ nè mmofra hũ nantew a, wosoa ne boṭo.",0,10_ashantiproverbst00rattuoft_parallel
"When the elephant has got you in his clutches, the little duyker comes up and slaps you.","Esóno nyã wo a, adowa bọ wo mẽ.",0,10_ashantiproverbst00rattuoft_parallel
"When the elephant treads on a trap, it does not spring on it.","Esóno tia afiri so a, eṅhũaṅ.",0,10_ashantiproverbst00rattuoft_parallel
"When the face of a drum is there to beat, you do not leave that to beat the side.","Akyene anim da ho a, wonnyae nyaŋ ṅkyeŋ.",0,10_ashantiproverbst00rattuoft_parallel
"When the feathers of a fowl grow, they still remain attached to its body.","Akoko ntakāra nyin a, etuatua ne hōnam mu.",0,10_ashantiproverbst00rattuoft_parallel
"When the fetish priest has given a false prophecy, the fetish carrier's head is not cut off.",Okomfo uni ṅkontoro na wontwa obosonsofo ti.,0,10_ashantiproverbst00rattuoft_parallel
"When the fly stretches his legs lit. hands behind him, he says, ‘There still remains a lot to come’ lit. what is behind is much. If one watches a fly closely it will sometimes be seen to stretch its feet backward over its body. This proverb is used in the sense of ‘I have done a great deal for you, but you can still hope for future signs of favour.’","Ńwansana de ne nsa gu n'akyi a, ose, ‘Nea aka akyiri na ɛdɔsõ’.",0,10_ashantiproverbst00rattuoft_parallel
"When the fool is told a proverb, the meaning of it has to be explained to him.","Okwasea na wobu no be a, wokyere no ase.",0,10_ashantiproverbst00rattuoft_parallel
"When the free man does not fight, the slave runs away.","Odehye ankõ a, akoa guaṅ.",0,10_ashantiproverbst00rattuoft_parallel
"When the free man is there, the slave does not take command.","Odehye te ho a, akoa nni ade.",0,10_ashantiproverbst00rattuoft_parallel
"When the grown-up threatens to punish, lit. says but does not carry out his threat lit. but does not act, the children do not fear him.","Opanyiṅ se ná wanyé à, mmɔfra nsuro no.",0,10_ashantiproverbst00rattuoft_parallel
"When the grown-ups frighten you to make you run off, and you do so, afterwards they laugh at you.","Mpanyimfo ye wo guanŋuan, na se wuguan a, akyin no woserew wo.",0,10_ashantiproverbst00rattuoft_parallel
"When the gun bursts and wounds the hunter, the man who happens to eat venison is not blamed for the accident. Lit. is not asked about it.","Otuo paé kã obomofo a, wommisa nea odi obofo nam.",0,10_ashantiproverbst00rattuoft_parallel
"When the hawk goes to sit on her eggs, she leaves the akrōmā another kind of hawk to keep her watch in the sky.","Osansa ko abuw a, ode n'akyi gyaw akrōmā.",0,10_ashantiproverbst00rattuoft_parallel
"When the hirer is in want, the hireling is in want.",Eha bateni ha pani.,0,10_ashantiproverbst00rattuoft_parallel
"When the hunter comes from the bush carrying mushrooms, he is not asked for news of his hunting.","Obomofo fi wuram ba na okura mmere a, wommisa ahayo mu asem.",0,10_ashantiproverbst00rattuoft_parallel
"When the hunter crouches behind a tree, but the game for which he is lying in wait does not come, he returns home.","Obomofo kotew dua na aboa amma a, osan ba ofie.",0,10_ashantiproverbst00rattuoft_parallel
"When the illness that is going to kill you comes upon you, you forget the doctor who could have cured you.","Oyare a ebekum wo bo wo a, wonkae duruyofo.",0,10_ashantiproverbst00rattuoft_parallel
"When the lock of a gun is out of order, it the gun and a stick are just alike.","Otuo tã hŭaṅ a, na ɛ ne poma sɛ pɛ.",0,10_ashantiproverbst00rattuoft_parallel
"When the old man's bottom is flat, its fatness has gone to the children.","Opanyiṅ to asã a, na ewo mmofra de mu.",0,10_ashantiproverbst00rattuoft_parallel
"When the poor man mends his broken wooden bowl, it serves him just as well as if he ate off a pewter dish.","Ohĩani pam akorogow a, na eye no sẹ odidi sãnyãm'.",0,10_ashantiproverbst00rattuoft_parallel
"When the poor man wears a necklace of the soft silky 'gorow' leaves, it is said he is wearing a sheep's halter.","Ohĩani yane gorọw a, 'yese oyane ńńwahama.",0,10_ashantiproverbst00rattuoft_parallel
"When the porcupine is going to visit the porcupine, he does not take any food with him.","Koṭókó reko koṭókó a, omfa adidide.",0,10_ashantiproverbst00rattuoft_parallel
"When the rain beats you, you say, ‘It has beaten me’, but you do not say, ‘It drizzled on me’.","Osu ẅe fwo a, wuse, ‘Wafẅe me’, na wunse se, ‘Opetẽẽ me so’.",0,10_ashantiproverbst00rattuoft_parallel
"When the rain falls and beats upon you and the sun comes forth and scorches you, then you behold as it were the troubles of life.","Osu to fẅe wo na oẅia fi hye wo a, na wuhṹ abrabṍ yaw.",0,10_ashantiproverbst00rattuoft_parallel
"When the rain falls and drops on something else first before touching you, it does not hurt.","Oso to na egu biribi so ansã-na ekã wo a, enyé yaw.",0,10_ashantiproverbst00rattuoft_parallel
"When the rain falls at night and you have not known of it, at dawn have you not seen the ground?","Osu to anadwo na woanhũ a, adekyẽẽ, woanhũ fam ana?",0,10_ashantiproverbst00rattuoft_parallel
"When the rain falls, the fetish priest is killed; and when the rain does not fall, the fetish priest is killed.","Oso to a, wokum komfo; osu anto a, wokum komfo.",0,10_ashantiproverbst00rattuoft_parallel
"When the rain is going to fall, it is the wind that comes first.","Oso beto a, mframa na edi kan.",0,10_ashantiproverbst00rattuoft_parallel
"When the rat gets fufu pounded yam, cassava, &c., he will eat it, but the pestle used for pounding it does not go into his hole.","Aboa kisi nyã fufũ a, obedi, na owoma na eŋko ne boŋ mu.",0,10_ashantiproverbst00rattuoft_parallel
"When the rat goes to eat palm nuts and the Supreme Being flashes the lightning, he throws them away.","Okisi kofa adwe na Oŋyàmέ bɔ-ayeremu a, odaŋ atwene.",0,10_ashantiproverbst00rattuoft_parallel
"When the surface of a pot glistens, that is because there is water on it.","Ahina hɔ hyɛhyɛ no, na nsu na ɛwom'.",0,10_ashantiproverbst00rattuoft_parallel
"When the united people want to kill you, then the chief kills you.","Oman kum wo a, na ohene kum wo.",0,10_ashantiproverbst00rattuoft_parallel
"When the water is in flood, the fish is proud.","Nsu yiri a, na apatã aye ahantaŋ.",0,10_ashantiproverbst00rattuoft_parallel
"When the water-pot breaks, the calabash in it remains unharmed beside it.","Ahina bɔ a, na kora ata hɔ.",0,10_ashantiproverbst00rattuoft_parallel
"When the women say to you ‘You are a handsome fellow’, that means you are going to run into debt.","Mmea se, ‘Wo hō ye fe’ a, ene ka.",0,10_ashantiproverbst00rattuoft_parallel
"When the ‘spirit’ tawa tree declares it knows how to pop, at best it can hope to do so only like the real tawa tree if as well even as that.","Asamantawa se enim pae a, ɛte sɛ atawa pa.",0,10_ashantiproverbst00rattuoft_parallel
"When thirty fetish priests are looking after a sick man, some of them are lying.","Akomfo aduasã fĩre oyarefo a, wodi atoro.",0,10_ashantiproverbst00rattuoft_parallel
"When three people who hate you go aside to deliberate on the verdict to be given on you, who is going to find you innocent?","Wo atamfo abieṣã ko agyina, na hena na abebu wo bem?",0,10_ashantiproverbst00rattuoft_parallel
"When two duykers are quarrelling, and they see a lion coming, off they run together forgetting their quarrel.","Otũẽ ne otũẽ kõ na wohũ gyahene a, na woko afa na woguan.",0,10_ashantiproverbst00rattuoft_parallel
"When two men of equal wisdom play together, discord arises.","Anyansafo bānu goru a, ntōtō ba.",0,10_ashantiproverbst00rattuoft_parallel
"When two slaves look after your cow, hunger kills it.","Nnonkofo banu fure nantwi a, okom kum no.",0,10_ashantiproverbst00rattuoft_parallel
"When two wise men are dividing up a yam between them, one turns a piece over and puts it down for the other, but the other again turns it over and exposes the other side.","Anyansafo bānu kye mensā, obākō daṅ si ho, na obākō redaṅ butuw ho.",0,10_ashantiproverbst00rattuoft_parallel
"When war comes, it is rumours that cause the fall of the town.","Okõ ba a, na nsise bo kŭrow.",0,10_ashantiproverbst00rattuoft_parallel
"When war has come, rumours have come.","Okõ aba a, na nsise aba.",0,10_ashantiproverbst00rattuoft_parallel
When was the last time you had sex?,Wo ne ɔbaa daeɛ nna sɛn nie?,0,01_medical_glossary
"When water is drowning you, you nevertheless drink some of it.","Nsu fa wo a, wonom bi.",0,10_ashantiproverbst00rattuoft_parallel
"When water remains long in a calabash, it stinks.","Nsu kye toam' a, eboŋ.",0,10_ashantiproverbst00rattuoft_parallel
"When what you have is not good, you do not go and take what belongs to some one else.","Wo de anyɛ yiye a, woŋkofa obi de nye wo de.",0,10_ashantiproverbst00rattuoft_parallel
"When you accept the hospitality of a stranger, your dignity is small.","Ahohoduan ye wo de a, wo anuonyam ye ketewa.",0,10_ashantiproverbst00rattuoft_parallel
"When you are a child, do not laugh at a short man.","Woye abofra a, nserew akwatia.",0,10_ashantiproverbst00rattuoft_parallel
"When you are a poor man, you remain at home and do not mix in public affairs.","Ohĩa, wodi no fie, na wonni no gua so.",0,10_ashantiproverbst00rattuoft_parallel
"When you are down bathing at the water and a madman runs off with your cloth, look for another before you follow him, for if you follow him naked, some one will suppose you are both of you mad.","Wote nsu hɔ reguare na obɔdamfo fa wo tãm a, fwefwe bi ansã-na woatiw no; nà wumfura bi a, obi besusuw se mo bãnu ye abɔdamfo.",0,10_ashantiproverbst00rattuoft_parallel
"When you are fighting black ants and they will not go away, you do not peel palm nuts and put amongst them.","Wokõ ṅkrãṅ na eṅko a, wontwene abe ṅṅu mu.",0,10_ashantiproverbst00rattuoft_parallel
"When you are hungry, you do not use both your hands for eating with.","Ọkọm de wo a, womfá wo nsa abién nnidi.",0,10_ashantiproverbst00rattuoft_parallel
"When you are in want and pick out the maize from the pot, that even turns into a leaf. Roasted maize, which only the poor eat.","Ohĩa hĩa wo na wutĩ abeté a, edań' fán.",0,10_ashantiproverbst00rattuoft_parallel
"When you are in want, do not die. That is, do not give up hope.","Ehĩa wo a, ṅwu.",0,10_ashantiproverbst00rattuoft_parallel
"When you are in want, you chew a goat's skin. In times of scarcity the skins of goats and sheep are cut up and boiled.","Ohĩa hĩa wo a, woŵe aberekyi wére.",0,10_ashantiproverbst00rattuoft_parallel
"When you are not strong, then you say, ‘The head-rest is no good’.","Wo hɔ nye dɛn a, na wuse, ‘Kahiri nye’.",0,10_ashantiproverbst00rattuoft_parallel
"When you are really dying, you do not say, ‘Oh, I am dying! Oh, I am dying’!","Wurewu a, wunse se, ‘Mirewu ō! mirewu ō!’",0,10_ashantiproverbst00rattuoft_parallel
"When you are rich, you are hated; when you are poor, you are called a bad man.","Wunyã ade a, wotaŋ wo; wunnyã ade a, wofre wo bone.",0,10_ashantiproverbst00rattuoft_parallel
"When you are suffering from poverty and happen to fall into cold water, it scalds you.","Ohia hĩa wo na wotɔ nsu-oŋwinim' a, ɛhye wo.",0,10_ashantiproverbst00rattuoft_parallel
"When you count cattle, you count their tails.","Wokaŋ nantwi a, wokaŋ ne dùa.",0,10_ashantiproverbst00rattuoft_parallel
"When you covet something belonging to your friend, you work for it, but you do not steal it.","Wo ani bere wo yoŋkõ ade a, woye bi, na wunwĩia.",0,10_ashantiproverbst00rattuoft_parallel
"When you do not know how to dance, then you say, ‘The drum is not sounding sweetly’.","Wunnim asaw a, na wuse, ‘Akyene nye de’.",0,10_ashantiproverbst00rattuoft_parallel
"When you eat the white man's pay, you fight at the cannon's mouth.","Wudi Bŭroni ade a, woko aprem ano.",0,10_ashantiproverbst00rattuoft_parallel
"When you fear to remove a slave's excrement, you look on it many times.","Wusuro odoŋko bi a, wofwɛ no mpreŋsã.",0,10_ashantiproverbst00rattuoft_parallel
"When you fear to reprimand your slave girl, you eat stale food.","Wofere wo afana a, wudi nnuanfin.",0,10_ashantiproverbst00rattuoft_parallel
"When you fear to take part in public disputes, your share of fees for attending such 'palavers' is small.","Wusuro guamsem a, wo abaguade ye ketewa.",0,10_ashantiproverbst00rattuoft_parallel
"When you feel hungry, it is only you who feel hungry one does not feel hungry for another.","Ọkọm de wo a, ede wo nkõ.",0,10_ashantiproverbst00rattuoft_parallel
"When you fight and do not win, you do not lead away captives.","Wokõ na wunyi dom a, womfá nnommúm.",0,10_ashantiproverbst00rattuoft_parallel
"When you fight and press on to your front, then you will conquer.","Wokõ, ko wo anim a, na wuyi dom.",0,10_ashantiproverbst00rattuoft_parallel
When you follow an elephant you do not get entangled with creepers.,"Wudi sóno akyi a, wontõa.",0,10_ashantiproverbst00rattuoft_parallel
"When you follow behind your father, you learn to walk like him.","Wudi wo agya akyi a, wusũa ne nantew.",0,10_ashantiproverbst00rattuoft_parallel
"When you give birth to a bad child, you will grow weary of speaking.","Wowo ba bone a, wofa okasabɛre.",0,10_ashantiproverbst00rattuoft_parallel
"When you go into some village, the songs which the children sing, the old folk once sang and left behind to them that is, tradition is handed down.","Wọkọ kŭrow bi mu, na d̆wom a mmofra to no na mpanyimfo na ẹto gyaw wọŋ.",0,10_ashantiproverbst00rattuoft_parallel
When you go to a man's house and find him fighting with his,"Woko na obi nè ne yere rekõ a, mpɛ ntɛm mmua, na ɛwo nea wayɛ no.",0,10_ashantiproverbst00rattuoft_parallel
"When you go to some one else's house, and the owner is squatting there on the ground, you do not ask him for a stool.","Woko obi fi, na okotow ho a, wummisa no agua.",0,10_ashantiproverbst00rattuoft_parallel
"When you go to the rat's town and he eats palm-nut kernels, you eat some too.","Woko okisi kŭrom' na ọwẹ ṅṅwẹa a, woowe bi.",0,10_ashantiproverbst00rattuoft_parallel
"When you go to the village of the tortoise and it eats earth, you eat some oo.","Woko awuru kũrom’ na odi dɔte a, wudi bi.",0,10_ashantiproverbst00rattuoft_parallel
"When you go to your friend's house to play, and his mother drives him off, it is really you she means to send home.","Woko wo yoŋkõ ṅkyeŋ agoru na ne nã pam no a, na ode wo.",0,10_ashantiproverbst00rattuoft_parallel
"When you go, return",Korabra,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"When you hate some one, then you seduce his wife.","Wotañ bi a, na wofa ne yere.",0,10_ashantiproverbst00rattuoft_parallel
"When you hate your friend's child, your own child dies a sudden death.","Wotaṅ wo yoŋkõ ba a, wo ba wu awusiṅ.",0,10_ashantiproverbst00rattuoft_parallel
"When you have a just reason for seizing a man and killing him, you do not hurt him by doing so.","Wokyere onipa akunse na wokum no a, enye no yaw.",0,10_ashantiproverbst00rattuoft_parallel
"When you have a thousand wives, you have a thousand 'palavers'.","Wo yere apem a, wo asɛm apem.",0,10_ashantiproverbst00rattuoft_parallel
"When you have anything to say which could not be spoken on the street, do not tell it to your wife when you and she are together at home.","Asɛm a wontumi ǹkã no abɔntɛn so no, wo nè wo yere te fie a, ǹkã ǹkyerɛ no.",0,10_ashantiproverbst00rattuoft_parallel
"When you have caught the mother hen, you pick up the chickens without difficulty.","Wo kyere akokotaṅ a, wo tase ne mma kwa.",0,10_ashantiproverbst00rattuoft_parallel
"When you have five wives, you have five tongues.","Wo yere nom anum a, wo tɛkrɛma anum.",0,10_ashantiproverbst00rattuoft_parallel
"When you have no master, some one catches you and sells you for what you will fetch.","Wunni wura a, obi kyere wo, ton, di.",0,10_ashantiproverbst00rattuoft_parallel
"When you have no mother and you go to some one's house to play, and she the mother admonishes her children, you profit by some of that advice yourself.","Wunni nã na woko obi fi agoro a, na otu ne mma fo a, wode tu wohõ bi.",0,10_ashantiproverbst00rattuoft_parallel
"When you have not a cowry shell, then you say that wine is not sweet.","Wunni ntrama a, na wuse, nsã nyẹ dẹ.",0,10_ashantiproverbst00rattuoft_parallel
"When you have quite crossed the river, you say that the crocodile has a lump on its snout.","Wutwa asu wie a, na wuse odeŋkyem ano pow.",0,10_ashantiproverbst00rattuoft_parallel
"When you make pretence of being ill, a real illness lays hold on you.","Wopa opayare a, oyare pa gye wo mu.",0,10_ashantiproverbst00rattuoft_parallel
"When you place your tongue in pawn, you cannot redeem it. A word once spoken cannot be unsaid.","Wode tekrema si awowa a, wuntumi mpoŋ no.",0,10_ashantiproverbst00rattuoft_parallel
"When you possess something that is beautiful, it is some one else who tells you so and not you yourself who speak about it.","Wo ade yɛ fɛ a, obi na ɔkã kyerɛ wo, na ɛnyɛ woankasa na wokã.",0,10_ashantiproverbst00rattuoft_parallel
"When you see a duyker which has a thick leg, that is something you avoid make a taboo.","Otĭwẽ nyã nantu a, wokyi.",0,10_ashantiproverbst00rattuoft_parallel
"When you seek for a thing for one thousand years by the aid of falsehood, the truthful man, using truth, takes it from your grasp in a day.","Wode nkontompo pe ade mfe apem a, onokwafo de nokware gye wo nsam' dakoro.",0,10_ashantiproverbst00rattuoft_parallel
"When you speak falsehoods in stating a case, you become weary.","Wode nkontompo ka asem a, wobere.",0,10_ashantiproverbst00rattuoft_parallel
"When you stand on fall in? a trap and are killed, you do not die from an arrow wound.","Wohye afiri a, wuŋwu agyaŋ.",0,10_ashantiproverbst00rattuoft_parallel
"When you swear the oath of your father, you should also swear that of your mother.","Wokã wo agya a, wokã wo nã bi.",0,10_ashantiproverbst00rattuoft_parallel
"When you take leave of the Supreme Being, no one stands by","Wokra Onyankɔ̃pɔn a, obi nnyina ho",0,10_ashantiproverbst00rattuoft_parallel
"When you tap the pot, you see where the crack is.","Wobo ahina ho a, na wuhu nea okãm da.",0,10_ashantiproverbst00rattuoft_parallel
"When you tell a lie, you fear Coomassie.","Wutwa ṅkontompo a, wusuro Kumase.",0,10_ashantiproverbst00rattuoft_parallel
"When you use a leopard's skin for practising leather work on, it shows you have mastered your trade.","Wode sebɔ ǹhõma sũa adw̌inni a, na wode aẅie.",0,10_ashantiproverbst00rattuoft_parallel
"When your child dances badly, tell him, saying, ‘Your dancing is not good’, and do not say to him, ‘Little soul, just dance as you want to’.","Wo ba saw asa-bone a, se no se, ‘Wo asaw nye fe’, na nse no se, ‘Okra, tete gu mu’.",0,10_ashantiproverbst00rattuoft_parallel
"When your child's excrement falls on your lap, you wipe it off with dry plantain fibres, but you do not take a knife and cut the place off.","Wo ba ne to gu wo sere so a, wode baha na eyi, na womfa osekan ntwa.",0,10_ashantiproverbst00rattuoft_parallel
"When your cloth is dirty you wash it, but you do not burn it.","Wo ntama biri a, wohoro, na wonhyew.",0,10_ashantiproverbst00rattuoft_parallel
"When your dog says he will catch an elephant for you, he is deceiving you.","Wo krãmãñ se obẹkyere sóno amã wo a, ọdãdã wo.",0,10_ashantiproverbst00rattuoft_parallel
"When your father's slave cuts down a tree, you say, ‘It is soft wood easy to cut’.","Wo agya akoa twa dua a, wuse, ‘Eye merew’.",0,10_ashantiproverbst00rattuoft_parallel
"When your friend helps himself to the larger share when eating with you and you next time you are eating with him do not do likewise, then it is as if you fear him.","Wo yoŋkõ di wo amĩm na wunni no bi a, na ete se wusuro no.",0,10_ashantiproverbst00rattuoft_parallel
"When your gold dust is becoming finished, then you become prudent.","Wo sika resã a, na wo ani tew.",0,10_ashantiproverbst00rattuoft_parallel
"When your guns are few, your words are few.","Wo atuo sŭa a, na wo asɛm sŭa.",0,10_ashantiproverbst00rattuoft_parallel
"When your master hates you, then he calls you a free-born slave.","Wo wura tan wo a, na ofre wo akoa dehye.",0,10_ashantiproverbst00rattuoft_parallel
"When your mother dies, you have no kindred left.","Wo nã awu a, wo abusũa asã.",0,10_ashantiproverbst00rattuoft_parallel
"When your mother has died and you are about to celebrate the funeral custom, finish eating first, lest you go and faint and shame yourself before the elders.","Wo nã wu na wobeye ayi a, didi wie ansã, na ṅkoto piti na wo ani ṅkowu mpanyimfo anim.",0,10_ashantiproverbst00rattuoft_parallel
"When your mother is poor, you do not leave her and go and make some one else your mother.","Wo nã di hĩa a, wunnyae no ṅkofa obi nye nã.",0,10_ashantiproverbst00rattuoft_parallel
"When your mother lives in Africa and your father in Europe, and when there is a thing you want, you do not have to wait for it.","Wo nã te Abibirim' na wo agya te Abŭrokyiri, na wope ade a, woṅkye nyã.",0,10_ashantiproverbst00rattuoft_parallel
"When your own child cheats your fellow wife's child, that is not right, and when your fellow wife's child cheats your own child, that is not right either.","Wo ba sisi wo kora ba a, enyé, nanso wo kora ba sisi wo ba a, enye.",0,10_ashantiproverbst00rattuoft_parallel
"When your own mother does not go to market, then your step-mother is sent.","Wo nã aṅkõ gua a, na womãnã wo nã né kòra.",0,10_ashantiproverbst00rattuoft_parallel
"When your wife is a woman of no morals, then she might as well be some one else's harlot.","Wo yere a onye no, na ete se obi aguaman.",0,10_ashantiproverbst00rattuoft_parallel
"Where an elephant died, all the leaves in his backyard were spoiled. Trampled down by people coming to cut up the meat.","Nea esóno wui n'afikyiri no, eho ahaban ṅhĩnã sãe.",0,10_ashantiproverbst00rattuoft_parallel
Where are you from?,Wofiri hɛ?,0,14_Twi-Language-Guide_parallel
Where is Kejetia?,Èhé nà Kégyétíá wó?,0,15_twi-sample_parallel
"Where the gold dust is, that is where the women like to be.",Mmea pẹ nea sika wo.,0,10_ashantiproverbst00rattuoft_parallel
Where the sheep stands its kid stands.,Nea oguaṅ gyinae na ne ba gyinae.,0,10_ashantiproverbst00rattuoft_parallel
