page,twi,eng
47,bo,to roar
47,bo,to cry
47,abo,"to grow big, large, ripe, esp. of edible roots"
47,abo,"to grow big, heavy, old, esp. of persons"
47,abo,to grow or turn into
47,bo,to grow or swell into
47,bo,to turn into
47,bo,"to agree, be in unison or concord"
47,bo mu,"to strike together in the same place, to join, unite; to discharge itself into; to agree, be"
48,bo,"joined, united, reconciled, make friends"
48,kā.. bom,"to reconcile, make one"
48,kā or de (fa).. bom,"to join, unite, connect, compact, compose, consolidate"
48,de.. bo.. mu,"to admix, to join with"
48,bo,"so, to join, fall back upon (of military movements of parts of an army)"
48,bo so,"to fit upon, to be equal"
48,bo hō,to adjoin; to be double
48,de.. bo hō,to double
48,bo anan,"to join the feet, i.e. to walk together"
48,bo nsa,"to join the hands, i.e. to eat together"
48,bo ani,to fall in with the enemy (face to face); to engage in battle
48,bo anim,to have the faces set opposite each other
48,"bo hye, hyebahye, fuhye","to border upon, confine with each other"
48,bo afipām,to be neighbours
48,bo.. hō,"to stick or adhere to, be fastened on"
48,de.. bo.. hō,"to fasten, tie to"
48,de.. bo,to tie on
48,bo,"to gird, girdle, bind with a belt, sash &c."
48,bo,to have tied on or round
48,bo.. so,to tie on a roof
48,de.. bo.. mu,to dip in; to immerse
48,bo,"to perform a purifying, initiating & consecrating ceremony; to baptize"
48,bo.. mu,to fasten to (by beating)
48,de.. bo,to make lean against
48,bo,to put to
48,bo,to set before
48,bo,"to change abode, remove to"
48,bo,"to join, attach one's self to a person, family, society"
48,bo afe,to join one's self to one's equals
48,bo abusua,to join one's self to one's equals
48,"bo fekuw, asafo","to join a society, company"
48,bo kyeame so,"to apply, take refuge to: to call upon, address one's self to, the speaker or reporter (of a king)"
49,bo bosom,to surrender or devote one's self with all one's property to a fetish
49,bo dofoa,to resort to a shelter or hiding-place
49,bo nkokora,to resort to a shelter or hiding-place
49,bo ko,"to desert, fall off, run away"
49,wabo n'aniwa,he has knocked out his eye
49,n'aniwa abo,"his eye has been knocked out, destroyed, his eye-sight is lost"
49,bo ahina,to break a pot
49,bo ŋwaw,to break a snail
49,ahina no abo,the pot is broken (in pieces or only cracked)
49,bo adwe mu,to crack palm-nut-kernels
49,bo man,"to ruin a town, people, nation"
49,oman bo,"the town (people, nation) is going to ruin"
49,bo bere,to commit a heinous act
49,bo tuo,to destroy one's self by a gun
49,wabo (neho) tuo,he has shot himself
49,bo tom,"to fall in, sink, become hollow"
49,n'ano abo atom',"his mouth (and cheeks) have sunk, he is hollow-cheeked from old age and loss of teeth"
49,dote-dwini a odii no abo no,"to fail, happen amiss, be marred"
49,n'ahenni abo no,"his kingdom is lost to him, he has lost his k."
49,n'aduan abo no,he lacks food
49,ntease abo no,he is void of understanding
49,Onyk. anuonyam abo yeŋ,"we come short of, miss the glory of God"
49,n'akatua remmo no,he will not lose his reward
49,ne gua abo no,he failed in trade
49,nam a mekoto metoŋe no abo me,I suffered a considerable loss with the fish I bought for sale
49,emu sika fa abo me,I lost half the money invested in the business
49,"okye a moakye sika no yi, abo me",by your dividing this money I have come off a loser
49,wabo nufu,he has been weaned (from the breast)
49,obo no,"he beats him (with something, stick, hand, knuckles, fist)"
49,"mabo no po, bum",I have struck him severely
49,obo no berepow,he applies to him for help and protection in a law-suit
49,bo.. abo,"to stone, to beat, pelt or kill with stones"
49,bo.. siw.. abo,"to stone, to beat, pelt or kill with stones"
49,bo.. so,to beat upon in order to compress
49,bo no sotore,give him a box on the ear
49,obo no fe,he inflicts on him a wound in the head
49,woboroo woŋ boboo woŋ afe,they struck and wounded them
49,otuo abo no,"a gun has hit him, he has been shot"
49,asem no abo no,"the case has been decided against him, he has been found or declared guilty"
49,ntonto bo no,the lot falls upon him
49,n'ani boo me so,"his eye fell or hit on me, he glanced at me"
49,n'ani boo no so pe na ohüü no,at the first look he knew him
50,bɔ,to sting
50,bɔ..mu,"to prick, puncture"
50,bɔ ahama,to cut the climbers previous to the cutting of the bush and preparing of the land for a plantation
50,bɔ dade,"to hammer, to forge"
50,wabɔ no dua,"to drive into the ground (lit. he has driven in a piece of wood in order to produce a magic effect against him, i.e. he has cursed him)"
50,bɔ ano,"to counteract a movement, to stop: to prevent from advancing or spreading, to stop the onward progress; to ward off, resist"
50,bɔ gyina,"to cause a stand, to stop"
50,bɔ..to ho,"to defer, delay, put off, adjourn, postpone (a case)"
50,bɔ sonsonku,"to stand still, stop, stay, pause, linger"
50,bɔ..to ho,"to push away, aside"
50,bɔ obi asem hye,"to distort, misrepresent, garble another's word or matter"
50,bɔ kowa,to drive (by striking): to spin a top
50,bɔ..gu,"to spout, spirt"
50,bɔ dom gu,to drive or chase away: to defeat the enemy
50,"bɔ..fwete, pete, pansam, ampansam","to burst out or dash into and scatter, disperse (intr. & tr.); to rout, discomfit"
50,bɔ woho agua,to set to (flight): betake thyself to flight!
50,mframa bɔ dua no,"to shake, bend, bow: the wind bends that tree"
50,obɔ ne ti ase,he bows his head
50,obɔ ne mu ase,"he bends his back or downward, bows (himself down), stoops"
50,obɔ no ba,to move the hand: he beckons him to come
50,obɔ ne kon,to set in motion or employ the organs of speech: he speaks through his throat
50,obɔ ne fwene kasa,"he speaks through his nose, snuffles"
50,bɔ daw,"to set the jaw in motion by speaking, to converse, discourse"
50,bɔ semode,"to set the jaw in motion by speaking, to converse, discourse"
50,bɔ nkommo,"to set the jaw in motion by speaking, to converse, discourse"
50,bɔ waw,to cough
50,bɔ fwirema,to whistle
50,"obɔ no nkyekyewa, ntwom","to smack with the tongue: he sneers, scoffs at him"
50,bɔ seretoa,to laugh: to smile
50,bɔ nserehyehye,"to laugh: to break out into a laugh, to laugh out loudly"
50,"bɔ mu, bom'",to cry aloud
50,bɔ ose,"to shout: to give a shout, set up a war-cry"
50,bɔ..tutuw=huro,"to shout at, to deride or revile with shouts"
50,bɔ..homo,to welcome with shouts
50,bɔ bena (bona),"to wail: to lament, set up a lamentation"
50,bɔ abubuw,"to wail: to lament, set up a lamentation"
50,bɔ nne,"to make a noise: to clamour, vociferate, be quarrelsome"
50,bɔ nkommo,"to discourse, converse: to hold or carry on a conversation"
50,bɔ semode,"to discourse, converse: to hold or carry on a conversation"
50,"bɔ kasee, amannee","to report, relate: to deliver a message"
50,bɔ (no ho) nseku,"to talk of, speak ill of, slander, detract, asperse"
51,bọ diṅ,"to name, mention, speak of or about"
51,bọ mmraṅ,to give an epithet
51,bọ nsābraṅ,to pronounce the honourable titles of
51,bọ so,to speak out
51,bọ no mú,"to state in a comprehensive manner, give the main points, essentials"
51,bọ mpae,"to invoke, pray, address in prayer; to curse"
51,bọ ṅkuro,"to speak out a complaint, accuse"
51,bọ sọbo,"to blame, reproach"
51,bọ koko,to warn
51,bọ adafa,"to flatter, allure, entice"
51,bọ ase,"to strike the first blow, break the ground, lay the foundation, begin"
51,bọ so,to begin; to continue
51,bọ,"to create, give rise to, originate; to institute, ordain from the beginning"
51,bọ ade,to create the things i.e. the world
51,bọ safohene,to make or set up as a captain
51,bọ ȧsafo,"to form into a company, association, congregation"
51,bọ gua,"to sit together in council, to institute or hold a council"
51,bọ atwē,to institute a battue
51,bọ asọw,to forge a hoe
51,bọ ṅkrante,to forge a sword
51,bọ dokono,to form the dough for boiling or baking bread
51,bọ abodo,to form the dough for boiling or baking bread
51,bọ kahiri,to make a pad
51,bọ haṅkare,"to make, form or describe a hoop, ring, circle, circuit"
51,bọ dantabaṅ,"to make, form or describe a hoop, ring, circle, circuit"
51,bọ kontoṅkroṅ,"to make, form or describe a hoop, ring, circle, circuit"
51,bọ mfamfiá,"to make, form or describe a hoop, ring, circle, circuit"
51,bọ apa,to erect a scaffold
51,bọ nsra,"to pitch a camp, to encamp, also to gust; drilling"
51,bọ kwaṅ,to make a (new) way
51,bọ kwaṅ fitā,"to level, clear the way"
51,bọ da,"to dig a pit, a cavity for planting yam"
51,bọ amōa,"to dig a pit, a cavity for planting yam"
51,bọ ṅko,"to dig a pit, a cavity for planting yam"
51,bọ ṅkomōa,"to dig a pit, a cavity for planting yam"
51,bọ ṅkonoṅ,to sink a shaft
51,bọ kuw,"to make a heap, lay or put accumulate"
51,bọ dwetiri,"to gather, lay up a capital"
51,bọ kawa,to contract a debt
51,bọ so,to form into a lump; to gather into a ball
51,bọ tow,to form into a lump; to gather into a ball
51,bọ pow,to tie a knot
52,bo,"to make a plan, to plan, project, design, contrive, devise; to make a resolution, resolve, make up one's mind."
52,bo,"to invent, fabricate; (a falsehood, lie): wabo amà me, wabo ato me so, he has imposed on me, falsely charged me with; cf. obomãfo."
52,bo,"to procure by scooping, filling in: bo fa, dote, hyirew, ntwoma, to dig out clay, white clay, red ochre, cf. tu; bo akoto, to dig for crabs, tat. 505. 857. bo nsu, to scoop or draw water, cf. saw; bo ṅkyene, to scoop salt, which is filled into sacks (= koto ṅkyene; ebia wobo a p. 96) nti na wofre no sa)."
52,bo,"to procure by cutting and the hef: bo apam, to cut sticks for supporting the yam-plant; to peel or loosen bark from trees for medicine."
52,bo,"to procure for one's self: bo (nnosoa-soafo, adwumayefo) pa, to hire or take (carriers, labourers); bo.. were, to secure one's (own) confidence i. e. welfare or success; bo (obi ho) bosea, to borrow money (from another)."
52,bo,"to procure for another: bo (obi) bosea, to lend money (to another); bo.. akonhama, to maintain or support (with food)."
52,bo,"to apply: bo.. bentoa, to apply a clyster; bo.. hyirew, to make strokes with white clay on a person's body; bo nto-nto, to draw lots; bo aka, to try by ordeal."
52,bo,"to cause, call forth: bo mmusu, to cause, conjure, or do, mischief, pr. 555."
52,bo,"to cause to, bring upon, strike or affect with: bo no mmusu = ka 'musu a-no so, ka ohene ntam gu no so; bo.. huammo, to disappoint; bo.. dwonno, to confound; F. to astonish, surprise; bo.. yare, to cause a sickness to; bo.. ahohora, adapa, anyampa, to expose to disgrace, dishonour, infamy."
52,bo,"to exert: bo mmoden, to make strenuous efforts; bo mmoforo, to make new efforts."
52,bo,"to perform, commit, practise: bo.. bra, to lead one's life, form one's conduct, content one's self; bo kron (krono), to commit a theft or robbery, to rob; bo ṅkyekwakyema, to behave proudly."
52,bo,"to exercise or practise.. against, to treat with: obo no so dwae, he treats him with insolence, haughty contempt; obo no kan (kane) or ayamonwene, he is illiberal or stingy towards him; obo no atirimoden, he treats him cruelly, is harsh or cruel towards him."
52,bo,"with an inf. of a tr. v., to be easy to do; f. i. odan (:bo) si = wo asiye, a house is easily built; odan mmo si = ye ku-na, a house is not easily built; odan bo yo ana, na woresee me yo yi? is a house so easily made that you are spoiling my house? ntoma kyerew mmo kyerew, writing (books) is not an easy thing; my t-ammo (mmo) sua, to learn to read and write is not very easy. wo bbo or bo seems to be the v. ba, to come, of which the 'a' is a before the o or o of the following inf."
52,bo,"bo ade, to create the world (85)."
52,bo,"bo ase, to strike or fall to the ground, cf. amandzehun no onkobo adze da, events will last for ever and ever; gya a ombo adze, the ever-lasting fire, Mt. 25,41."
52,bo,"bo.. mu adze, to bow down."
52,bo,"bo.. hũ = ho dwiriw, to be (sore) amazed, Mk. 1,27. 6,51. 14,33."
53,anohoba,to promise
53,bo onosɛ,"to agree, live in concord"
53,bo aprow,"to compass, go or be round about"
53,bo werdam,to give a ransom
53,bo,"to push, cast down"
53,bo,"to beat, flog; to surpass"
53,bo,"to grow weak, become intoxicated &c.; to make weak &c."
53,bo,to be astonished
53,bo,bow
53,ebow,bow
53,e-bo,promise
53,Ebo,"name of a month, abt. September"
53,abɔ,boils
53,abɔ,he serves (him) as a boy at table &c.
53,o-bɔ,pounded tobacco
53,e-bo,"chest, breast, bosom"
54,e-bo,potter's clay
54,tu bo,to dig up clay for making pots
54,e-bo,"a piece or figure of brass or other metal, a stone or seed used for a weight; price, value"
54,o-bo,"stone; rock; flint-stone; bullet, slug cut from a bar of iron; the marks (cowries, eggs, leaves or other things) in the pot of a fetish"
54,"bo, pa, or siw abo","to stone, to beat, pelt, or kill with stones"
54,bo,to lay a bet or wager
54,abo,"door, gate"
54,abō,a salutation to a stranger arriving; welcome!
54,mbo!,"mmo, mó, amó"
54,boa,"to lie, be prostrate, be stretched out"
55,boa,"to lie, tell a lie, be mistaken, be wrong; to err"
55,boa,"to do purposely, to feign"
55,boa,"to help, assist"
55,o-boa,"help, assistance"
55,mboa,"help, grace"
55,boa,"stand, standing (place to stand in) for hunters waiting for game"
55,e-bóa,"net, fishing-net"
55,boa,atrā; asàu bi a wode hama aye
55,boā,"bundle, parcel, package, packet; bribe"
55,àbóa,"animal, beast, creature"
55,àbóā,"small animal, insect, worm"
55,aboabán,"kind, sort or species of animal"
55,oboabó,a large loaf of boiled bread
55,abo-abó,stony
55,boaboa,"red. v., s. boa"
55,o-boboafo,one who brings together
55,boàdábi,"a large kind of locust, of a dusky colour"
55,aboadé,a thing or things promised by a vow or solemn promise as payment for help obtained; thank-offering
55,obóadée,creator
56,boādifo,one who receives a bribe [di mmoā].
56,bòaduam,"tooth-ache, = adesé, okekaw."
56,o-boáfó,"pl. a-, helper, assistant, supporter. Bóàfo, pr. n."
56,boafo,"a hunter at his stand, waiting for game; s. boa."
56,aboā-fúfu,"a name of the leopard (s.osebo), used in the hearing of a king (also of an osumanni) when he is at meals."
56,boaguru,"a breaking out, cutaneous eruption, pustules on the hands or feet."
56,abo-āno,F. = abobow-ano.
56,mboaānofo,F. congregation.
56,boapa,"v. to do purposely, intentionally, with predetermination; to feign, pretend; oboapa yee, he did it on purpose; pr. 558. cf. boa 2."
56,o-boapawfo,= oboayifo. [pr. 1643.
56,bòapea,a kind of ape or monkey; cercopithecus? F. adópē.
56,o-boase,"broom (""bound together below""); syn. ohũae, oprae."
56,boaseto,"inf. = abotoase, patience, forbearance, endurance."
56,boasipe,?
56,o-boasomafo,"pl. a-, (civil) commissary, ""purposely sent"" (for some special purpose)."
56,abóatía,"(F.adópē?) a kind of ape, which never climbstrees; the gorilla? though feeding on fruits, it is said to be so fierce as to kill twenty men at once; ote se onipa na oye tiã; na sasabonsam de, oye tentententen."
56,aboatsena,"pl. m-, serpent, F. Mt. 7,10."
56,abóatwàwu,"obi ṅkā no ab., obi ṅhaw no, nobody stands in his way, throws any impediment in his way; odi woṅ so a obi ṅkā no ab., he rules over them without restraint."
56,oboa-yé,"inf. a premeditated act; munnsusuw se oko a mekoo ho no ye me awerefiri, na éyè me oboaye, do not think that I went there from forgetfulness, I went there designedly (meboaa-pa na m'ani daa ho na mekoo ho); adaka yi ye oboaye, this box is carefully made."
56,aboawa,"F. -ba, s. aboā; mmoawa-mmoawa, all sorts of insects and animalculae, Mf. Gr. p. 85."
56,o-boayifo,"[nea woaboa ayi no] trustee, chosen for some special purpose; pl. committee, board of commissioners."
56,o-boayifoni,board officer.
56,boba,"red. v., s. ba."
56,o-bóba,"grinding-stone, a stone of oval form by means of which the negro-women grind the corn on a larger stone called wiyammó; boba, beba, F. =obo. [syn. wiyammóba."
56,àbóba,"pl. id., bullet, slug, square piece of lead or iron used as shot; cf. obo, korábó, adarebó."
56,boba',"[= babā], bobaw, pl. m-, mmobādua, dry sticks, twigs or branches reaching to the thickness of an arm, brush-wood; wanyā ade anyā ne mmobā, he has got every thing unto the very least, = wanyā ade mā abuṅkam so."
57,bobare,"red. v., s. bare."
57,boba-bobare,"red. v., s. bare."
57,bobāyémfi,bundle of dry sticks.
57,bobāyénteŋ,"pole, perch, stick (mmobā a ɛyaŋ hɔ tenteŋ)."
57,o-bobé,"pl. a-, a species of wild vine growing in the woods."
57,bobesá,"win, wine."
57,o-bóbíri,"pl. a-, a species of antelope, of dark colour, called also ɛwi; cf. odabo."
57,o-bobiri,"pl. a-, a black stone."
57,bobo,"red. v. [s. bo, bobow], to beat or knock repeatedly; bobo (nnua), to strike with the beak, to peck; to cleave wood, pr. 775. - to break, shatter (ŋkuku, pots); to crack, pr.161. - to destroy; mframa bobo hyeŋ, the wind breaks ships, Ps. 48,7. - to cut (adɔtɔ mu hama) pr. 546. 652. mekobobɔ afuw, I go to chop the stems and branches of the bush which is cut to make way for a plantation, that all the wood may be burned completely. Mabobɔ me nsa ano na makotɔ m'asase, I did not let my hands be idle, (lit. I employed, i.e. worked with, my fingers) and have bought some land."
57,bobo,"noisy crying, pr. 1158."
57,abobo,abobow; As. = asɛrɛŋe.
57,bōbō,"quiet, silent, still, peaceable; phlegmatic, dull, sluggish; G. bobokū; oye b. = oye komm, oŋkā nehɔ korā; etɔd. wode wo woŋ sa, etɔd. nso a oyare mā woye sa."
57,abobo-āno,s. abobow.
57,abobóbé,"[abe a ne ŋŋwɛa nye deŋ na wobom' a eye yiye], a palm-nut the shell of which may be easily cracked with the teeth."
57,abobó-bó,"di ab., to bargain, barter, higgle, haggle; me nè wo di ab. = meye ade memā wo a, na womā me biribi midi."
57,abobɔ-boā,"pl. m-, the class of stinging insects (bee, wasp...)."
57,abóbadwɛ,a thorny climber; hama a ehɔ nsoe-nsoe; wode n'aba tow ware.
57,aboboe,(pl. m-?) a kind of beans; syn. átwɛ.
57,boboi,interj. of surprise; cf. boe.
57,bobofo,"onipa b., a humble man; an indolent, inert man; one who is to be pitied; sunsum bobofo (Fante song 13), spirit of humility or mercy; cf. mmobo."
57,ebo-bòné,"propensity to anger, choler, violent passion."
57,aboboním',"= ofi no anim, the place before the entrance to a dwelling."
57,abobònua,"[nea obobo nnua], a bird of the size of a lark, feeding on insects; wood-pecker."
57,bobow,"red. v., to wind up, roll up (asawa, yarn, kete, ntama, ŋhōma...); owo bobo nehɔ, the snake is coiling itself up."
57,abóbów,"the wicket or door in the fence of a negro-house, usually made of palm-branches, syn. berapae; entrance or gate of a dwelling or complex of houses; complex of houses belonging to one"
58,abobow-ano,the space immediately before the door or gate; threshold.
58,abóbów,a kind of reed or rush used for mats
58,abo-dabáŋ,1. bar of lead or iron [adabaŋ] from which slugs [abo] may be cut. - 2. Turkey-red satin stripe.
58,abodàm,"1. courage, spirit; selfpossession, composure; hearty, determined purpose, firm resolution; ye no ab. (= ye no berēw, mmā wo kōma nntu hō), do it confidently; cf. ne bo da ne yam'. - 2. name of a dance."
58,o-bodámfó,"madman, madwoman, insane person"
58,o-bodáŋ,"cave [obo odaŋ, a house in a stone or rock]."
58,abodán-sém,words or doings of madness or of a madman.
58,abọde,creature.
58,abọdeammó,"bottle of thick Europ. glass [ade a ẹbọ dade [= efwe ase] a, ẹmmo, a thing which, when it strikes or falls to the ground, does not break]; syn. tumpáŋ."
58,obọdede,"a full grown shark; cf. ẹsọ, fūrefūre."
58,abodíŋ,"praise. Wo na abodíŋ ŋhīnā ye wo dea, all praise belongs (is due) to thee."
58,bọdọ,"soft, tender, fine, used of things mixed with water, as mmore, dough; cf. fẹkọfeko, mūhūmūhū."
58,abọdọ,"bread, baked bread of Indian corn; cf. dọkono, pānọ."
58,tọ ab.,to bake bread.
58,abodōtōfo,baker.
58,o-bọdóm,"dog; syn. ọkrámaŋ, ọtwẹá."
58,bọdóm,"a precious coral or bead; cf. botá, abene."
58,bọdọmmó,"a weight of gold = 20 ntaku, 2 1/2 dollars or [ackies, 11 s. 3 d."
58,bọdọmmọfā,the half of the preceding.
58,bodua,s. ahúgyá.
58,abodwẹ,"F. Mk. 15,15. 1 Tim. 6,10. s. next."
58,abodwọ,"inward rest, contentedness, content, contentment, satisfaction; peace of mind, equanimity, evenness of temper, imperturbation, tranquillity, sedateness; pr. 3592. pleasure, delight; n'abodwọce ba, a son according to his liking; enyé no abodwọ, it displeases, vexes him; ẹho nye woŋ ab., they do not feel comfortable there; cf. ne bo adwọ; abotoyam, ahōto."
58,abodwọ-kyere,"longsuffering [bo, dwọ, & kye, to last]."
58,bòè,interj. yes! syn. yiw.
58,boē,"interj. of astonishment, on hearing or receiving bad news, or indicating pain."
59,aboe,"confluence, meeting or junction of two or more streams"
59,mboe,creation
59,bɔe,to begin
59,bɔebɔe,to part in heaps
59,aboedeù,"aboeduru, aboemerew, s. abood., abood., aboom."
59,abo-enyim,"before the door, without"
59,bɔeweréw,nail of a finger or toe
59,abɔfī,weights heavier than they ought to be; a weight or price in odd numbers
59,o-bɔfó,"messenger, ambassador; angel"
59,o-bɔfó,creator
59,o-bɔfó,hunter
59,o-bɔfó,"spoiler, destroyer; mischievous, injurious person, miscreant"
59,abɔfó,carcase of a beast
59,abo-fono,"nausea, loathing, sickness of the stomach, propensity to vomit"
59,obofo-tsén,a regular hunter
59,abofrá,"child, boy, girl; young; servant, attendant; person subordinate or inferior in rank"
59,o-bòfù,the bark of a tree that can be used as a cloth or sack
59,bofuá,a kind of tree; yellow velvet; yellow colour
59,bufũa,a kind of tree; yellow velvet; yellow colour
59,o-bo-fufu,white marble
59,abo-fúnu,false (too light) weights
59,bofũnnúa,"a tree of which bofũ is taken; a pointed piece of wood, taken from that tree, tied round with a string, used as a charm to remove mischief or to curse; the uvula in the throat"
59,abofuw,s. abufuw
59,bogya,"blood; a person related by blood, kinsman, kinswoman"
59,abogyaboa,pr. 2418
60,abogyabum,"strokes after which blood gushes, plenty of blood, much blood; s. bum, pr. 97."
60,abogyaduā,an edible berry resembling cherries; the tree or shrub producing it.
60,abogyafra,"inf. me-nèno di ab., we both are of the same blood."
60,abogye,the lower jaw or jaw-bone.
60,a-bogyesé,beard. pr. 417.
60,bogyese-pútu,whiskers.
60,abogyetíri,"the upper end (condyloid process) of the lower jaw-bone, next to the ear."
60,abogyewá,"pl. m-, one of the two rafters of a roof forming the gable."
60,abogyewayaṅ,aboa abogye a woayí atoa ne yaṅ so. D. As.
60,boha,"pl. m-, sheath, scabbard, case for a knife or sword; pr. [2847. 2893."
60,o-bo-hémmā,"[lit. queen of stones] very hard white stone, quartz."
60,o-bo-hene,"pl. a-, precious stone."
60,abo-horáṅ,"inf. provocation to anger, syn. abufuwyi. Prov. 15,1."
60,abo-húru,"inf. fury, rage, wrath; cf. abufuw."
60,bokā,"F. east, eastward, leeward; = anafo."
60,aboka,pr. 1376.
60,abokā,carcase of a beast; spoiled meat; syn. abofō; cf. bomu.
60,o-bohyẹ,"inf. [hye bo] promise, vow, = ṅhyẹcase."
60,abohyeafo,pr. 598.
60,abohyẹdé,s. aboade.
60,o-bo-hyeṅ,a white stone.
60,bòkò,"soft (ntama, tenterehū, ne nsam ye b.); tender, feeble, effeminate; syn. bẹte, merew; softly, gently, slowly, comfortably, quietly: ye adwuma no b.=berẹw; gyina hob.=komm."
60,bòkòbòkò,"soft (ntama, tenterehū, ne nsam ye b.); tender, feeble, effeminate; syn. bẹte, merew; softly, gently, slowly, comfortably, quietly: ye adwuma no b.=berẹw; gyina hob.=komm."
60,abóko,"pl. m-, a species of wild fowl; cf. akókọkwantenni."
60,bókwáw,= sukramaṅ?
60,bom',"= bo mu, s. bo, v. 16. 23. (36. 46. 58.)"
60,bom,"v. to be quiet from fear, struck with fear, overawed, intimidated, terrified; osebo sū a, mmoadoma ṅhinā bom; ṅkura ate agyinamoa ṅkā nti, woabom; woṅ ṅhinā bommom (red.) = ehū akā woṅ mā woayẹ komm. - F. to be depressed, dejected. Mt. 26, 37."
60,e-bom',"pl. a-, a small pot in which the palm-wine distilling from the tree is caught; ahinawa bi a ano ketewā-bi a wọde sua abẹ; pr. 599.946. cf. asāhina; pōrow, v."
60,abom',"[= abó mù], stony ground."
60,o-bommā,"pl. a-, a long, but comparatively thin kind of drum; cf. akyene, atumpaṅ."
60,abommá,"pl. m-, [nsu a ẹbẹbom'] tributary, tributary stream, affluent, branch. pr. 3084."
60,o-bomāfo,[bo 97] calumniator; one who falsely imputes ill deeds to another.
61,abomana,pr. 1382.
61,abomfiā,"despicable person; syn. ketewā, nea omfra, onni anuonyam; oye ab. = omfra fwefwefwe; obu no ab., = obuno kakrābi, ketewābi, obu no se omfra, he despises him."
61,bommó,a valuable cloth to cover a bed; mpanyintám bi a wode kata mpa so.
61,o-bommófó,"hunter, sportsman; syn. obòfó; pr. 600-608."
61,bommofo-adua,"a certain fruit, very red."
61,abommoyere,"goru ab., s. adam, 2."
61,bọmmọ̀n,"red. v., s. bọ̀n'."
61,bọmmọ̀n,"red. v., s. bọ̀n."
61,bọmoné,"stink-fish, a kind of dried fish brought from the coast for sale. [G. bomono, fr. Tw.momono, raw, or boṅ, to stink.]"
61,bọmmonserewá,"a kind of bọ̀rọfo-kente, q. v."
61,abọmmorowusá,a shrub with edible fruits.
61,bọmọté,a kind of beast resembling a beaver.
61,abọ́mpuruwa,1. a small round wooden box to keep gold-dust in.—2. a tree with its fruit resembling the pomegranate
61,bọmtī,a kind of gun.
61,bọmū,"a killed beast of chase, game; s. abọkā."
61,Abọ̀mmúbuwàfrẹ,F. nea wobo abubuw a wofre no.
61,bọṅ,v. to call or cry after or to (from a distance); bọṅ no! cry after him!
61,bọ̀ṅ,"v. to crow; akokọ b., the cock crows, pr. 353. 1673."
61,bọ̀ṅ,"v. to imbue or penetrate, as leaven does the dough, pr. 2045; to smell, emit an odour or particular (good or bad) scent; to stink: pr. 1518. 2496. srade, anowatere bọṅ no hō, he smells of ointment, lavender-water; ne hō bọṅ, he stinks; pr. 215. 1388. 2427. wuram hō bọṅ, the bush there emits an offensive smell; okọ no abọṅ woṅ fwenem', they are weary of, disgusted with fighting."
61,bọṅ,"v. F. = bọ̄, to begin."
61,o-bọṅ,"hole, hollow, cave, den of animals; cf. etū, tokuru, amọa; pr. 215. 2359."
61,o-bọṅ,"vale, valley; bed of a river; obọṅhúnu, valley without water; cf. osubọṅ, okā."
61,bọ̄ṅ,"rind, bark (of a tree, dua hō ab.); scales (of a fish); cf. hono. -- Phr. ọmmọọ hō bọ̄ṅ ẹ, he has not even made a beginning of it."
61,abon',F. badness; s. bone.
61,abọ̄nā,Ak. = abọṅ; cf. dwẹtebọ̄nā.
61,bọ̄nā,"stock of a musket, gunstock. s. tubọ̄nā, tuo."
61,bọ̄nā,"Ak. bọ bẹ̄nā = twa a(gya)dwọ, keṅkaṅ sū-dwọm, to recite the praise of a deceased person, to wail, lament."
61,bọ̄nnā,"otọ (mmea) mmọ̄nnā, he attacks women by night in order to ravishthem. — o-bọ̄nnátọ́fọ́ [nea ọtoa mmea anadwọ pe se ọfa woṅ] a lascivious, lewd man, ravisher."
62,bónám,"venison, game."
62,bòné,"bad, evil, wicked; aboa-bone, a wild, dangerous animal; asem-mone, a bad i.e. hard, unkind word; evil, wicked deed; bad i.e. difficult, dangerous palaver; pr. 2864-6. 2548."
62,e-bòné,"evil; sin, wickedness. [G. efoŋ, eša.] Maye bone, I have done evil, I have sinned; odwɛn ne kōmam bone, he meditates evil in his heart; fa me bone firi me or kyɛ me, forgive me my sin(s). - bone-awosaŋ, original sin, Kurtz § 198. - bone-fafiri, F. ebonfafiri, bonfakye, forgiveness of sins."
62,o-bòné,"1. = onipabone, a bad, wicked man; nuipa yi, wòye abòné. - 2. = okwaseá, a foolish man."
62,o-bonefo,"id. 1. & 2. - abonefosɛm, wickedness; foolish tricks; blockishness, thoughtlessness."
62,bonehwáne,bayonet.
62,bonewone,bayonet.
62,borewórè,bayonet.
62,boŋhoŋ,a kind of beads; s. ahene.
62,o-bòní,"waiter, servant at table; cf. abō."
62,bònníaye,"1. ungrateful; oye b., he is ungrateful. - 2. ingratitude, ungratefulness."
62,aboním,diadem; cf. abotiri.
62,o-bóniù,"a barren, unfruitful woman or beast."
62,o-bóŋkā,"gutter, gully, furrow, channel, ravine formed by water; cf. oboŋ, okā, osukā."
62,o-bóŋkó,"lobster, craw-fish, cray-fish."
62,boŋkärá,"travelling-basket, syn. apakáŋ; cf. dènkyédènkyé, osáko."
62,aboŋkyi-aboŋkyi,"rough, uneven; okwaŋ so ye ab., the way is rugged."
