page,twi,eng
171,fura,a. F. blind.
171,mfuraá,"F. = mfrafrae; cf. fora, afora. afurado, F. blindly, rashly, unadvisedly. o-furáfó, o-furaéfó, pl. a-, = onifraefo. Ex. 4,11. Isa. 59,10."
171,fùrèfùrè,the young of the shark. pr. 1166.
171,o-furee,"a species of river-fish, syn. nnómma."
171,fùró,"v., Ak. fūro, [red. fùrófùrow] to break off or away, break into small pieces, crumble (tr. & intr.) - Ofuro day, Ak. = owosow day, Akp., he breaks or crumbles off the clay from the house or its wall; wafúrow dɔkóno no mù; ofurof. asikre; dɔkóno no a-fúrófurow."
171,mfurófùrowá,"crumb; small fragments or pieces; syn. mpɔ̃ropórowá. - mfùro-fùroweé, a mash."
171,òfúrów,"Aky. afúro, an instrument for splitting shingles, 'shingle-knife'."
171,o-fúru,"[con. né fūru], ofú, 1. the maw or stomach of a beast, or (contemptuously used) of a man; cf. dawadwa, nsonokɛse, ayam'de, taa. pr. 2978. Onipa nni furu; wo yam' wo furu, you have a maw like a beast, i.e you are a glutton! - 2. pith, the white, soft, spongy substance in the centre of many plants and trees (ade a ɛda duam', ɛyɛ merew kyɛn korow, nso ɛhoa; brɛfere mu wo f.)."
171,afúru,"the belly; the womb; cf. yam', yafunu, ayaase, funuma. pr. 156. - n'áfúru áhyɛ(ahye), his belly is swollen or blown out: wafa afuru, she is with child, cf. yem. - otu(tu) asɛm no af., he brings out the salient point(s) of the matter."
171,fúrubanŋ,"a. white; syn. fufu, fitaa; ne hō ayɛ f. se hyirew, he has become as white as chalk."
171,fùrufùru,"a. mellow (of the soil or a clod); powdery, dusty, crumbly; fam' hɔ ayɛ f., the soil there is mellow. [G. fru, frufru, flu, fluflu]. - F. mashed (e.g. of yams)."
171,àfúrúm,"pl. m-, ass, donkey. [G. tɛdši]; di af., to be in pawn, which includes also working for the pawnee; cf. awo-wa.. af. kàkatéfó, onager, wild ass; syn. sareso-af. Job 39,5. - àfúrúm-ba, colt or foal of an ass. - àfúrúm-meré [-obere] she-ass."
171,àfúrúm-pɔŋkɔ,"[afrump. afunump. afrup.] pl. m-, the mule. [F. afūpɔŋkɔ, camel; G. aflukpɔŋgɔ, afūkp.] Cf. ɔpɔŋkɔ."
171,fúruntum,"o-fúruntum, s. fruntum."
171,fúsă,"fusa, small animals, eating or destroying the thatch which had not been sufficiently dry when it was used to cover the roof."
171,fùsere-fùsere,"dried out and crumby, opp. fɔkyee; dua yi aprɔ amã ayɛ ff., this wood is rotten & dried out; abodoo yi ayɛ ff., this bread is dry & crumby."
171,futú,"v. [G. id.] to mix = fra; fa nsã no futum', mix that palm-wine with the old one!"
172,"fútũũ, futũũ",fotɔ̃ɔ.
172,afutú,afotu.
172,Afútu,pr. n. of a town & country and of a man.
172,afutu-afútú,"pr. 1171, s. futumerefunu."
172,mfutum',"mfutumã mu; mfútum' asém, something done in childhood ('when one was playing in the dust')."
172,mfútúmã,"dust of the ground or lying on objects; mf. wɔ pɔŋ so; popa mf. no; cf. tutuw. — Okw. = mfútúru. — mfútúmãwa [dim.] small dust, particle(s) of dust."
172,mfútúmã-kókonini,a small insect that always goes backwards. pr. 1168-70.
172,fútumerèfúnũ,"(-dɛŋkyɛmmérèfúnũ), a fabulous animal with two heads (crocodile & ɔmampam, or crocodile & ɔborom) and one body, carved on native stools; applied also to men (= bicephalous). pr. 1171 f."
172,fútúru,"pl. m-, red. futurufútúru, a, raw, unwrought, in the natural or primitive state, consisting of small particles; sikã mf. or sikafútúru, native gold, gold dust; dwété mf., dwetséfútúru, native silver; abrobe mf., the fibres of the pine-apple leaves (cf. firiwa); asawa mf., raw cotton; ŋhwẽa ff., dry sand; ŋhwẽa a nsu nnim' na awo."
172,mfutuw,"F. gold dust, sika mfuturu."
172,fútúru-fútúru,"woolly, soft, flossy."
172,o-futurufuturu,a beast. pr. 1173.
172,futuw,"a. F. rank, abundant, thickly grown, luxuriant."
172,fuuw,"F. = fũu; syn. pii, bebree."
172,fũw,"v.; red. fufũw. [Ak. fu, related with fi, v. = fiw] 1. to shoot up, come forth abundantly, grow luxuriantly or rankly; ŋwura refuw asase no so, weeds are shooting up on that land. — 2. to overgrow: ɔkwáŋ yi afũw, this path is overgrown. — 3. tr. to cause to grow, to get by growth, produce plentifully (hair, feathers): me tiri fuw dweŋ, I am getting grey hair; ne ti afuw, his head is covered with hair. pr. 669; onnyä mfuw bogyésɛ ɛ, he has no beard yet; anɔmaa no afuw ntakára, the bird has (got) feathers; nnɔmaa no, wɔŋ hũ fuwi ansã-na me-koyii woŋ, the birds were fledged when I took them. — Onyame mpɛ sɛ ne mma anom befuw wura, God does not want his children to starve. — 4. ne bo fuw, he is angry (with me); syn. ɔfa abufuw, wafa (me) ab. — tr. ófũw mé bò, he causes my breast to swell, i.e. he provokes me to anger, makes me angry, syn. oyi me abufuw. — 5. [prob. related with fua] to unite in holding: wófũw nó ahwè no, they together hold him in order to flog him; hwe may be omitted and still be understood: ɔnè ne nua afuw me, he and his brother have flogged me; s. dɛŋ & di..mfuaŋ-hwe; mɔŋkofuw adwuma no hɔ ŋkɔwie = mo nyinaa mɔŋkosusò adw. no mu ná monyɛ, you all shall unite in, conjointly put your hands to, the work to finish it. — 6. F. to become spoiled (of fish)."
172,afúw,"Ak. afúo, pl. m-, 1. plantation, cultivated ground, field occupied by vegetables which have been planted. pr. 1174ff.; F. ɛkwã, Ham'. In compounds the prefix is lost: ɔdefúw, abrɔdefúw, abũrofúw, baŋkyefúw; so with kooko, amaŋkani, ahwere, kafe, asawa, ase, ŋkrumã, ntorewa, ŋkate, atwẽ, ntoa... Cf. dɔw af. — 2. F. weed(s), grass, herb = Akr. wura, ŋwura."
172,afuwá,"pl. m- [afuw, dim.] a little plantation; ɔdɔw af."
172,mfúwa,"an old plantation now given up so that the bush grows on it afresh; - a place cleared of trees. pr. 1177. — mfuwa-mfuwa, F. shrubs."
172,mfúwa-nini,"a former plantation given up about eight years ago, where the bush has reached a man's height; kwae a woadow no bɛyɛ mfrihyia 8 a.s. 10."
172,"A'fúwa, A'fúa","[= Afiwa] pr. n. of a girl born on Friday. Gr. § 41,4. - Af. Foofie, pr. n. of a girl born on Foofie. - asase Afua (As.: Yaa), the earth, created on a Friday), and adored on a Thursday)?"
172,afúw-dów,"inf. the ga, does not occur in used in its stead, gága, the noise made of the teeth or by ne sē kā si anim, chattering."
172,"gangaga, garégá","ni brought from the gɛ, ge, gi, does not only when the e might sometimes merely g instead nasal consonant, does not change sound of g mus nennyeneŋ, uyina perhaps with the s following."
172,"gɛ̃ŋɛŋɛ̃ŋɛ̃ŋ, gɛ̃nɛ̃ŋ",ing; but s. gyéne: agɛ̃gɛ̃nu [G.] a kind beverage made of honey or sugar.
172,giŋgan,"[obsol.] = t giráasè, pl. ŋ-, gla tɔmere."
172,o-girigara,the sour thing falling down
172,gə,"does not occur,"
172,"gɔ́, (not good Tshi)","to make full, fill yi bɛhyɛɛ me fi g"
172,"go, v. Ak.","= gɔro,"
172,"go, v. F.","= w,.."
172,"wɔŋ dɔ bogo, F.","= Mt. 24,12(13)."
172,"go, F.: to go, to go","gó, adj. Ak. F. ="
172,"gó, (gɔ́) adv. in a c","hɔ gó, they all toge cf. gɔ."
173,ga,does not occur in Tshi words; gya is used in its stead.
173,gága,"the noise made by the chattering of the teeth or by the cutting of bones; ne sĕ kā si anim gága, his teeth are chattering."
173,gangaga,name of a certain cloth brought from the interior; s. ntama.
173,garégá,name of a certain cloth brought from the interior; s. ntama.
173,ge,"ge, ge, gi, does not occur, but gye, gyi; only when the e or i is nasal, we might sometimes be inclined to write merely g instead of gy; but, as the nasal consonant, when put before it, does not change it into the decided sound of ŋ, we must keep to gy (cf. gyenɛnyenɛŋ, nyinaso, fr. gyenɛŋ, gyina), perhaps with the sole exception of the following."
173,gɛ̃ŋɛ̃ŋɛ̃ŋ,"adv., n., tingling; s. gyénɛnyenɛŋ."
173,agɛ̃gɛ̃nu,"[G.] a kind of pap or thick beverage made of water, bread, and honey or sugar."
173,gingan,[obsol.] = gingham.
173,giráasɛ,"pl. ŋ-, glass, wine-glass; cf. tɔmɛre."
173,o-girigara,the sound caused by something falling down.
173,gɔ,"does not occur, but go, gɔ, gu."
173,gɔ́,"(not good Tshi): hye..gɔ́ = hye..má, to make full, fill (up); wode nneɛma yi behyɛɛ me fi gɔ́; cf. gɔ, adv."
173,go,"v. Ak. = gorɔ, Ak. = goru, Akr. go, v. F. = gow, Akr., gono, Ak. = wɔn dɔ bogo, F. = wɔn dɔ ano bedwo. Mt. 24, 12(13)."
173,go,"F.: to go, to go astray; cf. gon."
173,gó,adj. Ak. F. = gow.
173,gó,"(gɔ́) adv. in a crowd; wopiɑ kɔhyee hɔ gó, they all together ran to the spot; cf. gɔ."
173,gó,"a kind of reed; syn. aboó, bóo; s. kete. pr. 3021."
173,agó,"inf. 1. play, amusement (= agoru). pr. 1499. - 2. affability, kindness of manners, civility, sociableness; wunim ago, you are sociable, you know how to treat, attract or oblige one; onnim ago, he is unsociable, morose &c., s. agoru 2."
173,àgòo,"velvet; Damask silk; cf. bofua, àgòo, interf., a salutation in or before entering a house by day or by night, announcing that a visitor is coming; (agoo, is anybody there?) bɔ or pae ago, to cry ago. pr. 53; cf àmɛ̃ɛ."
173,ɔ-gó,"Ak. ogoo, a bright-coloured bird."
173,ŋgó,s. ŋgo.
173,agó-bóné,"lit. foul play; licentiousness, debauch; revellings. Rom. 13, 13."
173,agodé,"[ago ade] play-thing, toy; trifle; a light thing. Deut. 1, 41."
173,agodén,"[agoru a eye den] a serious play; wogoru ag., they play roughly, forcibly."
173,o-gofó,"Ak. ɔgofó, pl. a-, 1. player (singer and dancer); playmate; pl. gofó, the chorus, the company of singers (in a play) answering to the choir-conductor; - (a)gofó mma, a musical band. - 2. an unfaithful wife, lewd woman."
173,ago-fó,a nasty play.
173,ago-dwūmāhóno,velvet.
173,o-gogürotófó,"pl. a-, a lazy, good-for-nothing person; syn. onihafo."
173,ago-híá,(the state of) having no playfellow. pr. 1207.
173,ago-híná,[ŋŋo ahina] pot of palm-oil. pr. 1208. - palm-oil pot.
173,ago-húnu,= adehunu.
173,ogo-hye-asé,warning by means of a play. pr. 1209; promise of a play; con-
174,gó-kete,a kind of mat; s. kete.
174,o-go-kyerɛfó,ogorukyerɛfo.
174,ago-kyɛ́w,a velvet cap.
174,ɔ-gɔm,"slowness, tardiness; ne gɔm nti onnyɛ biribi, pr. 622, 1210."
174,gomé,a certain game.
174,ago-mérɛw,"[agoru a ɛye merɛw, agorupa] a soft, gentle, or reasonable play; wogoru ag., they play gently."
174,gɔŋ,"F. = dwɛŋ, grey hair."
174,"gon, gɔŋ","F. = dwɛŋ, a lost thing."
174,Agóna,pr. n. of a country consisting of a south-eastern and a north-western kingdom. Capitals: Nsabáá & Asíkuma. Cf. Gr. pg. XI. — 2. one of the original families of the Tshi people; cf. App. D.
174,agóna-nè-toá,a species of plantain; s. ɔbɔrɔde.
174,gono,"v., Ak., s. gow, v. pr. 2701."
174,gónó,"puró, a certain sound."
174,goŋgono,"red. v. Ak., s. gugow; ɔgoŋgónòm' = ogugów' mu."
174,gora,"v. F. 1. = guare. — 2. = gow, v.; cf. gɔrɔ."
174,gɔrɔ,"Ak. (pr. 477) = go, Akr. goru."
174,agórɔ,"Ak. = agó, Akr. agoru. pr. 374."
174,gɔrɔ,"Ak., = ŋkyɛ́kyerɛwa. pr. 1378."
174,gɔrɔgɔrɔw,"better: gɔrɔgɔrow, s. the following."
174,"gɔrɔ, gɔrɔww, gɔrɔ(w)gɔrɔw","a. 1. weak, faint, feeble, languid, dull; syn. bɛtee, brɔgɔɔ, brɔkɔɔ, mérɛw, siamoo... Oyare ayɛ no g. = agurow no; ɔkɔm nti waye g. = wagurow; n'aniwa ayɛ g. = siamoo; m'akwaa mu ayɛ me g. = m'akwaa mu nni ahɔɔdeŋ bio. — 2. gg., watery; insipid, vapid, tasteless (ŋkwaŋ, nsã). — 3. lukewarm; nsu no ayɛ g. = botűrɔbɔdwó."
174,gòru,"v. [Pret. górii; red. gugoru], Ak. go, gorɔ, 1. to play, sport, frolic, divert or amuse one's self (mmofra g. abɔnteŋ so; agyinamoa, mpataa g.; g. asafo, pr. 1478). — 2. to be of a friendly, communicative disposition, be sociable; ɔnè biara goru, he is friendly with everybody; ɔnè bi ni ŋ'ŋóru, he is unsociable; - to have intercourse, be intimate with each other. pr. 1367. — 3. to play for money, to gamble; cf. tow ŋhoma, tow ntrama, si ntɛw. — 4. to perpetrate some wickedness; g. aguamaŋ-ŋoru, to commit fornication; ɔnè bea g., he commits adultery, whoredom; - g. abayigoru, to practise witchcraft. — 5. g. hɔ, a) to mock at, deride, scoff. - b) to neglect, slight. pr. 1219."
174,agóru,"inf. Ak, agó, agórɔ, 1. playing; play, sport, amusement, espec. singing and dancing. pr. 481. 1211-18. 1499; game; gu ag., to give up a play or game; cf. gu 21. pr. 1139; tutu ag., to arrange a play or game; tu ag., s. tu 25. — 2. sociableness, friendliness; onnim ag., he understands no joke, is sourminded; s. ago. — 3. agóru-ba, pl. -mma, a child born out of wedlock. — Different kinds of play or game, consisting of singing and dancing (s. asaw), are: adewá (a common name); of women: adɛŋkum, nnyaané, peewa; of men: dasummaŋ, dwae, agyemannare, aheŋkwaá, onníbia-måne, nnontwuwa, paw, ɔpɛrenteŋkoro, asafo, osekye, asibɛletɛ, sobom, timbo or timmo, antɔrepira. Other plays or games are: ɔware-tow, dam-di or - to, ntɛw-si, atwɛ-di or -sisi or -tow &c. Children's plays or games: aba, abaa, ba-bɔ, odotow, amũamũani, ɛsono-nè-ne-mma &c."
174,agóru-gú,"inf. the giving up of a play or game. - góru-kyere, inf. play, drama, performance of a play. K. § 104. - o-go(ru)kyerɛfó, pl. a-, actor, stage-player, performer. - agoru-pá = ago-merɛw. - agó-sɛm, joke, jest."
174,ago-sanawá,a small earthen pot in which palm-oil is kept. pr. 2135.
174,o-go-soáfó,"pl. ŋ- [ŋŋo, soa, fo] palm-oil carrier. pr. 1220."
174,ago-trasó,"[agoru a ɛtra so] a play carried to excess; wugoru ag. a, kaansèsè eyé a, wo ani wu akyiri, if you play overmuch, though it be nothing bad, you will afterwards feel ashamed."
174,gòw,"v. [red. gugow; Ak. gono, red. goŋgono] 1. to slack, slacken, relax, loosen: a) to become slack, be made lax, i. e. less tense, firm or rigid, to become loose: hama yi mu agow, ɛ.s. emu yeree,"
175,gow,"na afei asaŋ aye merew. - b) to render slack, make less tight, make loose: gow wo amirikatu mu, slack thy riding; s. 5. - 2. to weaken: a) to become weak: ne nsam' agow, his arms are weak; - b) to make weak, infirm, feeble: onipa foforo no gow nipa dedaw no mu. - 3. to soften: a) to become soft, tender, mellow: duaba no abere na ɛŋ-nowe ɛ. pr. 1022; aduan a woanɔa no agow = aye mersw; - b) to make soft; s. 7. - 4. hɔ gow, nsam' gow, to become soft, comfortable: ne hɔ agow no, prop. every thing around him is soft, i.e. he has an easy, comfortable life = ne hɔ adwo no (asɛm bi nni ne so, nanso biribiara a ohɛwbe, ne nsa kà); ne nsam' agow = wape ade anya bi; cf. 2 a. - ne nsam' gow, also he is open-handed, liberal. - 5. to moderate, restrain: ogow (= odwoo) n'ani kãe, she said in an under-tone or modestly. - gow wo ani si fam', step lightly. - tutu wo anaŋ gow mu di kaŋ, go ahead slowly; ŋŋow wo amirikatu mu, slack thy riding. 2 Kg. 4,24; s. 1b. - 6. mu gow, to be spacious: ɔdaŋ yi mu gow, this room is spacious; opp. emu kyere, it is narrow. - 7. gow..mu, to mitigate, alleviate, soften, allay, assuage, soothe; to lessen, diminish, temper."
175,gów,"pl. agow-agów, I. n. fragment, piece, damaged part, rag, remnant; remains, ruins; cf. ɔfã, fere, siŋ; opp. emu, pl. amũamũ; ne mũ ni, this is the thing in its perfect state or as a whole; né gów ni = né fã ni, this is a fragment of it; n'ágów-agów ni = n'afãafã ni, these are the fragments or pieces of it; kũrow' no ayɛ gów, the town is in a ruinous state; wamã kũrow no ayɛ àgow-agów, he let the town fall to ruins. - II. adj. 1. damaged, spoiled, broken; the attrib. adj. in the sing. is compounded with its noun: adaka-gów, ɔpoŋ-ŋów, ahina-gów (pl. ŋhiná agòw-agów), ahwehwegów; koragów, a leaking calabash. - 2. ragged, tattered: kentegów, ntamagów; m'asepatere ayɛ gów, (pl. me nsep. ayɛ àgow-agów), my shoe is torn. - 3. ruinous, decaying, dilapidated: abaŋ-ŋów, ɔdaŋ-ŋów; ɔdaŋ no ayɛ g., yerebebu; kũro no ayɛ gow; woamã ɔdaŋ no ayɛ agow-agow; s. I."
175,grágò,"a nickname of gin, rum, brandy."
175,granâte,"[It.granata, Sp.grenade] grenade."
175,"granâte, granâte-akutú","pomegranate, the fruit being in shape somewhat like an orange (akutu) or a burokũruwa; cf. ntoropo."
175,gù,"v. [red. gugu] I. intr., sometimes causatively used, generally with a locative complement: 1. to fall, pour down (of a collective multitude, whereas hwe and tɔ are used of single things or persons): dua no ŋhwiren regu fam', the blossoms of the tree are pouring down; aba no bi kugu abo so, some of the seed fell on stony ground. Mt. 13,5 f.; cf. 11 & porow 4. - 2. (contin.) to lie (of a collective multitude, whereas of individual things or persons da is used): mede abũrow' migũ nsúm', I am pouring corn into the water; mframa te-tew ahabay gu fam', the wind severs the leaves and blows them down; yerebebu daŋ yi agu fam', we are going to demolish this house and to knock it down; - ɔde ne nsa guu me so, he lay or put (both) his hands upon me; ɔde ne nsa guu n'akyi, he put his hands behind his back. - ɔkã ŋŋuaŋ no gu daŋ mu, he drives the sheep into the stable. - 4. of fluids: to flow out (into, upon), be spilled, shed. pr. 87. 459; (contin.) to be scattered, sprinkled (somewhere): ɔde ŋŋo no bae no, ebi gui (= guu fam'); ebi gùgùù dáp mú hɔ, when he brought the palm-oil, part of it had been spilled; some has been scattered on the floor there in the room; cf. 13. - 5. caus. to pour (into, upon): fa nsú gù tumpáŋ yim', pour water"
176,gu,"to fall or hang down, hang loose and waving, flow: ne ŋhwĩ gu ne kɔŋ mu, ne mati, his hair hangs down onto the nape of his neck, on his shoulder."
176,gu,"caus. to throw over, put on: ɔde ŋguguso guu ne kɔŋmu, he threw a loose garment over his shoulders, wrapped himself up in a mantle."
176,gu,"to accrue, be added, increase, augment; ne Twi no, biribi regugu mu, his knowledge of the Tshi language is increasing; cf. mmagum'. pr. 2514."
176,gu,"to intervene; nda gum' kakra no, F. after some days (Mk. 2, 1)."
176,gu,"so, a) gu kwaŋ so, to be on the way: ògu kwáŋ sò rébà; cf. hwe 1."
176,gu,"b) to lean upon, i.e. to rely for support, depend on, be committed to one's care: nnipa pii gu me so nti, minyã sika a, entew, because I have to care for so many people, the money I earn does not stay with me; cf. boa, v."
176,gu,"c) to be bent upon, diligently occupied with: ogu n'adwuma so, he is at his work; n'asɔ̃ gù só, he listens; ogu reye ara na mekyeree no, I caught him in the very act; wogu aduaŋ no so redi, they are still in the act of eating; to continue (persevere) in: wogu so de kã ara mã odasu saree, they went on talking far into the night."
176,gu,"d) to come down upon, numerously and violently, to attack: wòkoguù no so (cf. wokotow hyɛe no so, Acts 7, 57)."
176,gu,"e) caus. òbù n'aní gú so, ɔkã n'aní gu so, s. ani; kã ntam gu.. so, to conjure, s. ntam (Gr. § 243 b); ye ..gu.. so, to do against. Gr. § 109, 32."
176,gu,"gu ase, lit. his face falls down, i.e. he is ashamed, abashed, put out of countenance. — ɔnè yeŋ gu ase, he lives in peace with us."
176,gu,"gu asu, to make or suffer shipwreck. 1 Tim. 1, 19."
176,gu,"intr. without a locative complement: 11. to fall, come down: obosu gu, dew falls."
176,gu,"12. to be shed, spilled, s. 4 ebi gui."
176,gu,"13. caus. hwie..gu, kã..gu, to spill, shed; wakã mɔgya agu, he has shed blood. Gen. 9, 6. Lev. 17, 4."
176,gu,"14. to succumb, be defeated; to run away, flee: dɔm agu, the (hostile) army has been beaten, routed, put to flight, defeated, dispersed; woagù, they have given way, are fleeing."
176,gu,"15. caus. kã .. gu, to rout, put to flight: yeakã dɔm no agu, we have fought and defeated the enemy; bɔ..gu, pam..gu, to scatter, disperse; cf. 3 the last ex. & yepam dɔm no guu (a)habaŋmu, we routed the army and drove them into the forest."
176,gu,"16. to become desolate, to fall into ruin: kũrow no agu."
176,gu,"17. to be abandoned, finished: agoru no agu, the play has been given up. pr. 1910; cf. 21."
176,gu,"18. to be finished, be over; ɔkɔm agu, the dearth (famine) has ceased."
176,gu,"19. ase gu, to be decreasing; to cease, die out, be exterminated, become extinct: n'asé agù, his posterity is utterly destroyed; ɔde, mmoa, nnipa no ase regu = wɔresã; Abótakyifo ase agù, the inhabitants of Abótakyi have been (as it were, i.e. nearly) extirpated."
176,gu,"III. tr. without a locative complement: 20. gu ase, to extirpate, exterminate: magu wura no ase, I have exterminated those weeds; magu m'abrode ase, I have entirely taken out my plantains; - wogu akũnini a wototoe no nusu ase, they perform the last funeral ceremonies for the fallen chiefs; s. 23."
176,gu,"21. to end, to abolish, prohibit: gu aguadi, to stop the trade; gu agoru, a) to cease from playing for a time, to put a stop to it for this time; cf. 17; - b) to give it up or abolish it altogether, to prohibit it."
176,gu,"gu adwuma, to finish the work (altogether, = wie yɔ koraa)."
176,gu,"22. gu né ŋkyèrɛw', gu n'ápàre or né mpàre, to finish, complete, conclude, consummate: woagu ne ŋky. = wɔawie adwuma biara ye; s. ŋky."
176,gu,"23. gu nsã, to perform the concluding part of a funeral custom."
176,gu,"24. gu.. so nsu, to sprinkle an adversary (in court) with water; a ceremony performed by the king (or chief) when contending parties cannot agree on account of the obstinacy of the one. By this ceremony both parties are bound over never again to mention the"
177,gu,"matter in question. (If the recusant party consists of several persons, all of them are sprinkled). The king (or chief) may also have one of his councillors sprinkled instead. Woágù nó sò nsú n,s. woaẅie asem bi di, na nnyafiŋkae nti ohene mã wogu ne dehye bi so nsu, na obiara antumi ankae asem no bio."
177,gu,"to sow: gu mõ, to sow rice (cf. dua, v.)."
177,gu,"to pour out, i. e. put forth blossoms, to blossom."
177,gu,"to emit a sigh, groan; gu homtsen, F. to emit a long breath, sigh deeply."
177,gu,"(iron, brass, copper, type, bells), cast (lead, tin, zinc, silver, gold), cf. gude; to coin, stamp (dare, dollars)."
177,gu asa(w)u,"to cast or throw (out) the net. wori gugu wɔ pom', F. they were casting a net into the sea. Mk. 1,16."
177,gu nsu,"a) to make water, urinate, euph. (= dwensɔ); b) to unite by oath."
177,gu,"aux. v., when it shows the direction of the movement or action expressed by a preceding princ. v. as kã, hwie, bɔ, pam, tow; in connection with a following mu or so it answers to the Eng. prepp. into, upon (s. 3.5); when no complement follows, it answers to the adv. away (hwie gu, tow gu!), or the notion of loss or waste is contained in the Eng. v. (as in to spill, to rout). Cf. Gr. § 109,32. 223,4."
177,tow.. gu,to cast away.
177,yɛ.. gu,"lit. to do & cast away, i.e. to do in vain, work for nothing; nea oyɛe no nyi-naa, oyé gui, all he did, he did in vain."
177,o-gú,inf. falling; casting; sowing; abolition &c.
177,gua,Ak. = guaw.
177,e-guá,"1. public place, market-place; market pr. 139.310.1222; open place, cf. abanŋua, court; - okãe wɔ gua so, he said it publicly; ɔko gua so, he went to the market; woafi gua ase, market-ing has begun; hye (pl. hyehye) gua, to open a 'market', a bazaar; fi gua, Ps. 68,25, s. fi 15; ádà guá (= ada adi), it is manifest, evident, public, notorious. - 2. a public assembly, council pr. 1221; bɔ gua, to hold a council &c., used espec. of the elders of a town who assemble for deliberations on public affairs; s. bɔ 88; bɔ (obi) gua, to receive somebody in a public meeting, to convene an assembly for him or on his account; okɔ guam', he went to the place of assembly; gua atu = wɔaträ ase asore, woahwete gua, the assembly is dispersed, the session is broken up; cf. bagua, guabɔ, guam'fo, agua ase."
177,e-guá,"3. trade; di gua, to trade, traffic, deal (in); cf. di bata, mpɛswa, nsesã, nse-sãgua, nnukurogua; odi no gua (or bata) = odi gua mã no, he trades for him; onè me di gua, I am engaged in trade with him (mutually); onè me di bata, he and I go and buy things &c. - odi süm mu gua, he is a hypocrite. - né guá abò no, he has fallen short, has come off a loser, has suffered a loss, in his trading. pr. 927."
177,aguá,"pl. ŋ-, seat, chair, stool; throne, s. ahenŋua; naŋ ase agua, foot-stool; cf. akoŋŋua, akenteŋŋua; apoŋŋua; mãŋoó. pr. 3602. Phr. agua atɔ fam', the king (or chief) is dead."
177,guaá,"v. 1. to separate; - guaa ne hɔ, to retire, retreat, withdraw; guaa wo hɔ fi wɔŋ hɔ = twẽ wo hɔ fi wɔŋ hɔ, separate or withdraw thyself from them!"
177,guaá,"2. to level: wɔaguáa bɛpɔw bi ani ase, the lower slope of a hill has been levelled. - cf. guae."
177,aguaá,"(retreat, flight): bɔ ne hɔ aguáá, to retire, retreat, get away, make off, run away (secretly), take to one's heels, flee = guaŋ."
177,o-guâ,"oguáwá, pl. a-, F. oguaba, the guava fruit and tree."
177,gua,"F. gwa, Ak. dwa or even guà, v. [red. gugua] to cut in pieces, cut up (an animal), carve. pr. 126. 3025."
177,gua,"- to flay, skin, strip off the skin of an animal; gua nantwi-ŋhoma, to skin a bullock; wágùa abóa ŋhóma atɔŋ. pr. 1223. 2849 f."
177,gua,"- to gut, eviscerate, take out the bowels. - ɔprannaa ŋ'gua m'apampam (me mp...)! s. dwa."
178,O-guaá,"[Sp.guayaba; Psidium pyriferum, white guava; Psidium poniferum, red guava]. O-guaá, E-, Cape Coast (Port. Cabo Corso), with Cape Coast Castle, Fort Victoria, Fort William, & Fort Macarthy."
178,o-guabén,-ŋ a thorny creeper; ŋuáre bi à wóde yè əsáw; wówè.
178,aguá-bíri,"Ak. adwabírèm, q. v., a large place for assemblies (nea wodi aseŋ-kese a. s. wòbə gua kese bi). pr. 1978; broadway. Prov. 1,21."
178,e-guá-bó,"inf. [bə gua] the act of assembling, the state of being assembled; assembly; wəŋ g. no aŋwie fe yə, e.s. wəammə gua no sənea wòbə gua; wəŋ g. no akyi ansi yiye. (Wəbə gua di asem, di adae, yi wəŋ hō adi, trā ayi ase, nom nsā, goru, bə səməde, di ŋkəmmə). - a failure in trade; s. egua 3."
178,o-guabon,[nea ogua boŋ] one who flays a beast. pr. 1223.
178,aguabúm,"disturbance, uproar of an assembly, in a market. pr. 3254; bə ag., to cause dist. &c. - aguabúm-bəfó, pl. id. disturber in a market."
178,aguadé,"[egua ade] goods, wares, merchandise; - aguadé-dáŋ, shop, magazine. - aguadé-si-beá, mart, emporium, staple."
178,aguá-dí,"inf. [di gua] trading, trade; cf. gye 35. pr. 270. - aguadí-dáŋ, factory. pr. 565. 1224."
178,o-guadiní,"-fó, pl. a- -fo, trader, merchant; cf. əbatani, opeəwadifo."
178,o-guà-dùà,"oguá-dùà, guava-tree."
178,guaé,"v.: g...mu, to disjoin, part, separate, sever, sunder, break, rend; to tear asunder; g. ne ŋhwim', g. ŋwuram', to part one's hair, the weeds, the bush (in order to go through); syn. bae mu, dae mu, hāŋ' mu, pae mu, pāŋ mu, tāŋ mu, terəw mu. - oguaé tām no, he draws the cloth (curtain) aside."
178,gúaguágua,"adv. very much: ne sē bə so g., his teeth chatter from feverish cold; ōwia pae g. = kétékétékete, the sun burns, shines very bright."
