page,eng,twi
16,President Pro-tempore (of the Senate),tumidifoɔ a ɔtɔ so mmienu wɔ (mmarahyɛ badwa kumaa mu)
16,presidio,spanishfoɔ abankɛseɛ
16,privateer,suhyɛn a wɔde di ako
16,productivity,nwumayɔ
16,Progressive Movement,Dɔm a wɔpere nkɔanim
16,progressive tax,tow a ɛkɔ soro bere a sika no kɔ soro
16,Prohibition,Yekyiri
16,Prohibition,wɔbara biribi
16,propaganda,nnadaa dawurubɔ
16,proportional representation,ananmusi a egyina dodow so
16,proprietorship,sɛ worebue w'ankasa adwuma
16,prosperity,ahonya
16,prosperity,yiyedi
16,protect,bɔ ho ban
16,protectionist,nea ɔbɔ biribi ho ban
16,protective tariff,too a wɔgye de bɔ ade ho ban
16,protectorate,mantam
16,protest (march),ɔyɛkyerɛ
16,protest (march),atuatew
16,public education,ɔmanfo adekyerɛ
16,public land,ɔman asaase
16,public policy,ɔman nhyehyɛɛ
16,pump priming,sɛ aban de bosea a wabɔ bɛboa ɔman no sikasɛm ma atu
17,Puritan work ethic,Puritan adwumayɛ ho ntete
17,Puritans,Puritanfoɔ
17,pursuit of happiness,Wɔre hwehwe anigyie
17,Quakers,Quakers asomfo
17,Quakers,Nyamesom kuw
17,quarantine,tew fi ho
17,quarantine,twe obi/biribi fi nkae no ho sie
17,quorum,kuw ketewa bi a wohyiam
17,racial,ɛfa abusuakuw ho
17,racial group,abusuakuw bi a ɛsono wɔn nipasu
17,racial segregation,abusuakuw ahodoɔ ntetemu
17,racism,nnipa mu nyiyim a egyina beae a wofi
17,radical,hɛtuhɛtufo
17,radical,basabasayɛ
17,ratification,sɛ wɔre atim so
17,ratification,wɔpene biribi so
17,ratification,wogye tom
17,ratify,tim so
17,ratify,gye tom
17,ratify,pene so
17,real politic,amanyɔ akansa
17,real wages,akatua ankasa
17,rebate,ntesoɔ
17,recall,san frɛ wɔn
17,recall,twe san
17,recession,ɛso rete
17,recession,ɛreba fam
17,reciprocity,yɛme na menyɛ bi
17,reciprocity,yɛdan yɛn ho yɛn ho
17,reconstruction,wɔre san asi bio
17,Red Scare,wɔrebɔ ɔman bi hu sɛ basabasayɛ betumi asi
17,redistribution of wealth,ahode a wɔma obiara nya kakra
17,referendum,amanfoɔ abatoɔ wɔ mmara so
17,refugee,atukɔtenafoɔ
17,refugee,atubrafo
17,region,mantam
17,regionalism,ɛfa mantam pɔtee bi ho
17,regulation,nhwɛsoɔ
17,regulation,akwankyerɛ
17,religion,ɔsom
17,religion,nyamesom
17,religious beliefs,ɔsom ho gyidie
17,religious group,nyamesom kuw
17,reparation,mpata
17,repeal,yi fri ho
17,repeal,twa mu
17,representation,anamusie
17,representative,anamusini
17,representative democracy,ananmusie kabimame nkabi
17,representative government,ananmusie aban
17,repression,nhyɛsoɔ
17,republic,ɔman a odi ne ho so
17,Republican,Republican amanyɔni
18,Republican Party,Republican Amanyɔkuo
18,reservations,ɛho nsɛmmisa
18,resignation,woregyae adwuma bi/biribi yɛ
18,resolution,nsuaeɛ/tirimbɔ
18,resources,nnepa
18,respect,obuo
18,return to normalcy,asan ayɛ sɛnea wɔhwɛ
18,revenue tariff,ɛtɔɔ a ɛda mfasoɔ so
18,revolution,ɔman anidan
18,rider,ɔkafoɔ/mmara ho nsɛm bi
18,rights,faahodie ahodoɔ
18,rights,hokwan ahorow
18,rights of the accused,faahodie a nnipa a y'abɔ no kwaadu wɔ
18,Rights-Wing Groups,nifafoɔ
18,riot,basabasayɛ
18,river systems,asubɔnten ahorow
18,roads,akwan
18,Roosevelt Corollary,Roosevelt adwenkyerɛ
18,Rosenberg trials,Rosenberg asɛnnie
18,Rugged Individualism,Gyedie sɛ obiara tumi yɛ yie a ɔnhia aban mmoa pii
18,rule of law,yɛde mmara yɛ adwuma
18,rural,nkurase
18,Sacco and Vanzetti case,Sacco ne Vanzetti asɛm no
18,salutary neglect,wobu ani gu akwahosan ho nsɛm so
18,Sandinistas,Sandinistafoɔ
18,satellite nation,aman a wɔate wɔn ho
18,scabs,adwumayɛfoɔ a wɔyɛ adwuma wɔ atuatew berɛ
18,scandal,kokoam nsɛm a ada adi
18,scarcity,nayɛ
18,Scopes trial,Scopes asɛmdie
18,secede,te wo ho
18,secession,sɛ worete wo ho
18,Second Continental Congress,Aman dumiɛnsa a na wɔdi wɔn so no nhyiamu
18,sectionalism,sɛ ekuo bi rete wɔn ho
18,securities,adwumakuw bi mu kyɛfa sika
18,Securities and Exchange Commission (SEC),Asoɛe a ɛhwɛ Kyɛfa a nnipa wɔ wɔ Nnwumakuw mu Sika so
18,sedition,atuatew tia aban
18,Sedition Act,mmara a etia atuatew a etia aban
18,segregation,ntetemu/mpaapaemu
18,self-determination,wo ankasa wo si pi/w'ankasa mmɔdenbɔ
18,Senate,Mmarahye badwa kumaa mu
18,Seneca Falls,Seneca nsuo a efiri bepɔw so sane
19,separate but equal,yɛ ankoroankoro nanso ɛyɛ pɛ
19,separation,ntetewmu
19,separation of church and state,yɛrete asɔre afri aban ho
19,separation of powers,aban nkyekyɛmu (tumi a wɔkyekyɛ mu)
19,settlement house,beae a wɔde mmoa ma
19,sharecropping,nnɔbae a wɔde tua asase a wɔdɔw so ho ka
19,Shay's Rebellion,Shay atuateɛ
19,Sherman Anti-Trust Act,Sherman Aguadi Mmara
19,Sit-in,atuatew
19,slave trade,nkoa ho dwadie
19,slave uprisings,nkoa atuatew ahorow
19,slavery,nkoasom
19,slums,ahiafoɔ tenabrɛ
19,social behavior,nnipa suban
19,social contract,kontraagye a ɛda nnipakuo ne wɔn akandifoɔ ntam
19,Social Darwinism,Darwin asetena ho nkyerɛkyerɛ
19,social gospel,nnipa asetena ho nyamesom nkyerɛkyerɛ
19,social security,asetena mu yiedie banbɔ
19,social services,asetena mu yiedie nhyehyɛeɛ
19,social tensions,nnipakuo ntam akameakame
19,socialism,ɛfa nnipa asetena mu ho
19,Socialist Party,sohyialesfoɔ amanyɔkuo
19,Socialist Republics,aman a wokura sohyialesfo gyidi mu
19,society,ekuo
19,sociology,adesua a ɛfa nnipa asetena mu nsɛm ho
19,soldiers,asraafoɔ
19,South,anafoɔ
19,sovereignty,wodi wo ho so
19,Soviet Union,soviet aman
19,space race,wɛntwiwɛntwi a ɛbɛda amerika ne soviet aman ntam
19,Spanish Civil War,Spania man mu ɔko
19,spatial patterns,sɛnea asase no asi ahyehyɛ
19,Speaker of the House,Mmarahye badwam kyeame
19,Special Olympic,Olimpiks soronko
19,specie,abɔdeɛ pɔtee bi
19,speculation,yɛseyɛse/atesɛm
19,sphere of influence,beae a ɔman bi wɔ so nkɛntɛnso
19,spiritual beliefs,ɔsom mu gyidie
19,Square Deal,wone obi redi no yie
19,Stamp Act,Stamp Mmara
19,Star Wars,Nsroma Ako
19,starvation,ɛkɔm
19,state,mantam
20,state action,mantam dwumadie
20,state government,mantam aban
20,state legislature,mantam mmarahyɛ badwam
20,statehood,ɔman yɛ
20,stereotype,wode ahyɛnsobɔne ma nnipakuo bi
20,stewardship theory,adwuma hwɛsofoɔ nhyehyɛeɛ
20,stock,ade bi dodow a ɛwɔ hɔ
20,stock market crash,nnwumakuw mu kyɛfa ho aguadi a abrɛ ase
20,strict construction,adesie a akwankyerɛ da ho
20,strikes,adwumayɛfoɔ ɔyɛkyerɛ ahorow
20,submission,bɛre wo ase(ahobrɛase)
20,subsistence farming,kuayɛ kumaa bi
20,suburban,hyɛ kuropɔn ase
20,suburbanization,wore ma ɛhɔ ahyɛ kurow bi ase
20,subversives,nnipa a wɔdan ɔman ani
20,suffrage,tumi a wowɔ sɛ wo to aba
20,summit,mpɔmpɔnsɔ
20,super majority,dɔm keseɛ soronko
20,supply and demand,adetɔ ne adetɔ
20,supply-side economics,sikasɛm fa a ɛfa adetɔ ho
20,supremacy,tumidie ho apereperedi
20,supremacy clause,tumidie ho apereperedi ho mmara
20,Supreme Court,Ɔman asɛmdibea baatan
20,surveys,nhwehwɛmu ahorow
20,Tammany Hall,Tammany Asa
20,tariff,tɔɔ
20,taxation,sɛ woregye tɔɔ
20,taxes,ɛtɔɔ
20,Teapot Dome Scandal,Teapot Dome Kokoam nsɛm a ada adi
20,technological unemployment,wɔn a abɛɛfo mfidie ayi wɔn afri adwuma mu
20,technology,abɛɛfo mfiridwuma
20,temperance movement,dɔm a wɔhwɛ sɛ nsanom so bɛte
20,tenant farmer,okuani hwɛsofoɔ
20,tenement,abansoro
20,termination,ntwaso
20,territory,asasesin
20,terrorism,amumuyɛsɛm
20,Tet offensive,Tet nhyɛso
20,textile,ntoma
20,The Federalist Papers,Fedralesfoɔ Nkrataa
20,The Zenger Case,Zenger Asɛm no
21,third party,nnipa a onni apam no mu
21,Third World,Aman a wɔn mpontuo aka akyire
21,Three-fifths Compromise,Nteaseɛ a ɛkɔso wɔ amantam wɔwɔ atifi ne Anaafoɔ ntam
21,totalitarian,amanmuo nhyehyɛeɛ a ɛhyɛ amanfoɔ so
21,town meeting,kuro nhyiam
21,trade,edwadie
21,trade deficit,edwadie mu ɛka
21,trade imbalance,edwadie a pɛrepɛreyɛ nnim
21,trade markets,aguadi mmeae
21,tradition,amamereɛ
21,treason,ɔman a woyi ma
21,treaties,nteaseɛ/apam ahorow
21,trickle down economic,sikasem nhyehyɛeɛ a esiane ka afoforo
21,trust,gyedie
21,trust-busting,aban adwumadi a wɔde ma fakaayɛ ba aguadi mu
21,U.S. Constitution,U.S Man mmara kunini
21,unalienable rights,hokwan ahorow a wontumi mmɔ nngu
21,Uncle Tom's Cabin,ahiafoɔ tenabrɛ
21,unconstitutional,etia mmara
21,under consumption,wonni no kɛse
21,Underground Railroad,Asase ase keteke kwan
21,Underwood Tariff,Toɔ a ɛhyɛ ɔfoforo ase
21,undocumented,enni nkrataa mu
21,unemployment,adwuma a wonni
21,unicameral,mmarahyɛ badwa a ebom baako
21,union,nkabom kuo
21,United Nations,Amanaman Nkabom
21,upward mobility,ɛforo kɔ soro
21,urban,kuro kɛseɛ mu
21,urban development,kuro kɛseɛ mu mpontuo
21,urbanization,Wɔdane no kuro kɛseɛ
21,utilities,"Nkaneɛ, nsuo, tetefon ne nea ɛte saa"
21,Versailles Treaty,Versailles Nteaseɛ/Apam
21,veto,mmoguo tumi
21,veto override,tumi a wotumi de twe mmoguo si nkyɛn
21,Vice President,Manpanyin abediakyire
21,victory,nkunimdie
21,Vietnam,Vietnam
21,viewpoint,adwenekyerɛ
21,Volstead Act,Volstead Mmara
22,vote,to aba
22,Voting Rights Act (1965),Abatoɔ ho Faahodie Mmara(1965)
22,Wagner Act,Wagner Mmara
22,war,ako
22,War against poverty,Ohia a woyi fi hɔ
22,Watergate scandal,Watergate kokoam nsɛm a ada adi
22,wealth,agyapadeɛ
22,welfare capitalism,edwadie sikasɛm yiedie
22,welfare reform,yiedie mu nsesaeɛ
22,West,Atɔeɛ
22,western,atɔeɛ fam de
22,Whiskey Rebellion,Whiskey Atuaeteɛ
22,White House,Amerikafoɔ abankɛseɛ mu
22,white supremacy,abrɔfo tumidi
22,wildcat strike,atuatew a wɔnhwɛ kwan
22,women's right,mmaa faahodie
22,Woman's Suffrage,Mmaa abatoɔ
22,work ethic,adwumayɛ mu gyinapɛn/su
22,working class,nnipa a wɔyɛ adwuma wɔ man mu
22,Works Project Administration,Nwumanwuma Sohwɛ
22,World Court,Amansan Asɛmdibea
22,world war,wiase ko
22,worldview,sɛnea wohu no wɔ n’afanan nyinaa mu
22,Wounded Knee,Kotodwe a ayɛ kuro
22,writ of habeas corpus,tumi a wɔde ma odeduani ba asɛnnibea
22,writ of mandamus,tumi a asɛnnibea de hyɛ obi ama wɔayɛ biribi
22,yellow journalism,nsɛnkyerɛw a wɔde nkate hyɛ mu
22,Yellow Peril,Ɔhaw a China ne Japanfoɔ betumi de abrɛ Amerikaman
22,yellow press,nsɛmkyerɛwfo a wɔde nkate hyɛ mu
22,zoning,nkyekyɛmu
