page,twi,eng
82,"Ńwansana pobi si abeyā mu a, wotaforo mu.","Though the bluebottle fly sits on the dish, you lick inside it."
82,"Ńwansana ye sisi a, onsi gya mu.","Wherever else a fly is going to alight, it does not alight on fire."
82,"Ohurii di bem, ńwansana na oyę me sē.","Now surely the tsetse had good reason to bite me (as every one knows it is a biting fly), for here is the common house fly doing the same (and it is not supposed to bite at all)."
83,Ohurii nni gyamfo.,The biting fly has no one to come to his aid in trouble.
83,Ohurii si akyekyere akyi kwa.,The biting fly gets nothing by alighting on the back of the tortoise.
83,"‘Meka nnipa ṅhĩnā,’ nti na ohurii annyã ogyamfo.","‘I shall bite all men,’ because of that the tsetse has no one to come to his aid in trouble."
83,Mfóté pấm ansã-na woaye yā.,Ants have to unite (in great numbers) before they (can) make a noise.
83,"Mfotee te se dǐwie, nanso o nè no nse.","A white ant is like a louse, and yet they are not really the same."
83,"Mfote a wuwu a wobedi wo nãm no, na wote ho a, wowe wo tam.","The white ants that will, when you die, devour your flesh, when you are alive eat your clothes."
83,"Obi ṅkotoa ohãhíni wo né bón anò ná onse se, ‘Wo ho bọ̀n’.","No one tracks a black ant to the mouth of its hole and then says, ‘You stink’."
84,Obi nnyina ṅkráṅ mù ntutú ṅkráṅ,No one stands among black ants and picks off black ants.
84,"Ṅkesua to ṅkráṅ mu a, mã eṅna mu, na woṅam hõ kwa.","When an egg falls among black ants, let it lie there, for they will walk over it without being able to do it any harm."
85,Obi nton ne kokobere kwà.,No one sells his (laying) hen without a good reason.
85,"Akoko nom nsu a, ode kyere Onyankõpoŋ.","When a fowl drinks water, it (first) takes it and shows it to the Supreme Being."
85,"Akoko di wo yoŋkõ aŵi a, pam no, na dabi obedi wo de.","When a fowl is eating your friend's grain, drive it away, for some day it will eat yours."
85,Akoko ani sã bŭrofua.,The fowl's eye is keen to see the single grain of corn.
85,"Akoko se, ‘Ade ansã a, aṅkã memẽe?’","The fowl says, ‘If it had not got dark, should I have had my fill?’"
85,Akoko naṅ ṅkum ba.,The hen's foot does not kill (her) chicken.
85,"Akoko hyeṅ kye ofie a, obere.","When a white fowl remains a long time in a house, it gets red (with earth and dust)."
86,Akoko ntakāra na ɛmã akoko yɛ kese.,It is the feathers on a fowl that make it big.
86,"Akoko ntakāra nyin a, etuatua ne hōnam mu.","When the feathers of a fowl grow, they still remain attached to its body."
86,"Wo kyere akokotaṅ a, wo tase ne mma kwa.","When you have caught the mother hen, you pick up the chickens without difficulty."
86,Obi ntwa akoko ano mmã akyɛ.,No one says ‘Good morning’ before the cock has done so.
86,"Akokobere nim adekyɛe, na ofiɛ onini ano.","The hen knows when the dawn comes, but she nevertheless looks to the cock (to make it known)."
86,Akokonini bow nsã na ne wɛre afi akōrōmã.,When the cock is drunk he forgets about the hawk.
86,"Akokonini se, ‘To tamfo ṅkō a, aṅkã maboṅ anadwo na woakum me’.","The cock says, ‘Had I nothing but enemies left, then when I have crowed in the night I should have been killed’."
87,"Okokonini, gyae wohõ kyerɛ, na wo nã ne kesua hóno.","O cock, leave off being puffed up with pride; after all, your mother was only an egg-shell."
87,"Obi mfa akokɔ nañase ade, mfa ṅkɔto akokofĩwerew nañase.",No one takes the string of beads off a fowl's leg and goes and puts it on the leg of a partridge.
87,"Akokɔ nni asõ nanso ónnyã ne sõtore a, wode bɔ no ara.","A fowl has no ears, so does not get them boxed, but it gets its beating all the same."
87,"Akokɔ-pa na ɔwo asense, asense (se), ‘Me ṅkɔ mifi hẽ?’","An ordinary fowl hatches out an asense chicken, and the asense one (asks in wonder) saying, ‘I alone, where did I come from?’"
87,"Akokɔ se, ‘Kyerɛ akyekyere tutu no’, na ono akyekyere se, ‘Na wo de, woabĕre’.","The fowl says, ‘Catch the tortoise and pluck it,’ but he (the tortoise) replies, ‘As for you, you will (lit. have tired) tire of trying that’."
87,Akokɔ ti si ahẽ na wɔrebɔ mu fe?,How big is a fowl's head that they should be striking at it?
87,"Okokonini, gyae akuntuṅ-akuntuṅ, na yeṅ ṅhĩnã ye kesua mma.","Cock, desist from self-glorification, for we are all the children of eggs."
89,"Aboa kòkosakyi nni tuo, na oṭoṅ asommeṅ.","The vulture has not a gun, but he sells elephants' tusks."
89,Aboa kòkosakyi se akasadi nti na oka sumăna so.,The vulture says it is in order to avoid payment (for what he eats) that he remains on the dung-hill.
89,"Aboa akrampã, wudi bi biṅ na obi nni wo de.","Vulture, you eat the excrement of every one, but no one eats yours."
89,"Kòkosakyi akrampã, ne diṅ anye de, na ne hõ anye hũãm.",The vulture has not a good name and its body has not a good smell.
89,"Kòkosakyi mpe ofie aba a, aṅkã onsisi sumăñã so.","If the vulture did not wish to come into the house, it would not stand about on the dung-hill."
89,"Kòkosakyi se, odompo hõ boṅ.",The vulture says that the civet cat stinks.
90,"Opete takŭra tŭa oŭira ṅkontompo a, otu tŭene.","When a vulture's feather tells its master a lie, he (the vulture) plucks it out and casts it away."
90,"Opete hō na eye ṅkwasea, nanso okyi aguare-anni.","A vulture's body is a foolish looking thing, yet even he does not eat without first having had his bath."
90,"Osansa firi ahunum' reba se, ‘Mekokyere nipa madi’, na afei akoŭia akoko.","The hawk comes swooping down from the sky saying, ‘I am going to catch a man and eat him’, and behold! he makes off with a fowl."
90,"Osansa ko abuw a, ode n'akyi gyaw akrōmā.","When the hawk goes to sit on her eggs, she leaves the akrōmā (another kind of hawk) to keep her watch (in the sky)."
90,"Akō ntakŭra, se wuhū ne ṅko a, ntow no bo, na ofi dodow mu.","A parrot's feather, if you see but a single one, do not throw a stone at it, for it comes from where there are a great many more."
90,"Akō ano ye deṅ a, obi ṅkyere no nni.","Because the parrot has a loud voice, no one catches hold of it to eat it."
90,Akō mpe se obi hū ne ṅkesua nti na otow gu duam'.,A parrot lays its eggs in the hollow of a tree because it does not wish any one to see them.
91,"Anõma biakõ wọ wo nsam' a, eye seṅ nnõmã du a ewọ ahunum'.",One bird in your hand is better than ten birds in the sky.
91,"Anõma biara wu wọ soro a, eye deṅ ara a, ne ntakara ba gu fam'.","When any bird dies in the sky, whatever happens (lit. whatever it does), its feathers come falling to the earth."
91,Anõma bone na osee ne berebuw.,The bad bird fouls its own nest.
91,Anõma de ako-nè-aba na eṅwene berebuw.,The bird makes (lit. weaves) its nest by going and coming.
91,"Anõma kese antu a, obua da.","When a big (full-grown) bird does not trouble to fly (in search of food), it goes to sleep hungry."
91,"Anõma koro di awi a, otiatia so.","When one bird alone eats the grain, it treads it under foot (there being more than it can eat)."
91,"Anõma kye dua so a, ogye bo.","When a bird remains too long on a tree, it has a stone thrown at it."
91,Anõma nãm ṅkosõ kye.,There is not enough meat in a bird to divide up (among a number of persons).
92,Anõma ne nua ne nea ọ nè no da.,It is one of its own family that a bird roosts with.
92,"Anõma ano ware a, ode didi asuogya na omfú ntwa asu.","When a bird has a long bill, it uses it for eating on its own side of the river and not for stretching across the water (to eat on the opposite bank)."
93,"Okrãmãñ a ọkọ ahayọ wañhũ, na agyinamoa na obẹyẹ dẹñ?","The dog which has gone a hunting has not had any luck, so what can the cat (hope to) do?"
93,"Wo krãmãñ se obẹkyere sóno amã wo a, ọdãdã wo.","When your dog says he will catch an elephant for you, he is deceiving you."
93,"Okrãmãñ se oremfa oyere da, na ofa oyere no, ofa n' agya yere.","The dog says he will never commit adultery, but when he does so, he commits it with his own father's wife."
93,"Okrãmãñ ne atiremsẹm da ne bo, na ẹna ne tirim.","A dog's thoughts lie in his chest, but not in his head. (That is, he is always barking (talking) and never keeps anything to himself.)"
93,"Obi se wo se, ‘Okrãmãñ ani yẹ anañ’ a, oboa, abieñ yẹ ṅhwĩ.","If any one says, ‘A dog has four eyes’, he is lying, two are (tufts of) hair."
94,"Wo nè krāmãñ bo abusũa a, nisu mpa wo ani ase da.","If you take a dog (i.e. a quarrelsome, noisy person) as a relation, tears will never dry in your eyes."
94,"Okrāmãñ anom ye no de a, oñwe ne koñmu nnawa.","Even when a dog's mouth is watering, he does not gnaw at the bells round his neck."
94,"Okrāmãñ fa kesua a, ebebo wo n' anom.","When a dog picks up an egg, it will break in his mouth."
94,"Okrāmãñ na obu be se, ‘Ade kese nyera’.","The dog has a proverb which runs, ‘A big thing does not get lost’."
94,"Okrāmãñ si pata so na enyé ono na oforee a, na obi na omãã no so sii ho.","When a dog is (found) up on top of the store rack, and could not have climbed up himself, then some one must have lifted and put him there."
94,"Okrāmãñ se, ope 'mirika-húnu atú, na menne se n'ase guan atew ayera.",The dog says he likes to run about without any particular reason; how much faster will he run when he hears his mother-in-law's sheep has broken loose and is lost.
95,"Agyinamoa wo p̃afo a, aṅkã oye nnam kyeṅ krãmãṅ.","Had the cat only some one to help it, it would be sharper even than the dog."
95,"Agyinamoa nam fie s̃e ne kotoku a, anad̃oboa mfa ne nsa ntom'.","When the cat walks about the house carrying his bag, the night animal (the mouse) does not put his hand inside."
95,"Agyinamoa wu a, ṅkura yam'.","When the cat dies, the mice rejoice."
95,Agyinamoa akoa ne botokura.,The cat's slave is the mouse.
95,Obi ṅkyere agyinamoa akrommo.,No one teaches a cat how to steal.
95,Obi ṅkyere agyinamoa apákyi mù fǐé.,No one teaches a cat how to look into a calabash.
95,"Aboa agyinamoa nni biribi, nanso owo ahõohare.","If the cat has nothing else, it has agility."
96,"Aboa agyinamoa nim se ntṷẽmu ye de a, ankã ọtṷẽ ne mu du Abṷrokyiri.","If the cat really thought stretching itself (after a sleep) was a delightful sensation, it would go on stretching and stretching till it reached to Europe."
96,Oguanteṅ ṅwo aberekyi.,A sheep does not give birth to a goat.
96,Nea oguaṅ gyinae na ne ba gyinae.,Where the sheep stands its kid stands.
96,Obi mfa aberekyi nto guanteṅ hṍ.,No one compares a goat with a sheep.
96,"Oguaṅ bewu, na onnyã ṅwui a, wọmfre no guaṅfunu.","When a sheep is going to die, but is not yet dead, it is not called a dead sheep."
96,"Oguaṅ ano kã ṅkyene a, onnyae ẅe.","When a sheep's mouth touches salt, it does not stop eating it."
96,Oguaṅ funu mpaw ọsekaṅ.,A dead sheep does not choose the knife (it is to be cut up with).
96,Oguaṅ wuda ye ọdesãni wuda.,The day on which a sheep dies is also the day on which a man dies.
96,"Oguanteṅ se, ‘Mefḭwe ọsebo na mawo no so’.","The sheep says, ‘I shall look on a leopard that I may give birth to one like it’."
97,"Odwɛnnini yɛ asisi a, efiri ne kɔma emfiri ne mmɛn.","When a ram is brave, (its courage) comes from its heart and not from its horns."
97,"Aberekyi se obɛdan guantɛn a, tuntum mpa mu da.","Though the goat determines to turn into a sheep, there will always be a patch of black somewhere."
97,"Aberekyi se, obi nnamtew ṅkowu.",The goat says no one will (willingly) walk to his death.
97,"Aberekyi se, nea abogyabum wɔ no, ɛho na adidi wɔ.","The goat says that where there is much blood, there is food."
97,"Aberekyi se, ‘Woato me nã, na woanto me’.","The goat says, ‘They have bought my mother, but they have not bought me’."
97,"Aboa aberekyi na obu ne bɛ se, ‘Ade pa na wokata so’.","The goat has a saying which goes, ‘A good thing is (sure to be) covered over’."
97,"Nantwi mmɛn ani awo, nso ase yɛ mono.","The outer surface of a cow's horns is hard, but underneath is soft."
97,Obi ntɔ nantwi nammɔn.,No one buys a cow's footprint.
97,Ɛnyɛ nantwi ṅkɔ na ofiri Sàruha baa Kumase.,It is not only cattle that come from Salaga to Coomassie.
98,Opoŋko mmaŋ kwa.,"A horse does not turn to the side without a cause. (That is, it is answering to the rein.)"
98,"Opoŋko agyimi a, nea ote no so nnyimii e.","Though the horse is a fool, it does not follow at all that the rider is a fool."
98,"Opoŋko aŋko osa a, ne dua ko.","If the horse does not go to war, its tail does."
98,"Opoŋko wo dua, esóno wo dua, na opoŋko de kyeŋ sóno de kākrā.","A horse has a tail and an elephant has a tail, but that of the horse is a little larger than that of the elephant."
99,"Akura te sɛ nantwi a, na agyinamoa akoa ara neŋ.","Even if the mouse were the size of a cow, he would be the cat's slave nevertheless."
99,"Akura se, ‘Nea okum me nye me yaw sɛ nea ode me fiwe fam’.","The mouse says, ‘He who kills me does not hurt me as much as the one who throws me on the ground’ (after I am dead)."
99,"Ŋkura dɔdow bɔre tũ a, eŋŋo.","When a great number of mice dig a hole, it does not become deep."
99,"Aboa kisi nyã fufũ a, obedi, na owoma na eŋko ne boŋ mu.","When the rat gets fufu (pounded yam, cassava, &c.), he will eat it, but the pestle (used for pounding it) does not go into his hole."
99,"Okisi kofa adwe na Oŋyàmέ bɔ-ayeremu a, odaŋ atwene.","When the rat goes to eat palm nuts and the Supreme Being flashes the lightning, he throws them away."
99,Okisi apo adwe.,The rat is tired of palm nuts.
99,"Okisinini aŋhũ adwe-bɔ, na obére bɔ a, owe bi.","When Mr. Rat does not know how to crack a palm-nut kernel, but Mrs. Rat does, he eats some (of her's)."
100,"Woko okisi kŭrom' na ọwẹ ṅṅwẹa a, woowe bi.","When you go to the rat's town and he eats palm-nut kernels, you eat some too."
100,Obi mfi aboa no anim mmọ hama.,No one begins to twist creepers into a rope in front of an animal (he hopes to catch).
100,Aboa a obẹba nnim waw.,The animal that is coming (towards the hunter) knows nothing about the man lying in wait for it.
100,"Aboa a ne họ wọ nhwi fi fifiri a, wonhũ.","When an animal with a hairy skin sweats, it is not (so easily) noticed."
100,"Aboa bi rẹnka wo a, ọnnwẹn ne sẹ nkyerẹ wo.","When an animal is not going to bite you, it does not show its teeth at you."
100,Aboa ne nea ọwẹ wura wọ wuram'.,It is the animal that eats grass that lives (is to be found) in the grass.
100,Aboa no nhintaw nnyaw ne dua.,That animal does not hide and leave its tail sticking out.
100,Aboa no kaw nea n'ano sõ.,That animal bites wherever its mouth reaches to.
100,"Mmoadõmã ṅhĩnã fi fifiri, na nhwĩ na emmã yẹnhũ.","All animals sweat, but the hair on them causes us not to notice it. The saying is used in the sense that a rich or powerful man can bear losses or troubles better than a poor one, though both may equally have their worries."
101,"Dom gu a, woŋhyeŋ no abeŋ.",When an army suffers defeat a horn is not blown in its honour.
102,"Dom ṅnui a, woṅkaṅ atofo.",The slain are not counted before the (hostile) army has been routed.
102,"Dom, wokõ no abooduru, na woṅkõ no ahĩ-dodow.","An army is driven back by courage and not by insults, however many."
102,"Dom kum ano-sese-ade, na dom ṅkum dommarima.","The (victorious) army slays him who shouts out challenges and insults, but it spares the brave man."
102,Dom nnim dom akyi.,An army does not know what is at the rear of an army.
102,"Obarima, voye no dom āno, na woṅyé no fie.",A man is made in the forefront of battle and not (by remaining) at home.
103,"Okõ aba a, na nsise aba.","When war has come, rumours have come."
103,"Okõ ba a, na nsise bo kŭrow.","When war comes, it is rumours that cause the fall of the town."
103,"Wokõ, ko wo anim a, na wuyi dom.","When you fight and press on to your front, then you will conquer."
103,"Wokõ ṅkrãṅ na eṅko a, wontwene abe ṅṅu mu.","When you are fighting black ants and they will not go away, you do not peel palm nuts and put amongst them."
103,"Wokõ na wunyi dom a, womfá nnommúm.","When you fight and do not win, you do not lead away captives."
103,"Osa, woko no ṅkatae dodo.",Many gun-lock covers go to war.
104,"Osa, woko no woŋ agya mma.","When one goes to war, it is against one's father's children (i.e. brothers by one father but by different mothers)."
104,Obi nturu yarefo ṅkó 'sá.,No one carries a sick man on his back when going to war.
104,"Obòfó à wókodi nò yaw na otuo apae akã ne nsa yi, na wo de, woso brode bedew reko hẽ?","The hunter to whom you serve as attendant has been wounded in the hand by the bursting of his gun, so, as for you, where are you setting off to with the bundle of plantains?"
104,Obòfó aboa a wafõm no bíara nye ketewa da.,No animal that a hunter has ever missed is small.
104,"Obomofo, a woakum pete (a wonn ine nãm), woasee wo atuduru.","Hunter, who have killed a vulture (the flesh of which cannot be eaten), you have wasted your powder."
105,Obomofo aboa a oko na osõ.,To the hunter the animal that gets off is (always) the big one.
105,Obomofo din bata sõnnam hõ.,The hunter's name clings to the elephant's meat.
105,"Obomofo fi wuram ba na okura mmere a, wommisa ahayo mu asem.","When the hunter comes from the bush carrying mushrooms, he is not asked for news of his hunting."
105,"Obomofo ko wuram' mã osu to afiwe no, mã ntummoa keka ne hõ, mã awow ade no, mã ofiwerem' awo no, ne nhinana ye due na mede memãe.","When a hunter goes to the bush and is beaten by the rain, and bitten by flies, and suffers from the cold, and is pricked by thorns, all these hardships are included, when I tell him I am sorry for him."
105,"Obomofo kotew dua na aboa amma a, osan ba ofie.","When the hunter crouches behind a tree, but the game for which he is lying in wait does not come, he returns home."
105,Obomofo nnim aboa yarefo.,The hunter does not spare (lit. know) the sick animal.
105,"Osu to na obomofo bekum aboa a, efi ne katae.","If the rain falls and the hunter kills an animal, that is thanks to the skin cover of his gun lock."
105,"‘Gye akyekyere komã agya,’ nso ye ahayo ?","‘Here take the tortoise and go and give it to father,’ would you also call that hunting?"
106,Enyɛ obi nè bomofo na ekɔɔ wuram'.,"No one went with the hunter to the bush (i.e. there is no one to contradict you, for you were alone when it happened)."
106,"Otuo nyã otiafo a, na odi abaninsem.","It is (only) when a gun has a man to cock it, that it performs war-like deeds."
106,"Otuo paé kã obomofo a, wommisa nea odi obofo nam.","When the gun bursts and wounds the hunter, the man who happens to eat venison is not blamed for the accident. (Lit. is not asked about it.)"
106,Otuo mpae Abŭrokyiri mmɛkã onipa wo Abibirim'.,A gun does not burst in Europe and wound a man in Africa.
106,"Wo atuo sŭa a, na wo asɛm sŭa.","When your guns are few, your words are few."
106,"Otuo tã hŭaṅ a, na ɛ ne poma sɛ pɛ.","When the lock of a gun is out of order, it (the gun) and a stick are just alike."
106,Otuo ntow aboa bi nnyae ṅkohyehye aboa bi ĭwere mu.,A gun-(shot) does not wound one animal and cause pain to another animal. (Lit. the skin of another.)
106,"Otuo yera nĭfã mu nà èkofi adoṅteṅ mu a, na eṅkɔɔ bãbi ɛ.","When a gun (a soldier) is missing from the right flank of the battle and appears in the forefront of the fight, it did not go amiss."
106,Tw̌erebo nti na otuo di abaninsem.,Thanks to the flint-stone the gun performs warlike deeds.
107,"Oba a obeye yiye, wonyen no kete-pa so nko.",The child which is to turn out any good is not reared entirely on (even) a beautiful mat.
107,"Oba se ose, nanso owo abusua.","A child (may be) like his father, but he belongs to the mother's side from which he takes his name."
107,"Oba nsu a, womma no nufu?",Is it only when a child cries that he is given the breast?
107,"Wo ba ne to gu wo sere so a, wode baha na eyi, na womfa osekan ntwa.","When your child's excrement falls on your lap, you wipe it off with dry plantain fibres, but you do not take a knife and cut (the place) off."
107,"Wo ba saw asa-bone a, se no se, ‘Wo asaw nye fe’, na nse no se, ‘Okra, tete gu mu’.","When your child dances badly, tell him, saying, ‘Your dancing is not good’, and do not say to him, ‘(Little) soul, just dance as you want to’."
108,"Wo ba sisi wo kora ba a, enyé, nanso wo kora ba sisi wo ba a, enye.","When your own child cheats your fellow wife's child, that is not right, and when your fellow wife's child cheats your own child, that is not right either."
108,Oba-bone nnim kasakyere.,A bad child does not take advice.
108,Nea abofra pe ototo.,What a child wants he buys. (Said of a foolish person who must have everything he sees and fancies.)
108,Abofra bo ṅwaw na ommo akyere yere.,"A child breaks a snail, but he does not break a tortoise."
108,Osekaṅ-fua na egye nehõ abofra nsam'.,It is the knife-blade without the handle that frees itself from the hands of a child (by cutting him).
108,Abofra nsam' ade nye hye-nã.,It is not difficult to fill a child's hand.
108,"Woye abofra a, nserew akwatia.","When you are a child, do not laugh at a short man."
108,"Abofra nte ne nã nè n' agya asem a, eye mmusu (... odi aduaṅ a ṅkyene nnim').","When a child does not hear the words of its father and mother, there is misfortune in that (... he partakes of food in which is no salt)."
109,"Abofra hũ ne nsa hohoro a, na ọ ne mpanyiŋfo didi.","When a child knows how to wash his hands thoroughly, he and (his) elders (can) partake of food together."
109,"Abofra tŭa fufū a, otŭa nea ẹbẹko n'anom'.","When a child cuts off a piece (of boiled) yam, he cuts off what will go into his mouth."
109,"Abofra kā na ẹŋkọ opanyiŋ nsa, na n'aduaŋ de ẹko panyiŋ anom.","A child's ring does not go on an elder's finger, but as for his (the child's) food it goes into the elder's mouth."
109,Obi nsoma abofra ńfwẹ n'ani akyi.,No one sends a child on an errand and looks to see if he is pleased or not.
109,"Wọkọ kŭrow bi mu, na d̆wom a mmofra to no na mpanyimfo na ẹto gyaw wọŋ.","When you go into some village, the songs which the children sing, the old folk once sang and left behind to them (that is, tradition is handed down)."
110,"Abofra sũ a, wommo no duam'.","When a child cries, he is not bound to a log."
110,"Abofra ye nea wonye a, ohũ nea wonhũ.","When a child does what is not (usually) done, he perceives what is not (usually) perceived."
110,"Abofra ye nea opanyin ye a, ohũ nea opanyin hũ.","When a child does what a grown up person does, he sees what a grown up person sees. (Meaning, he is punished as a grown person is punished.)"
110,"Abofra boápa wù a, woboápa sié nò.","When a child pretends to be dying, (the best thing to do) is to pretend to bury him."
110,Abofra a okọ asu na obọ ahina.,The child who goes for water is the one who breaks the pot.
110,"Abofra bọ mmusu akroṅ a, ofa mu anum.","Out of nine mischievous tricks a child thinks to play on others, he suffers for five of them himself."
110,"Abofra kọda gya na opere hṍ a, ne ntama hyew.","When a child goes to lie by the fire and is fidgety, his cloth catches fire."
110,Abofra ṅfĩwe ọkwanseṅ ase kwa.,A child does not look into the soup pot for nothing (he expects to be given some).
110,"Abofra ketewa bi te fi kẹse bim' a, mã nò due, na wahũ amanne","When a small child lives (alone) in a great big house, pity him, for he has seen misfortune (that is, he has responsibility beyond his years)."
111,Abofra kotow panyiṅ ṅkyeṅ.,The child squats beside the elder.
111,"Abofra ano ye deṅ a, ode hyeṅ abeṅ, na omfa ṅhyeṅ woadúru.","Even when a child has a strong mouth, he blows a horn with it and not a mortar."
111,"Abofra se okoforo dunsiṅ a mã omforo, na okosõ anim asaṅ aba.","When a child says he is going to climb the stump of a tree, let"
112,"Abofra se obeso gya mu, mã onso mu, na ɛhye no a obedaŋ akyene.","When a child says he will catch hold of fire, let him catch hold of it, for when it burns him he will (soon) throw it away."
112,"Abofra se obeye mpanyinne a, mã onye, na ebia obenyã opanyin a, obi nnim.","When a child says he wants to act as if he were already a chief, let him do so; as to whether he will ever become one, that no one knows."
112,"Abofra sika te se anyaŋkôma gya, wotwa so a, na adum.",A child's gold dust is like a firebrand of the anyankoma tree; when it is broken up it soon burns out.
112,"Abofra sũa adwini-di a, enye osebo ŋhôma na ode sũa.","When a child is learning his trade as a leather worker, he does not practise on a leopard's skin."
112,"Mmofra hũ kore a osu ato aboro no a, wose oye opete.","When children see an eagle draggled by the rain, they say it is a vulture."
112,"Mmofra ŋ'kotu a, woaŋhũ tu; mpanyin ŋ'kotu a, wotiatia so.","When children go to pluck them (the mpempema mushroom), they do not do so skilfully; when grown-ups go to do so, they trample on them."
113,Obi nsoma abofra osoro na oṅhũaṅ' ase antwĕri.,No one sends a child up aloft and then knocks away the ladder from beneath him.
113,Obi nsoma abofra na ommefa no so abufuw.,No one sends a child on (a difficult) errand and gets angry (if he does not perform it well).
113,"Opanyiṅ fere ne mma a, na ne mma suro no.","When an elder (a parent) is strict with his children, then his children fear him."
113,"Opanyiṅ se ná wanyé à, mmɔfra nsuro no.","When the grown-up threatens to punish, (lit. says) but does not carry out his threat (lit. but does not act), the children do not fear him."
113,"Opanyiṅ kyɛ a, edw̃o.","When an elder portions out the dish, it becomes cool. (A wise (old) man knows how to settle disputes)."
113,Opanyiṅ nyiṅ wo ne batw̃ew.,An elder grows at the elbow (i. e. becomes rich).
113,Obi ututu anomã ṅkokyerɛ opanyiṅ.,No one plucks a bird and goes and shows it to an elder (to inquire its name).
113,"Opanyiṅ di nsem ṅhĩnã akyi a, oman bo.","If an elder were to follow up every (little) offence (in order to inflict punishment), a people (nation) would (soon) go to ruin."
113,Opanyiṅ nni abansosem akyi.,An elder gives no heed to idle rumours.
114,"Opanyiŋ a wanyiŋ né nea wako Asante aba, ne nea wako Abŭrokyiri aba, atorofo a ewo omaŋ mu neŋ.","The elder who has grown very old is the one (who says) he has gone to Ashanti and returned; (who declares) he has been to Europe and back, a liar among the people is he."
114,"Opanyiŋ didi adibone a, oyi n'asaŋka.","If an elder eats greedily, (he finds) he has to remove his own dish."
114,"Opanyiŋ due, ‘Mante, mante’.","An elder evades responsibility by saying, ‘I have not heard, I have not heard’."
114,"Opanyiŋ begye me nsam' akoŋŋua a, onnyé asase a mete so.","Though an elder may take from my hand the stool I sit on, he cannot take from me the ground I sit on."
115,Opanyin mɛ̃ nsòno.,"An elder can satisfy his hunger with his intestines. (That is, he has other resources to fall back on when needs be, when hunger (used metaphorically for trouble) overtakes him.)"
116,"Opanyiŋ nè mmofra hũ nantew a, wosoa ne boṭo.","When the elder and the children know how to adapt their steps to one another's, they (the children) carry his bag."
116,Opanyiŋ anim asɛm ye ọkã-nã.,It is not an easy matter to speak face to face with an elder.
116,Opanyiŋ ano seŋ sumaŋ.,(The words from) the mouth of an old man are better than any amulet.
116,Opanyiŋ tirim na wóhọ̀n akũmã.,It is on the elder's head that the axe-head is knocked off (the shaft).
117,"Opanyiṅ to asã a, na ewo mmofra de mu.","When the old man's bottom is flat, its fatness has gone to the children."
117,Opanyiṅ ntõ bo-hyew nto abofra nsam'.,An elder does not roast a hot stone and place it in the hand of a child.
117,Opanyiṅ ntrã ofie na asadua mfow.,The elder does not sit in the house and (allow) the loom to get wet.
117,"Opanyiṅ wo ṅkwã a, onni mfensã.","Even when an old man is strong and hearty, he will not live for ever."
117,"Mpanyimfo na ebu be se, 'Gya me naṅ', na wonse se, 'Gya me ti'.","Experienced men have a saying, 'Leave my legs alone', but you will not hear them saying, 'Leave my head alone'."
118,"Mpanyimfo se, ‘Maye se wo pei’.","The elder (lit. elders) says, ‘I have done as you (are doing now) once upon a time (or, I was as you are)’."
118,"Se mpanyimfo pe wo atɔtɔ awe a, wunhuruw ntra ogya.","If the old people want to roast and eat you, you do not jump over a fire."
118,"Mpanyimfo ye wo guanŋuan, na se wuguan a, akyin no woserew wo.","When the grown-ups (frighten you to) make you run off, and you do so, afterwards they laugh at you."
118,Akwakora te ho ansana wowoo panyin.,An old man was in the world before a chief was born.
118,Aberewa a onni se no n'atadwe gu ne kotokum'.,The old woman with no teeth has ‘tiger’ nuts in her bag. (She may have some reason unknown to you for keeping them.)
118,"Aberewa fwe akoko, na akoko fwe aberewa.",The old woman looks after (her) hens and the hens look after the old woman (by laying eggs and hatching out chickens for her).
118,"Aberewa ko asu a, obeba, na ne ntem na yerepe.",When an old woman goes to fetch water (we know) she will come
119,"Aberewa nim ade a, ónnye ne baṅ.","If an old woman (says) she knows (every)thing, let her put up her own fence."
119,"‘Makyẽ, makyẽ,’ kum aberewa.","‘Good morning, good morning,’ (eventually) kills an old woman."
120,"Ohem-mone nni bābi, na osafohene-bone na owo bābi.","There is no such thing anywhere as ‘a bad king’, though ‘a bad vassal chief’ may be found."
120,"Ohene a obekum wo mmae a, na wokaṅ ahene dodow a woasōm?","When the chief who will kill you has not yet come (on the stool), can you count how many chiefs you have served under?"
120,"Ohene bi bere so wohu, na obi bere so woáyére.","In one chief's reign skins are treated by having the hairs singed off, in that of another the skins are spread in the sun. (Times and manners change.)"
120,"Ohene bedi wo kasa a, efi mamfo.","When a chief is going to compel you to do something, he does so by the authority of the people."
121,"Ohene bekum wo a, ennim ahamatŭẽ.","When a chief is going to kill you, it is useless consulting the lots."
121,"Ohene nè wo kã a, na okum wo.","When a chief and you are on (too) intimate terms, (some day) he will kill you."
121,"Ohene anim na woŋkã, na n'akyi de, wose.","One does not speak out one's mind in the presence of a chief, but behind his back one does."
121,"Ohene nufu dẽsõ a, amansãñ na enũm.","When a chief has plenty of milk, then all people drink of him."
121,"Ohene nyã ahõtrãfo pa a, na ne bere so dwo.","When a king has good councillors, then his reign is peaceful."
121,"Ohene nnyã wo a, na wuse, ‘O nè me kã’.","As long as a chief leaves you alone, you say, ‘He and I are good friends’."
121,Ohene asõ te se 'sono asõ.,The ears of a chief are as the ears of the elephant (i.e. he hears all that is going on).
