page,twi,eng
32,abá,"welcome, salutation; mã-, to welcome; wemã yeŋ abá mãe, they gave us a hearty welcome."
32,abá-ó,"abóó, int. Aky. F. welcome! hail! Mt. 27,29. 28,9. Gr. § 147,5."
32,"baá, v.","to extend, spread out, to open, s. mpasũa; cf. bae. - red. baabaa; bb. ntama no. - baa mu, to make or give way between; syn. yerew mu. - ne hɔ baá no, he is at ease, happy; syn. sepew. - ɔsɔ mã ne hɔ baa no, he is very stout or big."
32,baa,"place, spot; mmaá nyináa, everywhere; s. baabi, baw, bew, bea, bere. - ne mmaa-nyinaa-wo, his omnipresence, ubiquity."
32,"ɔ-báa, pl. m-","Ak. F. woman, female = obéa, ɔ(baa)basia; cf. abaawa. pr. 18 ff. 1505. - ntama yi ye ""beyii mmáa sɔ"", this cloth is of a better quality; sukũfo yi ye ""beyii mmaa sɔ"", these pupils are superior to their class mates (in knowledge, bodily strength &c.)."
32,"abaá, pl. m-","(contr. for abawa, a small branch) wand, rod, whip, cane, stick for beating, cudgel; F. blow, stroke; pl. blows, strokes; cf. dua, nsabaa, ŋkoba, aporibaa, poma, twom, mpire, sikafere. - Phr. bɔ or twa..abaa; bɔ, di, hwehwe, kā or twa..mmaa, to beat or strike with a rod, whip &c., to flog, cf. hwe & Gr. § 209,3; wo abaa a woabɔ me no ante me, s. te, to feel. - di abaa, to receive a flogging or blows; odii abaa, he received a flogging; odii no mmaa, he gave him a fl. pr. 31. 1450. - ɔbɔ woŋ-dwonto nom' abaa, he is their singing-master; bɔ mmaá mù, to beat two flat sticks together to beat time in singing or dancing. - bɔ..mu abaa, to disperse, syn. hwete; wabɔ mmofra no mu abaa, he has driven away the children. - shwehwe woŋ asɔ abaa (kwa), it makes no (lasting) impression on them."
32,"abaá, a game",sticks thrown on the ground parallel to or across each other; s. agoru.
32,"mbaa, inf.","F. s. ba & mmae; the act of coming, advent."
32,"bãa, pl. a-","[con. ne bãa] bough, branch of a tree or of a river; cf. basa, baw, dubãa."
32,bãa,"a playing-card with 6 figures in 2 rows. - abaabã, s. abá."
32,"bàba, babasó",a disease of the genitals; chronic gonorrhea; cf. okramaŋ.
32,"babaá, Aky.","babawá, pl. m-, = bobaa; F. a withe, cane, used for roofing &c.; s. twintwam, v."
32,"babaaba, pl. m-","F. a faggot = babaa, bobaa."
32,"ɔ-bábaa, pl. m-","Ak. F. [ɔba, child, ɔbaa, woman] daughter = ɔbábea."
32,"abábáá, abábáwá, Aky. abayewa, pl. m-","maiden, young woman, married or not, who has not yet given birth to a child; syn. abeafó."
32,"bàbaba(ba), baábáábáá, adv.","profusely, said of raining and of the gushing of tears; cf. osu & nusu; osũ b., she weeps so that tears trickle down."
32,"baábáa, baábáe, red. v.","s. baa, bae, anim abaabae, anobaabae."
32,baabádóm,"an army in dispersion; wo ye b., syn. wobɔ petẽ."
33,babaduá,the ornamental top on a state-umbrella.
33,Baábáe-(a)ntwà,pr. n. an epithet of the Asantes; cf. Bae.
33,ɔ-babanimba,"pl. m-, F. a young man."
33,ɔ-bábaniŋ,"F. obabanyiŋ, pl. m- [con. ne báb.] son. ɔ-bábarimá, pl. m- [con. ne bábarimá] son."
33,ɔ-baabasía,"pl. m-, Ak. woman. pr. 51. Prov. 31, 29; s. ɔbea, ɔbaa, ɔbasia; cf. akatasia, akatamasiaba."
33,babasó,= bába.
33,bábära-haa,"very much, too much; very many, too many; syn. bebërebë."
33,babawá,"pl. m-, Aky. = babaá, bobaá."
33,abábàwá,s. abábàá.
33,babaayémfi,"babayénter, s. bob..."
33,ɔ-bábea,pl. m- [con. ne bábea] daughter = ɔbabaa.
33,ɔ-báabére,"ɔbáaberé, pl. m-, a fine, beautiful, delicate woman."
33,baabí,"F. beebi, some place, somewhere; elsewhere. pr. 31. 32; cf. baa, beabi; ne baabi, his place; ne b. a ɔnseŋ, his not being confined to space. K.§ 165. — kotrã wo b., go wherever you please! mékɔ b. = mekɔ dua-so. — (ne) hō b., (euph.) the female genitals. — baabi-báabi (mmaabí-mmáabi), in different places, here and there. — onyamesom nè kūrow yi atɔremude mfá baabi nsi this town do not agree, — are diametrically opposed. — yebisaa no sε asu no mu b. nnɔ nseŋ b. ana? na ose: b. dɔ seŋ b., we asked him, whether the water was everywhere of the same depth; whereupon he answered: It is deeper in some places than in others; ési baabí à ásì, (let) come what may! pr. 2918. — baabi asse, (euph.) the king (or a person of rank) has died, is dead."
33,baabífó,"people of other places; b. mu asempaterew, foreign missions."
33,baabíara,anywhere; in negative sentences nowhere. pr. 2306.
33,A'bàbíó,pr. n.; s. ɔkra.
33,ɔ-bábɔ́,inf. [bɔ..ba] 1. beckoning and calling to come. — 2. a girls' play; s. agoru.
33,ɔ-báa-boníŋ,"pl. m-, a barren woman. Ps. 113,9."
33,ɔ-bábʊŋ,"pl. m-, a healthy young man, a man in the prime of youth; cf. buŋ. abábʊmma, pl. m- [dim.] lad, stripling. ɔ-báabʊŋ, pl. m-, a young woman in the state of puberty, maiden, damsel, virgin. Gen. 24, 16. — ɔb-ye, inf. virginity, maidenhood."
33,ɔ-báabumma,"pl. m- [dim.] girl, lass, young woman of 12—16 years."
33,abadàè,"F. abadaa, the intense yearning for a child. pr. 3182; cf. ɔdae."
33,abá-de,"pl. id. portion of a child, portions for children; what is due to a child. Ex. 21, 9."
33,abà-diakyiri,the last-born child; ɔba a odi akyiri.
33,Abadie,one of the original families of the Tshi people; cf. App. D.
33,badíŋ,"pl. id. the name of a child; family name, surname; dapeŋ mu nnafua so b., proper names of persons, according to the week-day of their birth (Gr. § 41,4); syn. akradiŋ."
33,abádōmãá,"ɔbád., pl. m-, a fine, tender, young, little child, infant."
33,abadōmãba,"pl. m-, f. id."
33,Bàdú,"pr. n. of a man who is the tenth child of a mother. Gr. § 41,5."
33,Bàdúwa,likewise of a woman.
33,abaduabá,"ɔ., s. abed..."
33,abà-duasá,"wáwò áb., she has given birth to (thirty, i.e.) plenty of children; cf. Gr. § 80,3."
33,ɔ-baduedúefó,"oduedúefó, pl. m-, rambler, rover, stroller, vagabond; cf. due, v. 7. pr. 14."
33,abadwee,"F. a man with a withered hand. Mt. 12, 10. Mk. 3, 1."
33,ɔ-badwémmá,"pl. m-, a pensive, thoughtful, prudent, reflecting, considerate, sensible, intelligent person [fr. ɔba, dweŋ, ɔba; swɔ ɔbanimdefɔ nè ɔbanyansāfo ntām]."
33,ɛ-bádwóm,s. ŋŋwɔŋkoro.
33,baé,"(mu), v. to disjoin, part, separate, cleave, sunder, rend; to un-ravel, loose, loosen, unstitch, unroll; to distend, extend, expand, spread, spread out; — to become loose;"
34,baé,"gape; perf. to be loose. - red. baabae, baebae. - syn. baa, gua, guae, pɔŋ mu, sɔŋ mu, tew mu, terew mu, yerew mu. - Woabae = woagyimi. - nsu no mu baee, the waters were divided. Ex. 14,21; ɔtam no abae. - bae ŋhwi, sare, ŋwura, ntama, ŋhoma, hyeŋ mu abrannaa no mu! baabae asawa no mu! - Mómmaem'! open your ranks! make way for going through! ɔnántew ye-baeem' a emmae, we made great efforts to get onwards, but in vain. - wabae ne naŋ mu (agyina), he stands with his legs apart, straddles; ɔbaee (wɔŋ) mu, he put (them) in array; wobaee mu, they put themselves in array. 1 Chron. 19,9-11; s. mpasua. - ne hɔ bae no = ne hɔ baa no. - n'ani so abae no, he is recovering."
34,baé,"inf. s. ba, to come & kɔree."
34,"Bàe, Baebáe, Baébáe-(a)ntwà","surnames of the Asantes, as an endless host coming, or, extending so far that they cannot be surrounded."
34,ɔ-baéŋkɔ̀(rɔ),one who came and did not go any more. pr. 34.
34,baébàe,"red. v. l. s. bae; dua no ab., the tree has spread. - 2. anim baebae, the day breaks; s. buebue."
34,"àbàéfɔ́, àbééfɔ́","pl. id. [nea obae foforo] 1. new-comer, new beginner, novice, learner; fig. new fashion. - 2. a kind of perfume, consisting of the roots and skin of a creeper; s. ohũãm."
34,abaesaba,"F. = abasiaba, abofraa, ababaa. Mk. 5, 39."
34,bafã,F. = basafã.
34,bafáŋ,"Aky. bafáne, pl. m-, 1. a child who did not learn to walk the first 2-7 years. pr. 35. 241. 470. - 2. rachitis, the rickets, a children's disease. - 3. sluggard, lazybones; onihafo. abafan-núru [bafan, aduru] a medicine to cure rachitis. pr. 2713."
34,abafanto,"(obs.), 1. a roof plastered with mud. - 2. the making of such a roof; shɔ adaŋ de, womfa sare ŋkuru so; dɔte na wode tare so se nsemso ye no ab., na osu gu so a, efa akwaŋ a wɔayeye mu gu fam'."
34,"ɔ-báafow, Ak. ɔ-báafɔ́ɔ",1. (one who came a-foraging) forager. pr. 36. - 2. title of the ɔsahene. - 3. mmeraŋ bi = ɔbarima.
34,"abafrá, abafraba, mbafraber, mbafram","F. = abofra, abofraa, mmofrae."
34,bàfua,"a single thing or person, one and the same thing."
34,bafuw,"F. a. & adv. abundant, plenteous."
34,ɔ-báagofɔ,pl. m- [nea onè mmaa goru] fornicator; syn. mmeapɛfo.
34,"ɔ-báagófɔ́, ɔbaagofɔ","pl. m-, a woman who is fond of playing."
34,abágow,"F. relaxation or slackness of the arms; ɛyɛ me ab. = atu m'abasam', amã mapa abaw; discouragement."
34,báguá,"[bɔ agua] public assembly, congregation, council; - ɔfra baguam' or baguafom', he is a member of the council."
34,"abaguadé, baguadé",[bagua ade] share of fees for attending a palaver. pr. 37. 370. 2966.
34,baguafó,"(sing. baguaní), elders and other persons met in council or assembled for public discussion, councillors. Acts 5, 21."
34,bagya,a fourfooted beast. pr. 38.
34,bagye,As. a large fishing-net.
34,ɔ-bágyé,inf. [gye .ba] exhortation to continue in a speech.
34,a-bágyé,"inf. [gye ɔba] adoption. Rom. 8, 15. 23."
34,ɔ-ba-gyigyéfó,"pl. m-, 1. nurse, nursing mother. 1 Thess. 2, 7. - 2. a mischievous child; one gets others into trouble. pr. 15."
34,bahá,"(dec., = mposae, com.), dry fibres of the bark of the plantain stalk. pr. 10. 569. 629. - ɔsome som tuu mu b., he served (very) faithfully."
34,baha,"F.: to b., to faint; cf. haw."
34,bahaa,"F. plentiful, numerous."
34,"ɔ-bá-huhuni, obahúhuni, ɔbáhúhuni","pl. m--fo, a worthless fellow; son of wickedness. 1 Sa. 2, 12. s. ahuhufo."
34,abá-hyé,"onim ab., he teaches his children how to work and behave; ɔkyere ne mma adwumayɛ nè amanne pa."
34,"ɔ-baifó, better: ɔbayifó",...
34,baká,"pl. m-, lagoon, lake communicating with the sea; F. lake, pond; cf. otare."
34,mbakã,F. a horn of a woman's hair.
35,Abakamade,one of the original families of the Tshi people; cf. App. D.
35,abákáŋ,"the eldest child, the firstborn; the state or birthright of a firstborn son. — abákán-yé, inf. birthright. 1 Chron. 5,1."
35,baká-nómá,"lagoon-bird, river-bird, heron, stork &c., snipe."
35,bakásìànepo,"a bird, s. otwiroŋku."
35,abákó,a kind of brown wood used for furniture; oil is made of the seeds in Akem. — the mahogany-tree.
35,bàakó,"one. pr. 27; obàakó, one person. pr. 446ff. Gr. § 77. 80,2. — mmàakó-mmàakó, one by one, each. pr. 2548. 3258. — baakó, ob., obaakó ought to be used of persons, biakó of things. — Cf. biakó."
35,ɔ-bàakófó,"a single, solitary person. pr. 455-459."
35,ɔ-báakonimma,"dim. of the foll. [obaa, akoko-nini]."
35,ɔ-báakonini,"a conceited, vain-glorious woman (like a cock), coxcomb."
35,bákómá,"a genteel, well-born person, nobleman, lord, prince, member of the royal family, of high rank or position; high-born, aristocrat; di b. = di adehyesɛm, to be imperious, violent, positive, stubborn, wilful, arbitrary. pr. 39; to lord it over. 1 Pet. 5,3. [ɔba a ɔnam ne kɔŋ so, ɔnam na ɔtoto ne kɔŋ, ɔnam na ɔkyɛa, one who walks in an affected manner, behaves proudly]."
35,abakorem,Aky.: gye ab. = gye asabawm'.
35,bákɔŋ,"[ba = basa, kɔŋ] wrist."
35,ɔ-bá-kóro,"an only child; ɔb. Bådú, an only child worth ten children."
35,abákɔsɛm,"[nsɛm a aba kɔ] history, story of past events; cf. abasɛm."
35,baakróŋ,"nine persons. Gr. § 80,1."
35,bákúa,"stalk of a plantain- or banana-tree; s. obrɔde b., kwadu b."
35,ɔ-báa-kùnafó,widow.
35,ɔ-bá-kwàseá,"a foolish man. Prov. 14,7. 21,20."
35,abakyére,"[basa, kyere] gold and costly beads tied round the wrist in honour of one's birth or deed; kyere.. ab., to adorn with ab. — a kind of funeral badge."
35,bakyéw,"to clasp round, to twine, twist round; s. e, hama bi anase ɔwɔ; syn. bare..hõ. — red. bakyébakyew."
35,abakyiba,"[ɔba, akyiri] The last-born child."
35,bàm,"to embrace, clasp (in welcoming), syn. fàm, yɛ atun, or in fighting); ɔbam no hwee fam', wrestling with him, he threw him on the ground; b. kynii, to raise and shake a state-umbrella = pem bamkynii. — red. bemmam, bommam."
35,bam',"ba mu; óbám', he comes in; né dáé abám', his dream has come true. Gr. § 214. Rem. 2 & 3."
35,"bàm, bámbam, bámbambam","adv. expressing the sound of striking, clapping, lashing, falling; ɔbɔɔ no bàm, he gave him a smack (lash), (- bámbambam, a good thrashing). Gr. § 134,2."
35,abam',"1. name of a fetish, the twin fetish. — 2. a fetish practice in connection with the twin-fetish performed at the birth of certain children, esp. twins, of the 3rd, 7th to 11th child, and in their after life by themselves, before every new crop or harvest. ɔ'yɛ abam', wòye abam'fó, he is, they are entitled to the abam ceremony. Mensã nè Maansã, Asoŋ, Botwe, Akroŋ nè Dkrõmma, Badu nè Baduwa, nè Dukõ ye abam (abamfo) nè nta. Wode adwere guare ab. Fida. pr. 1127. Sɛ aduamforo biara bɔ a, abamfo aŋnuare abam a, wonni bi."
35,"bàm', bamé, a-bamsém","imperiousness, haughtiness, insolence; syn. adehyesɛm, ahenemmasɛm; di or to b., to play the rich or high-born man; to play insolent, wanton tricks; odi or ɔto no so b., he outrages, treats him spitefully. Lk. 18,32. — inf. bam'dí."
35,bámma,"[baŋ, ba dim.] the projecting lower part of the wall in native houses, used as a seat; a swish seat; okuku b., (he lifts up a swish s., i.e.) he undertakes to perform a task which is too difficult for him. pr. 2252. 2612."
36,bámma,"2908; compass. Ex. 27,5; settle, rebate-ment (of a wall): 1 Kg. 6,6. Ezek. 43,14."
36,bámma,"pl. m-, a strip of country-cloth; the breadth in which it is woven; a ribbon; syn. ntambamma, Ak. bɛ̃n, abammá: woto ab., they put their hands on each other's necks. pr. 1213. 2791;"
36,abammagyé,"F. = abamma-tó, inf. supporting, support."
36,abá-má,inf. welcome.
36,bammaá,"a blossom of kooko; yi b., to put forth blossoms, to blossom (of kooko)."
36,bámmahõ,"= koŋkoruwa, dysentery."
36,abam'-fó,s. abam'.
36,bàmfó,"-fóɔ, a thorny plant. pr. 1676f."
36,bamiawu,a kind of snake.
36,bamkóŋ,"[s. bam & koŋ, neck]: oto b. kasa, he speaks with a stiff neck, haughtily. Ps. 75,6; ototo ab., he walks with neck stretched forward (Isa. 3,16), with a majestic air."
36,bamkyíníi,"F. bamkyim, pl. m- (kyinii a wopem di hene so), state-umbrella. pr. 1729; otu hene b., he takes up the st.-umbr. of the king."
36,abámpofo,"As. = asoamfo, hammock men."
36,a-bamsém,"s. bàm, bame."
36,abam'-térẽw,inf. 1. the stretching out of one's arms (abá). 2. cloth of double width.
36,bàŋ,"v. to lie or to lay in a proper row, to extend; to string (ntrama, wə hama so). pr. 2277; 'to pile up, to store (ɔ̀báŋ əde putu so), to suspend (yams) on stakes; to hem in (atade ano, with a ribbon); - b. hɔ, syn. sã hɔ; èbaŋ hɔ, it is suspended there; b. hɔ, syn. toto hɔ. - red. bemmaŋ."
36,báŋ,"pl. a- [con. né báŋ] 1. row, fence, enclosure, frame. pr. 40; wall, line; esp. the fence round the yard of a native house; gye b., to make or mend a fence. pr. 103f.; ɔbə me hɔ b., he protects me; watwa baŋ mu, he had to do with the king's wives. - cf. fabaŋ, dantabaŋ. 2. = dua-so, s. dua-see. 3. a fortified place; si baŋ, to put people in a place by authority in order to enforce the laws, or to keep the people in subjection and prevent their falling off; to place troops in a strong position; to occupy a place as a garrison."
36,baŋ,"pl. id. [con. ne báŋ] ep. in cpds.: form, figure, shape; fashion; manner, nature; race, kind, species; the kind of, the sort of; syn. su (wo sú nè wo báŋ biara nyel cf. esu), s. aboabáŋ, abusũabáŋ, adakabáŋ, odammáŋ, dobáŋ, duabáŋ, nipabáŋ, nsrabáŋ, subáŋ or súbaŋ; ədabáŋ, abodabáŋ, adibáŋ = aduaŋ', ahabáŋ."
36,abáŋ,"Aky. abáne, pl. id. a house built of stone. pr. 41; cf. ofi, ɔdaŋ; a large fine building, palace. pr. 3190. - a large, strong building = abaŋkesé, fort, castle; abaŋ a woabram hɔ (s. bram) = abannennéŋ."
36,báŋ',"[Eng. band] 1. a drum of European soldiers = ɔtente. 2. a musical band; wogoru b., a) the band performs; b) the people amuse themselves with (not always decent) singing and dancing to the accompaniment of a musical instrument."
36,ɔ-báŋ,"pl. m-, 1. a string of cowries, 40 cowries; wótɔŋ no báŋbáŋ, wotontɔŋ no abaŋabáŋ, they sell each for a string; cf. ntrama. 2. recently also farthing."
36,ɔ-báŋ',"á beast of prey, the wild cat = aduatíá."
36,ɛ-baŋ,F. a herring; cf. m'màŋ'.
36,baanáŋ,"four persons. Gr. § 80,1."
36,ɔ-bananá,"pl. m-, grand-son, grand-daughter, grand-child; a descendant. abanase-abánase, a kind of herb; wura ntẽantẽa a etetare fam', ne ŋhwireŋ fitaa, n'aba ntrantraa; wode sa kuru."
36,báŋŋa,Okw. = adutwẽ.
36,bánem',"Aky. = barem'-héne, banen-héne, Aky. = barem-hene."
36,aban-nennéŋ,"[abaŋ dennen] fortress, stronghold, citadel. Dan. 11,38f. - Cf. abaŋ a woabram hɔ."
36,abaŋhĩnãá,a pot (ahina) containing palm-wine for a string of cowries (baŋ).
36,ɔ-banimdefó,"pl. m-, a person of understanding, possessing knowledge; cf. əbadwemma, əbanyansãfo."
37,ɔ-banimmá,"[ɔbaniŋ, dim.] cf. abarimáwá, apanyimmá."
37,ɔ-banim-méré,"[ɔb.-bere] a handsome man; an effeminate man. banimméré-yé, inf. bloom. Prov. 5,9."
37,ɔ-banim-móné,[ɔb. bone] a bad man.
37,ɔ-banim-panyín,"an old, venerable man."
37,ɔ-baníŋ,"pl. m- [ɔbanini] F. ɔbanyin, man, male person = ɔbarima, pr. 21. - banin-fó, pl. brave men."
37,banin-fáná,armring of a man.
37,banin-há,"bravery; śhyè no b., he encourages him. - baninhá-hyé, inf. encouragement."
37,abanínsém,"manful, manlike, manly, warlike deeds or behaviour, bravery, pr. 391; odi ab., he shows manliness, does valiantly (Ps. 118, 15 f.), quits himself like a man; syn. mmarimasem, mmaninne."
37,ɔ-banín-táŋ,"pl. m-, a man that has children, a father of a family."
37,ɔ-banin-trófo,"pl. m-, a lying man, liar."
37,ɔ-banin-ŋuámáŋ,"pl. m-, fornicator, lecher (sodomite, 1 Kg. 14, 24)."
37,ɔ-banin-wárefó,"pl. m-, a married man."
37,ɔ-banin-yéŋ,"pl. m-, wizard, sorcerer; magician; s. ayeŋ."
37,ɔ-banin-yére,"1. an unborn child, designated by a man to be his future friend or wife. 2. a male friend held as dear as a wife; ɔyɛŋkɔ-barima a wope n'asɛm sɛ ayere."
37,ɔ-baniŋ-yíé,= ɔbabaniŋ.
37,baŋkám,"pl. m-, a bead of amber; Corniola bead? = ahene tɔŋ, akomfo-hene; s. etɔŋ. - pr. 1551."
37,abaŋ-krsé,"fort, castle; cf. abaŋ, abantia."
37,baŋkórɔapém,a large kind of bead (one string equal to a 1000 of smaller kinds); s. ahené.
37,ɔ-baŋkú,"a kind of food, made of ground maize, commonly eaten when yam is scarce."
37,abáŋkua,= àkúa.
37,abáŋkuaa,= àkúa.
37,a-baŋkúm,"ɔ-baŋkumfó, F. s. beŋkum."
37,baŋkwa,"= bánteŋ(ŋ), tenteŋ; nantwi no tẽe ne kɔŋ mu b., that ox stretches his neck (very) far."
37,baŋkwaa,"= bánteŋ(ŋ), tenteŋ; nantwi no tẽe ne kɔŋ mu b., that ox stretches his neck (very) far."
37,ɔ-bàŋkyé,"pl. a-, F. m-, the cassava, cassada, manioc, jatropha manihot; F. G. duade, pr. 38. 42; ɔb.-dua, cassada plant; ɔb.-fuw, cassaplantation. - Phr. mã ɔnnow baŋkyé-fuw, contemptuous expr. for a task which anybody can easily perform."
37,abán-kyɛámé,interpreter to the English court.
37,báŋm’,= baŋ mu & banem’.
37,ɔ-baŋmuní,"pl. abaŋmufó, a Christian living at a mission station."
37,abaŋómá,"pl. m-, step-child, foster-child. pr. 43."
37,abaŋ-ŋów,[abaŋ gow] a house in decay; cf. ɔdaŋpow & gow II 3.
37,abaŋ-síŋ,"a ruin, ruined palace or castle. Isa. 25, 2."
37,ɔ-baŋsiní,"pl. bansifó, (a man of) a garrison. 1 Sa. 10, 5. 1 Chron. 18, 13; s. [si baŋ."
37,ɔ-baŋsoa,a bird.
37,báŋsoŋ,"long = tententeŋ; n'anim b. he is long-faced, long-visaged."
37,abaŋsórò,"[abaŋ, ɔsoro] the upper story, chambers or apartments in the upper story; upstairs. - abaŋsórò-dáŋ, an upper chamber or apartment. Neh. 3, 32."
37,abaŋsosém,"a word talked over the fence, (idle) talk, gossip, hear-say. pr. 2615; ɔtee no ab., he heard it by hearsay. F. yánteŋŋ, long-shaped, long (hama, ntama, anim, nsa)."
37,hánteŋŋ,"F. yánteŋŋ, long-shaped, long (hama, ntama, anim, nsa)."
37,abant(s)eŋ,"F. the foremost place; dzi ab., to play a prominent part, rank first [baŋ, row, line, tsentsen, front]; cf. a-dɔnteŋ. [teŋ. pr. 668."
37,aban-ténteŋ,tower; pl. m- or abaŋ atenteŋ.
37,aban-tiá,"1. a small fort, as the Mortella tower near Christiansborg. - 2. prison; abantia-dáŋ, id. cf. afiase. Gen. [39, 20 f."
37,abántó,"inf. [to abaŋ] the act of building a stone-house; masonry, mason's work. - ab.-atere, trowel."
37,ɔ-bantoní,"pl. a--fo, mason, bricklayer."
37,bàanu,"two persons, two together, nnipa bàanu; bàanú yi, these two persons. baanúwa bi, [dim.] a few (persons). pr. 44-46. 1390. 2081. - baanúwa bi, baanúm, five persons. Gr. § 80, 1."
37,baanúm,"five persons. Gr. § 80, 1."
37,bannuá,"[baŋ dua] any kind of tree (ɔfɔsow, atɔa, ...) used for fences."
37,abáŋŋuá,"abaŋŋuá, the court or yard of"
38,ɔ-ba-nyänsáfó,"a wise person. pr. 16; syn. ɔbadwémmá, ɔbanimdefó, onyänsáfó."
38,ɔ-bannyaá,"a long red (intestinal) worm. abanyaá, a kind of blind-worm (larger than osunsɔŋ)."
38,abánnyé,inf. [gye baŋ] making or mending a fence. pr. 3375.
38,aba-nyeŋ,F. = abanyeŋ.
38,abanyimfa,"F. = (usa) nifä. = ɔ-banyiŋ, F. = obanyiŋ."
38,ɔ-báa-panyiŋ,"ɔbéa-p., pl. m-, an adult abáa-pá, F. = abawpa. [woman."
38,bapɔŋ,a disease of the jaw-bone; necrosis of the j.-b.
38,ɔ-bápomma,"pl. m-, Akp. [ɔba, pɔŋ, ɔba] a well-to-do person, a person of high birth, of wealth, entrusted with an office, from the man next to the king down to the chief of a village; cf. mmɔpomma."
38,ɔ-baprɔwé,"pl. m-, a spoiled child; s. pɔrow, pɔrowe, pɔrokyewa; ɔyeŋ ne mmammaprɔwé, he badly educates, spoils his children; s. yeŋ."
38,abärá,"abrá, (As.) a kind of red monkey; sareso akyeneboa bi."
38,bära,"s. bra, bëra..."
38,bàrè,Eng. barrel; cf. hâse.
38,bàre,"v. Ak. (..hõ, ..so) to cover, lay over, overspread; ɔbàre amáne = ɔbàw a., s. baw, v.; to sling, wrap, wind, twine, twist round; to embrace closely, clasp round; to cling tightly. — ɔde kaa bàre ne nsa hõ, he puts a ring on his wrist; wakä ne nsa abare mu, he has clasped his hands; he has folded his arms; ɔwɔ b. dua no hõ, a snake has wound itself round the tree; biribi ab. mu, s.th. is wrong; èbare só ara, (it, scil.) the wrestling goes on; bare..hõ hyia, to engage in battle, to fight hand to hand; wode ɔkó abàre só, they have engaged in battle. — red. bebare, bobare, bobabobare, to twist, twine, coil."
38,ɔ-barehyía,"1. a cartouche, cartridge-belt all round the loins; cf. ntoa; ne ntoa ye ɔb. (when it contains 12 cartridge-boxes); — di b., to surround, compass about. Ps. 32,10. — 2. circumference, compass; cf. afefare(m'). — 3. a certain disease (shingles, Herpes zoster?)."
38,bárem,"As.; bánem', Aky. [= baŋ mu] the fenced-in place where the kings are buried; nea woasie ahene hõ na wɔagye baŋ atwa hõ ahyia, na wofre no bárem'; nea ohwe so wɔfre no baremhene."
38,barem-héne,"As.; banem-héne, Aky. the official in charge of the barem'."
38,barenum,"[bare, anum, five]: mmùsùa bárenúm, the 5 original families Aduana, Atwea, Abràde, Amoakâde, Adää. Wɔye ènä mmá biakó."
38,bàrí,"adv. tightly, closely; ohüü me ara pe, ɔde mè barí, as soon as he saw me, he stuck to me, or embraced me closely = ...ɔde ne hõ bebataa me hõ bàrí."
38,ɔ-bàrímá,"pl. m-, 1. man, male person, male = ɔbaniŋ [ɔbaniŋba], pr. 47ff. 504; cf. nini. Gr. § 41,1. 2. — 2. valiant man, hero. pr. 50. 453; cf. oberaŋ. — 3. yard, penis; cf. kɔte; ɔb. ano were, foreskin. 1 Sa. 18,25. pr. 2587."
38,abarímá,"pl. m-, a man entrusted with an office by one superior to him; cf. adamfo & fa, v. 10; adherent, client, subaltern; follower, helpmate, companion, servant. pr. 1077. 3676."
38,abarímá,"abarímáw, pl. m-, boy, lad."
38,abaríma-kwáŋ,"a way for heroes, dangerous way, adventurous undertaking. pr. 1077; to force somebody into one's service without wages (supporting him only with food & clothing); to make somebody one's (unpaid) servant."
38,abaríma-sém,mmarimasém = abaninsém.
38,ɔ-baríma-yé,inf. manhood.
38,ɔ-basá,"pl. a- [con. ne bása] the arm; the forefoot of quadrupeds; F. abasa [aba nsa]. Cf. abaw, nsa; ne básam' ye deŋ, he is strong; woŋ abasa so aye yiye, they were successful; mã.. abasa so, to congratulate = mã.. aba so; cf. aba, the arm; to abasa, to bet. — dùa bása or duá bása, branch of a tree; cf. bää, dubää."
38,abasaá,"abasawá, pl. m- [basa, dim.] a withered or lame arm; paralysis of the hand; a person with a withered arm; pl. m- = bàsaa, bàsabàsa, pl. m-, confused, perplexed, disordered. Ps. 107,40. 1 Sa. 3,11. (pr. 878); cf. basabasa, abasa-mmása-mmása, confused, in a fused state of things, not to be found. Gen. 11, 7. — ɔb. ye, he is insane; nipa biara nni hɔ a ɔb. visit (people) every day."
38,basabasa-yé,confusion; disorder.
38,bàasá,"three persons. (cf. mmiensa, three persons)."
38,baasáwá bi,"baasáwá, (three persons)."
38,baasáéwí,a large number of people.
38,taa bi,a ote se.
38,basafá,"pl. id., F. = abasafá."
38,basafáwa,bafafáwa.
38,básakokò,"pl. m-, the upper part of the arm = abasa-kɔŋmú: wode wo nsa baako walk one putting one's hand on the shoulder of the other."
38,baasá-koro,"trinity; Trinity Sunday; O Trinity, holy trinity."
38,basakùràm,the name of a place.
38,abasa-kyéa,inf. = abasa-kyéa.
38,abasám',"the space between the extend his arms; to show the strength of the arm; to be disheartened, dishearten, he is disheartened; cf. abasám or ahodwow, wode abasám."
38,abasám'fá,"l, id."
38,abasam-tú,inf. da.
38,basa-tíri,[con. ne bása] = mmati.
38,abasa-tóto,"abasawá, pl. m-, abá-sém, pl. id."
